DoW,Mon,Hour,Detected,Real
Saturday,10,0,1,26
Wednesday,10,0,1,27
Friday,10,1,6,176
Saturday,10,0,1,90
Wednesday,10,1,2,160
Wednesday,10,1,1,130
Friday,10,1,2,131
Thursday,10,1,1,133
Tuesday,10,0,1,151
Wednesday,10,2,1,79
Friday,10,0,1,157
Tuesday,10,0,1,83
Saturday,10,0,1,81
Friday,10,2,1,162
Tuesday,10,0,1,18
Sunday,10,1,1,167
Friday,10,1,1,155
Wednesday,10,2,1,67
Tuesday,10,0,2,177
Wednesday,10,1,1,102
Monday,10,1,2,258
Wednesday,10,1,2,135
Thursday,10,0,1,149
Monday,10,2,1,77
Saturday,10,1,1,156
Tuesday,10,0,1,39
Thursday,10,1,1,137
Thursday,10,1,1,143
Friday,10,2,4,189
Sunday,10,1,1,172
Wednesday,10,1,1,141
Monday,10,2,1,86
Tuesday,10,1,1,102
Friday,10,2,8,198
Saturday,10,1,1,169
Tuesday,10,0,1,19
Friday,10,1,1,194
Monday,10,1,2,125
Sunday,10,1,1,229
Friday,10,2,1,87
Wednesday,10,1,1,124
Tuesday,10,0,1,167
Wednesday,10,0,1,165
Sunday,10,1,2,283
Saturday,10,1,1,234
Thursday,10,1,1,149
Saturday,10,0,2,32
Wednesday,10,0,1,164
Sunday,10,1,1,126
Friday,10,1,2,396
Tuesday,10,1,1,158
Tuesday,10,2,1,99
Friday,10,1,1,204
Friday,10,0,1,79
Wednesday,10,2,1,94
Thursday,10,0,1,153
Friday,10,1,1,145
Friday,10,1,3,189
Wednesday,10,2,1,65
Wednesday,10,0,1,85
Tuesday,10,1,1,161
Thursday,10,0,1,22
Friday,10,1,16,250
Thursday,10,0,1,186
Thursday,10,1,2,139
Friday,10,1,19,341
Friday,10,1,12,304
Friday,10,0,1,35
Tuesday,10,0,2,170
Wednesday,10,0,1,27
Wednesday,10,1,1,163
Friday,10,0,1,15
Friday,10,1,1,231
Wednesday,10,0,1,19
Saturday,10,1,2,98
Sunday,10,2,1,68
Thursday,10,1,1,119
Wednesday,10,1,1,119
Tuesday,10,1,2,134
Tuesday,10,0,1,81
Saturday,10,0,1,135
Friday,10,1,1,160
Wednesday,10,1,1,146
Saturday,10,1,1,141
Tuesday,10,1,2,113
Tuesday,10,0,1,173
Thursday,10,0,1,23
Tuesday,10,1,2,114
Wednesday,10,1,2,166
Saturday,10,1,1,98
Friday,10,0,2,134
Tuesday,10,0,1,133
Thursday,10,1,2,121
Wednesday,10,1,1,149
Friday,10,2,1,90
Friday,10,1,1,190
Monday,10,1,2,422
Wednesday,10,1,1,131
Saturday,10,2,1,45
Sunday,10,1,1,242
Friday,10,1,8,265
Tuesday,10,1,1,134
Saturday,10,1,1,190
Tuesday,10,1,1,109
Monday,10,2,2,98
Thursday,10,0,1,28
Monday,10,0,1,11
Thursday,10,1,1,119
Tuesday,10,1,1,121
Tuesday,10,1,2,101
Friday,10,0,1,129
Monday,10,1,1,149
Tuesday,10,1,1,125
Tuesday,10,1,1,166
Saturday,10,0,1,18
Friday,10,1,3,189
Wednesday,10,1,3,106
Friday,10,1,1,168
Friday,10,2,7,248
Wednesday,10,0,1,20
Friday,10,1,8,318
Friday,10,2,1,300
Wednesday,10,1,1,135
Wednesday,10,0,1,22
Wednesday,10,1,3,111
Saturday,10,1,2,152
Tuesday,10,1,2,120
Tuesday,10,1,1,193
Thursday,10,0,3,67
Friday,10,2,1,181
Wednesday,10,0,1,15
Sunday,10,1,2,121
Friday,10,0,2,71
Saturday,10,1,1,276
Sunday,10,1,1,149
Tuesday,10,1,1,115
Friday,10,2,1,72
Thursday,10,1,1,134
Thursday,10,1,1,136
Friday,10,2,1,47
Thursday,10,1,1,150
Friday,10,1,4,175
Saturday,10,0,1,24
Friday,10,1,12,257
Friday,10,0,1,18
Sunday,10,1,1,177
Wednesday,10,0,1,67
Sunday,10,1,1,186
Wednesday,10,0,1,17
Wednesday,10,0,1,13
Sunday,10,0,1,46
Wednesday,10,1,2,123
Thursday,10,1,1,152
Thursday,10,0,1,142
Saturday,10,0,1,16
Tuesday,10,2,1,44
Thursday,10,2,1,96
Wednesday,10,1,1,144
Friday,10,1,7,323
Thursday,10,1,1,117
Saturday,10,1,1,130
Monday,10,1,1,138
Thursday,10,1,3,122
Thursday,10,1,2,138
Saturday,10,1,1,268
Wednesday,10,1,2,132
Monday,10,1,1,121
Saturday,10,0,1,98
Sunday,10,1,1,115
Friday,10,2,6,192
Monday,10,1,1,128
Friday,10,0,1,33
Tuesday,10,1,1,140
Wednesday,10,0,1,28
Tuesday,10,1,3,90
Tuesday,10,1,1,118
Friday,10,0,2,150
Wednesday,10,1,2,112
Thursday,10,0,1,170
Friday,10,1,1,304
Monday,10,1,1,360
Friday,10,2,1,83
Thursday,10,2,1,116
Monday,10,1,2,160
Friday,10,2,1,58
Monday,10,1,1,119
Tuesday,10,2,2,96
Tuesday,10,1,4,99
Wednesday,10,1,1,130
Saturday,10,0,1,45
Friday,10,1,9,322
Tuesday,10,1,1,129
Saturday,10,0,1,47
Saturday,10,0,3,45
Saturday,10,0,2,65
Tuesday,10,1,4,124
Saturday,10,0,1,123
Sunday,10,1,1,185
Saturday,10,2,1,61
Sunday,10,1,2,156
Friday,10,1,13,199
Saturday,10,0,6,36
Wednesday,10,1,1,130
Friday,10,1,1,224
Tuesday,10,1,1,131
Friday,10,1,2,215
Wednesday,10,0,1,40
Friday,10,0,1,153
Tuesday,10,0,1,167
Sunday,10,1,2,167
Friday,10,0,1,28
Thursday,10,0,1,28
Monday,10,0,1,25
Monday,10,1,4,435
Thursday,10,0,1,13
Friday,10,2,10,225
Sunday,10,0,1,16
Saturday,10,1,1,258
Tuesday,10,0,2,27
Wednesday,10,1,1,140
Wednesday,10,0,1,166
Saturday,10,1,3,154
Friday,10,1,1,351
Wednesday,10,1,2,159
Monday,10,2,1,279
Wednesday,10,1,2,146
Saturday,10,1,1,187
Sunday,10,1,1,146
Monday,10,1,1,150
Sunday,10,2,1,160
Sunday,10,1,1,116
Thursday,10,0,2,71
Thursday,10,1,1,147
Friday,10,1,9,317
Wednesday,10,2,2,136
Saturday,10,1,1,153
Saturday,10,1,1,140
Thursday,10,1,1,145
Wednesday,10,0,1,28
Thursday,10,1,1,143
Thursday,10,1,2,157
Saturday,10,1,2,288
Thursday,10,2,1,47
Wednesday,10,2,1,117
Thursday,10,2,1,82
Saturday,10,0,4,44
Saturday,10,0,2,43
Wednesday,10,0,1,59
Thursday,10,1,3,142
Tuesday,10,1,2,138
Wednesday,10,0,2,63
Wednesday,10,1,2,155
Monday,10,1,1,313
Friday,10,0,1,22
Friday,10,1,2,140
Thursday,10,1,3,140
Monday,10,1,1,149
Monday,10,2,1,33
Wednesday,10,2,1,41
Thursday,10,0,1,16
Wednesday,10,1,1,118
Monday,10,0,1,166
Friday,10,1,2,163
Thursday,10,1,1,126
Thursday,10,1,2,120
Friday,10,2,1,89
Wednesday,10,1,1,127
Wednesday,10,1,1,124
Sunday,10,1,1,60
Friday,10,2,2,92
Monday,10,0,1,16
Thursday,10,1,1,134
Thursday,10,0,1,170
Tuesday,10,2,1,50
Friday,10,2,1,184
Wednesday,10,0,2,140
Friday,10,1,2,241
Wednesday,10,1,1,118
Wednesday,10,1,1,136
Wednesday,10,1,1,129
Sunday,10,1,1,134
Monday,10,1,1,537
Friday,10,1,1,336
Sunday,10,2,1,63
Wednesday,10,1,1,116
Wednesday,10,1,2,153
Friday,10,1,1,161
Monday,10,2,1,28
Thursday,10,1,1,169
Thursday,10,1,1,150
Thursday,10,2,1,48
Friday,10,1,2,185
Wednesday,10,1,1,135
Tuesday,10,2,1,102
Wednesday,10,0,1,18
Saturday,10,0,3,23
Wednesday,10,1,2,126
Friday,10,1,1,133
