"";"idSensor";"Fecha";"Total"
"315";"1011";2015-10-26 03:45:00;11,5
"316";"1011";2015-10-13 03:45:00;11,5
"317";"1011";2015-10-28 03:45:00;23
"318";"1011";2015-10-20 03:45:00;46
"319";"1011";2015-10-10 03:45:00;11,5
"320";"1011";2015-10-15 03:45:00;69
"321";"1011";2015-10-17 03:45:00;11,5
"322";"1011";2015-10-16 03:45:00;23
"323";"1011";2015-10-29 03:45:00;34,5
"324";"1011";2015-10-19 03:45:00;11,5
"325";"1011";2015-10-14 03:45:00;57,5
"326";"1011";2015-10-27 03:45:00;11,5
"327";"1011";2015-10-30 03:45:00;34,5
"328";"1011";2015-10-20 04:00:00;61,25
"329";"1011";2015-10-24 04:00:00;24,5
"330";"1011";2015-10-08 04:00:00;24,5
"331";"1011";2015-10-28 04:00:00;24,5
"332";"1011";2015-10-13 04:00:00;36,75
"333";"1011";2015-10-31 04:00:00;12,25
"334";"1011";2015-10-15 04:00:00;24,5
"335";"1011";2015-10-19 04:00:00;24,5
"336";"1011";2015-10-23 04:00:00;24,5
"337";"1011";2015-10-09 04:00:00;36,75
"338";"1011";2015-10-10 04:00:00;24,5
"339";"1011";2015-10-30 04:00:00;73,5
"340";"1011";2015-10-29 04:00:00;24,5
"341";"1011";2015-10-21 04:00:00;24,5
"342";"1011";2015-10-16 04:00:00;12,25
"343";"1011";2015-10-22 04:00:00;12,25
"344";"1011";2015-10-27 04:00:00;49
"345";"1011";2015-10-14 04:00:00;98
"346";"1011";2015-10-14 04:15:00;19
"347";"1011";2015-10-21 04:15:00;19
"348";"1011";2015-10-10 04:15:00;66,5
"349";"1011";2015-10-31 04:15:00;9,5
"350";"1011";2015-10-20 04:15:00;19
"351";"1011";2015-10-09 04:15:00;19
"352";"1011";2015-10-15 04:15:00;66,5
"353";"1011";2015-10-16 04:15:00;133
"354";"1011";2015-10-13 04:15:00;47,5
"355";"1011";2015-10-24 04:15:00;19
"356";"1011";2015-10-28 04:15:00;57
"357";"1011";2015-10-18 04:15:00;9,5
"358";"1011";2015-10-27 04:15:00;28,5
"359";"1011";2015-10-17 04:15:00;19
"360";"1011";2015-10-23 04:15:00;28,5
"361";"1011";2015-10-22 04:15:00;28,5
"362";"1011";2015-10-19 04:15:00;9,5
"363";"1011";2015-10-08 04:15:00;38
"364";"1011";2015-10-26 04:15:00;9,5
"365";"1011";2015-10-29 04:30:00;18
"366";"1011";2015-10-20 04:30:00;54
"367";"1011";2015-10-27 04:30:00;36
"368";"1011";2015-10-15 04:30:00;63
"369";"1011";2015-10-25 04:30:00;9
"370";"1011";2015-10-28 04:30:00;54
"371";"1011";2015-10-23 04:30:00;9
"372";"1011";2015-10-31 04:30:00;9
"373";"1011";2015-10-24 04:30:00;9
"374";"1011";2015-10-10 04:30:00;45
"375";"1011";2015-10-14 04:30:00;9
"376";"1011";2015-10-13 04:30:00;18
"377";"1011";2015-10-08 04:30:00;18
"378";"1011";2015-10-16 04:30:00;36
"379";"1011";2015-10-09 04:30:00;18
"380";"1011";2015-10-26 04:30:00;18
"381";"1011";2015-10-11 04:30:00;9
"382";"1011";2015-10-30 04:30:00;18
"383";"1011";2015-10-25 04:45:00;10,375
"384";"1011";2015-10-22 04:45:00;31,125
"385";"1011";2015-10-14 04:45:00;20,75
"386";"1011";2015-10-08 04:45:00;10,375
"387";"1011";2015-10-09 04:45:00;72,625
"388";"1011";2015-10-12 04:45:00;10,375
"389";"1011";2015-10-29 04:45:00;41,5
"390";"1011";2015-10-13 04:45:00;41,5
"391";"1011";2015-10-24 04:45:00;41,5
"392";"1011";2015-10-15 04:45:00;41,5
"393";"1011";2015-10-19 04:45:00;10,375
"394";"1011";2015-10-17 04:45:00;20,75
"395";"1011";2015-10-28 04:45:00;31,125
"396";"1011";2015-10-21 04:45:00;10,375
"397";"1011";2015-10-11 04:45:00;10,375
"398";"1011";2015-10-31 04:45:00;10,375
"399";"1011";2015-10-20 04:45:00;20,75
"400";"1011";2015-10-16 04:45:00;31,125
"401";"1011";2015-10-27 04:45:00;10,375
"402";"1011";2015-10-23 04:45:00;51,875
"403";"1011";2015-10-30 04:45:00;20,75
"404";"1011";2015-10-26 04:45:00;10,375
"405";"1011";2015-10-15 05:00:00;63
"406";"1011";2015-10-13 05:00:00;10,5
"407";"1011";2015-10-27 05:00:00;10,5
"408";"1011";2015-10-19 05:00:00;21
"409";"1011";2015-10-20 05:00:00;73,5
"410";"1011";2015-10-28 05:00:00;21
"411";"1011";2015-10-30 05:00:00;31,5
"412";"1011";2015-10-24 05:00:00;21
"413";"1011";2015-10-17 05:00:00;10,5
"414";"1011";2015-10-26 05:00:00;42
"415";"1011";2015-10-14 05:00:00;52,5
"416";"1011";2015-10-29 05:00:00;10,5
"417";"1011";2015-10-21 05:00:00;73,5
"418";"1011";2015-10-08 05:00:00;73,5
"419";"1011";2015-10-16 05:00:00;52,5
"420";"1011";2015-10-12 05:00:00;31,5
"421";"1011";2015-10-23 05:00:00;42
"422";"1011";2015-10-11 05:00:00;10,5
"423";"1011";2015-10-22 05:00:00;21
"424";"1011";2015-10-10 05:00:00;21
"425";"1011";2015-10-18 05:00:00;10,5
"426";"1011";2015-10-09 05:00:00;10,5
"427";"1011";2015-10-20 05:15:00;27,75
"428";"1011";2015-10-17 05:15:00;18,5
"429";"1011";2015-10-15 05:15:00;74
"430";"1011";2015-10-27 05:15:00;27,75
"431";"1011";2015-10-13 05:15:00;46,25
"432";"1011";2015-10-24 05:15:00;27,75
"433";"1011";2015-10-09 05:15:00;27,75
"434";"1011";2015-10-30 05:15:00;27,75
"435";"1011";2015-10-21 05:15:00;18,5
"436";"1011";2015-10-16 05:15:00;18,5
"437";"1011";2015-10-29 05:15:00;37
"438";"1011";2015-10-14 05:15:00;37
"439";"1011";2015-10-23 05:15:00;18,5
"440";"1011";2015-10-31 05:15:00;9,25
"441";"1011";2015-10-08 05:15:00;27,75
"442";"1011";2015-10-28 05:15:00;18,5
"443";"1011";2015-10-10 05:15:00;37
"444";"1011";2015-10-12 05:15:00;27,75
"445";"1011";2015-10-22 05:15:00;18,5
"446";"1011";2015-10-26 05:15:00;55,5
"447";"1011";2015-10-21 05:30:00;6,75
"448";"1011";2015-10-17 05:30:00;47,25
"449";"1011";2015-10-08 05:30:00;27
"450";"1011";2015-10-28 05:30:00;13,5
"451";"1011";2015-10-13 05:30:00;13,5
"452";"1011";2015-10-19 05:30:00;74,25
"453";"1011";2015-10-12 05:30:00;20,25
"454";"1011";2015-10-31 05:30:00;6,75
"455";"1011";2015-10-16 05:30:00;20,25
"456";"1011";2015-10-11 05:30:00;20,25
"457";"1011";2015-10-24 05:30:00;33,75
"458";"1011";2015-10-20 05:30:00;40,5
"459";"1011";2015-10-09 05:30:00;33,75
"460";"1011";2015-10-27 05:30:00;27
"461";"1011";2015-10-14 05:30:00;20,25
"462";"1011";2015-10-15 05:30:00;13,5
"463";"1011";2015-10-10 05:30:00;54
"464";"1011";2015-10-30 05:30:00;27
"465";"1011";2015-10-26 05:30:00;33,75
"466";"1011";2015-10-29 05:30:00;6,75
"467";"1011";2015-10-22 05:30:00;33,75
"468";"1011";2015-10-12 05:45:00;9,625
"469";"1011";2015-10-13 05:45:00;28,875
"470";"1011";2015-10-19 05:45:00;38,5
"471";"1011";2015-10-20 05:45:00;57,75
"472";"1011";2015-10-17 05:45:00;19,25
"473";"1011";2015-10-26 05:45:00;28,875
"474";"1011";2015-10-29 05:45:00;9,625
"475";"1011";2015-10-24 05:45:00;28,875
"476";"1011";2015-10-15 05:45:00;77
"477";"1011";2015-10-09 05:45:00;38,5
"478";"1011";2015-10-25 05:45:00;19,25
"479";"1011";2015-10-23 05:45:00;38,5
"480";"1011";2015-10-08 05:45:00;19,25
"481";"1011";2015-10-28 05:45:00;19,25
"482";"1011";2015-10-21 05:45:00;38,5
"483";"1011";2015-10-22 05:45:00;48,125
"484";"1011";2015-10-14 05:45:00;48,125
"485";"1011";2015-10-11 05:45:00;28,875
"486";"1011";2015-10-30 05:45:00;9,625
"487";"1011";2015-10-18 05:45:00;9,625
"488";"1011";2015-10-16 05:45:00;57,75
"489";"1011";2015-10-10 05:45:00;19,25
"490";"1011";2015-10-09 06:00:00;35,25
"491";"1011";2015-10-20 06:00:00;105,75
"492";"1011";2015-10-23 06:00:00;47
"493";"1011";2015-10-24 06:00:00;11,75
"494";"1011";2015-10-19 06:00:00;58,75
"495";"1011";2015-10-17 06:00:00;23,5
"496";"1011";2015-10-08 06:00:00;35,25
"497";"1011";2015-10-21 06:00:00;35,25
"498";"1011";2015-10-31 06:00:00;23,5
"499";"1011";2015-10-29 06:00:00;58,75
"500";"1011";2015-10-15 06:00:00;11,75
"501";"1011";2015-10-18 06:00:00;11,75
"502";"1011";2015-10-27 06:00:00;23,5
"503";"1011";2015-10-16 06:00:00;82,25
"504";"1011";2015-10-30 06:00:00;141
"505";"1011";2015-10-28 06:00:00;23,5
"506";"1011";2015-10-10 06:00:00;23,5
"507";"1011";2015-10-22 06:00:00;70,5
"508";"1011";2015-10-26 06:00:00;82,25
"509";"1011";2015-10-13 06:15:00;42,1
"510";"1011";2015-10-19 06:15:00;42,1
"511";"1011";2015-10-17 06:15:00;31,575
"512";"1011";2015-10-11 06:15:00;10,525
"513";"1011";2015-10-16 06:15:00;73,675
"514";"1011";2015-10-29 06:15:00;42,1
"515";"1011";2015-10-30 06:15:00;21,05
"516";"1011";2015-10-28 06:15:00;52,625
"517";"1011";2015-10-14 06:15:00;84,2
"518";"1011";2015-10-24 06:15:00;10,525
"519";"1011";2015-10-31 06:15:00;42,1
"520";"1011";2015-10-09 06:15:00;52,625
"521";"1011";2015-10-15 06:15:00;10,525
"522";"1011";2015-10-12 06:15:00;52,625
"523";"1011";2015-10-21 06:15:00;73,675
"524";"1011";2015-10-23 06:15:00;52,625
"525";"1011";2015-10-27 06:15:00;42,1
"526";"1011";2015-10-08 06:15:00;63,15
"527";"1011";2015-10-26 06:15:00;63,15
"528";"1011";2015-10-22 06:15:00;31,575
"529";"1011";2015-10-10 06:15:00;94,725
"530";"1011";2015-10-20 06:15:00;84,2
"531";"1011";2015-10-08 06:30:00;36,75
"532";"1011";2015-10-13 06:30:00;24,5
"533";"1011";2015-10-20 06:30:00;85,75
"534";"1011";2015-10-15 06:30:00;110,25
"535";"1011";2015-10-17 06:30:00;24,5
"536";"1011";2015-10-12 06:30:00;12,25
"537";"1011";2015-10-18 06:30:00;12,25
"538";"1011";2015-10-22 06:30:00;49
