5
#n time_relat_102	time_relat_112	time_relat_122	time_relat_132	time_relat_142
0.101606563	0.44727397	0.110493933	0.027943941	0.312681593
0.022535211	0.669014085	0.022937626	0.074849095	0.210663984
0	0	0	0.706630336	0.293369664
0.292468619	0.10083682	0.462761506	0.005439331	0.138493724
0	0.918571429	0	0	0.081428571
0	0	0	1	0
0.000587372	0.937444934	0	0.002936858	0.059030837
0	1	0	0	0
0	0.141378079	0.530881828	0.163870046	0.163870046
0.021972773	0.679006449	0.239550991	0.016001911	0.043467877
0	0.495924496	0.203775204	0	0.3003003
0	0	0	0.896059395	0.103940605
0.3264	0.6736	0	0	0
1	0	0	0	0
0	0.325675256	0.031977647	0.187829867	0.454517231
0.069710358	0.540991654	0.313205695	0.014236622	0.06185567
0.482183986	0.110012193	0	0.126405636	0.281398185
1	0	0	0	0
0.346125461	0.653874539	0	0	0
0.009208103	0.990791897	0	0	0
0.102358599	0.321502175	0.52255553	0.034806503	0.018777193
0.10412758	0.480065666	0.00445591	0.062382739	0.348968105
0.408783784	0.52027027	0	0	0.070945946
0	0.85974026	0	0	0.14025974
0.016326531	0	0.983673469	0	0
0	0	0	1	0
0	0	1	0	0
0	0	0	0.778937812	0.221062188
1	0	0	0	0
1	0	0	0	0
0	0	1	0	0
0.276016651	0.342939481	0.381043868	0	0
0	0.606205251	0	0	0.393794749
0.172989378	0	0	0	0.827010622
0	0.370253165	0.167721519	0	0.462025316
0.072408537	0	0.755335366	0.09222561	0.080030488
0	0	0	1	0
0.014166923	0.650754543	0.251924854	0.007083462	0.076070219
0.016844383	0.61149745	0.274455262	0.009581208	0.087621697
0.017067004	0.321112516	0	0.334386852	0.327433628
0.192498798	0.479083186	0	0	0.328418016
0	1	0	0	0
0.091097639	0.908902361	0	0	0
0	0	0	1	0
0.462182984	0.054771411	0	0.412585053	0.070460552
0	1	0	0	0
0	0.0544	0.5696	0.376	0
0	0.977651515	0	0.004545455	0.01780303
0.028893587	0.941684285	0.017794221	0	0.011627907
0	0	0	1	0
0	0.218466251	0.781533749	0	0
0.081881533	0.020905923	0.458188153	0.043554007	0.395470383
0	0.677130045	0	0.197309417	0.125560538
0	0	0	1	0
0	0.99863371	0	0	0.00136629
0.210158434	0.784249767	0	0	0.005591799
0	0	0	1	0
0.119151591	0	0	0.877729258	0.003119152
0	1	0	0	0
0	0.899104301	0	0.014434821	0.086460878
0.042643923	0	0.957356077	0	0
0.418844789	0.329783801	0	0.000968054	0.250403356
0.363707165	0.585669782	0	0.013239875	0.037383178
0.412521029	0.296443163	0.21136746	0.014539774	0.065128575
0.081983935	0.538441923	0.308810404	0.025500446	0.045263292
0	0.756435415	0.20962715	0.010446727	0.023490708
1	0	0	0	0
0	0.419463087	0	0.135067114	0.445469799
0.331886792	0.630566038	0.014716981	0.022830189	0
1	0	0	0	0
0	1	0	0	0
0	0	0	1	0
0.010935992	0.463493085	0.381151496	0	0.144419427
1	0	0	0	0
0.01532567	0.947509579	0.037164751	0	0
1	0	0	0	0
0.033093525	0.78705036	0.179856115	0	0
0.011613692	0	0	0.398533007	0.589853301
0	0	0	0.952380952	0.047619048
0	0.077114428	0	0.67761194	0.245273632
0	0	0	0	1
0.231771486	0.52994237	0	0.169381107	0.068905036
0	0	0	1	0
1	0	0	0	0
0.133264463	0.231404959	0	0	0.635330579
0	0.344978166	0	0.086462882	0.568558952
0	0	0	0	1
0	0	1	0	0
1	0	0	0	0
0	0	0	0.964566929	0.035433071
0.006832689	0.49339207	0.236267194	0.09835476	0.165153286
0.114541833	0.885458167	0	0	0
0.670588235	0	0.329411765	0	0
0	0	0	1	0
1	0	0	0	0
0	0.057566189	0.339203303	0.294267671	0.308962837
0.265734266	0.256410256	0.477855478	0	0
0.003644216	0.891753273	0.016196518	0.012687272	0.07571872
0.117898595	0.762370189	0.119731216	0	0
0.008328995	0.825195211	0	0.031858407	0.134617387
0.059322034	0.648775895	0	0.252354049	0.039548023
0.007732285	0.125110914	0.709975916	0.008999873	0.148181012
0	0.29092441	0.520823303	0.009749639	0.178502648
1	0	0	0	0
0	0	0	1	0
0	1	0	0	0
0.007468181	0.545282423	0.447249395	0	0
0	0.278593438	0.703824542	0.017582019	0
0	0	0	1	0
0.018869789	0.52519265	0.006619245	0.053250346	0.396067971
0.021059002	0.407443268	0.035612708	0.272647504	0.263237519
0.005957447	0.994042553	0	0	0
0.068825911	0	0	0.87854251	0.052631579
0.060775336	0.426098901	0.276923077	0.111324786	0.1248779
0.589416058	0	0	0	0.410583942
1	0	0	0	0
0	1	0	0	0
1	0	0	0	0
0	1	0	0	0
0	0	0	1	0
0.75203252	0.24796748	0	0	0
0	0	0	1	0
0	1	0	0	0
0.438471251	0.032488345	0	0.013840326	0.515200078
0.007349339	0.587702107	0.188878001	0.000734934	0.21533562
0	0	0	1	0
0	1	0	0	0
0	0.010488683	0	0.700218186	0.289293131
0	0	0	0.5	0.5
0	0.96391885	0	0.03608115	0
0	0.483783784	0.516216216	0	0
0	0.011869436	0	0.982789318	0.005341246
0.024478501	0.394423159	0.558109834	0.011494253	0.011494253
0.002722125	0.791376307	0.150805749	0.022865854	0.032229965
0.899055919	0.100944081	0	0	0
0.110081938	0	0	0.698610616	0.191307446
0	0	0	0.967532468	0.032467532
0	0.428571429	0.571428571	0	0
0.315340345	0.673943243	0	0	0.010716412
0.16097561	0	0	0.72195122	0.117073171
0	1	0	0	0
0	0.46506734	0.53493266	0	0
0	0.304411765	0.488235294	0	0.207352941
0	0.226606539	0	0.169109357	0.604284104
0.08291874	0.096185738	0.313432836	0.107794362	0.399668325
1	0	0	0	0
0	0.731182796	0	0.040078201	0.228739003
0.115730819	0.698242606	0.003643378	0.070724389	0.111658808
0	0.911374738	0	0.088625262	0
0	0.901492537	0.098507463	0	0
0.041244521	0.736221887	0.222533592	0	0
0	0.846368715	0.153631285	0	0
0.085628443	0.912368553	0.002003005	0	0
1	0	0	0	0
0.020339391	0.704296546	0.275364063	0	0
0.866666667	0.058333333	0	0.016666667	0.058333333
0	0	0	1	0
0.23030303	0.76969697	0	0	0
0.06922977	0.299649305	0.52227562	0.034549942	0.074295363
0	0.857024106	0.100581879	0.035743973	0.006650042
0	0.54278481	0.441265823	0	0.015949367
1	0	0	0	0
0.002955818	0.698506534	0.262756689	0	0.035780958
0.009345794	0.939455506	0	0.0511987	0
0.033853264	0.712651646	0.179433853	0.026689775	0.047371462
0	0	0	0	1
0	1	0	0	0
0	0.938542071	0	0.036835983	0.024621946
0	1	0	0	0
0.06633574	0.502369134	0	0	0.431295126
0	1	0	0	0
0	0.466399198	0.232698094	0	0.300902708
0	0.982693755	0.017306245	0	0
0	1	0	0	0
1	0	0	0	0
0	0.84518664	0.15481336	0	0
0	0	0	1	0
0	0	0	1	0
0	0.602502406	0	0.06159769	0.335899904
0	0	0	0.986382682	0.013617318
0.13210949	0.666612031	0.066874283	0	0.134404196
0	1	0	0	0
0	0	0.391812865	0	0.608187135
0	0.858007117	0.058125741	0.034400949	0.049466192
0.945626478	0	0	0	0.054373522
0.254644726	0.427618109	0.186471525	0.042769394	0.088496246
0	0	0	0.557522124	0.442477876
0.005871991	0.569876688	0.366901546	0.03728714	0.020062635
0	0.653225806	0.005040323	0	0.341733871
0.03960396	0	0	0.957567185	0.002828854
1	0	0	0	0
0.016982048	0.294032023	0.096069869	0	0.59291606
0	0.967913549	0.032086451	0	0
0.003173883	0.758784856	0.048515076	0.122874632	0.066651553
0	0.918367347	0	0.081632653	0
0.019075065	0.770001372	0.186084809	0.009194456	0.015644298
1	0	0	0	0
0.149625935	0.082294264	0.648379052	0.034912718	0.08478803
0	0	0	0.875149343	0.124850657
0	0.393852065	0.060999039	0.260806916	0.284341979
0	0	0	1	0
0.05807977	0.709806743	0.026726974	0.024979441	0.180407072
0	0	0	1	0
0.012966965	0.670680251	0.227951014	0	0.08840177
0	0	0	0.107407407	0.892592593
0	0.761417323	0	0.026771654	0.211811024
0	0	0	1	0
0.002755906	0.961811024	0.035433071	0	0
0.017384106	0	0	0.793046358	0.189569536
0	1	0	0	0
0	0.805970149	0.059701493	0	0.134328358
0.069767442	0.5	0.430232558	0	0
0.00361061	0.703652271	0.106235245	0.010692959	0.175808915
1	0	0	0	0
0	1	0	0	0
0.072043011	0.827956989	0	0.017204301	0.082795699
0	0.222451385	0.482616382	0	0.294932233
0	0	0	1	0
0.382305247	0.223584355	0.218979049	0.024972433	0.150158915
0.066499057	0.600251414	0	0.105971087	0.227278441
0	0.684719536	0.300773694	0.01450677	0
0.000773823	0.675326111	0.323900066	0	0
0.027662157	0.396895595	0.28069719	0.035379813	0.259365245
0.174281503	0.710482682	0.003684598	0.049373618	0.062177598
1	0	0	0	0
1	0	0	0	0
0.016203704	0.983796296	0	0	0
1	0	0	0	0
0	1	0	0	0
0.605200946	0	0.394799054	0	0
0	1	0	0	0
0.692418773	0.147292419	0.128519856	0.006498195	0.025270758
0	0.987319633	0	0.007433319	0.005247049
1	0	0	0	0
0	1	0	0	0
1	0	0	0	0
1	0	0	0	0
0	1	0	0	0
0	0.882430261	0.001606543	0.043960859	0.072002337
1	0	0	0	0
0.153081511	0.135188867	0	0.355864811	0.355864811
0	0.483433735	0.516566265	0	0
1	0	0	0	0
0	0.32758886	0	0.274811509	0.397599631
0.014147465	0.414193548	0	0	0.571658986
1	0	0	0	0
0	0.17641597	0.117920149	0	0.705663881
0	0.489513206	0.502718799	0.005825997	0.001941999
1	0	0	0	0
0.058023572	0.680870354	0.139256573	0	0.121849501
0.028270292	0.495074862	0.058609141	0.089933018	0.328112687
0.522147651	0	0	0.205369128	0.272483221
0.007021966	0.115232265	0.065088225	0.105869644	0.706787901
0	0	0	1	0
0.676431425	0.323568575	0	0	0
0	0.458494386	0	0.050125775	0.491379839
1	0	0	0	0
0	0	0	1	0
1	0	0	0	0
0	0	0	1	0
0	1	0	0	0
0	1	0	0	0
1	0	0	0	0
0.005250492	0.882739007	0.001750164	0	0.110260337
0	0.813355753	0.186644247	0	0
1	0	0	0	0
0.501891551	0	0	0	0.498108449
0.143822844	0.595804196	0.097202797	0	0.163170163
0.324324324	0	0.675675676	0	0
0	0	0	1	0
0.042714657	0.813746748	0	0.023200347	0.120338248
0	0.786738155	0.213261845	0	0
1	0	0	0	0
1	0	0	0	0
0	0	0	0.965838509	0.034161491
0.874857315	0.119915891	0	0.004926404	0.000300391
0.521114106	0.165318958	0	0.152740341	0.160826595
0.247648653	0.597800096	0.025267017	0.032440619	0.096843615
0	0	0	0.533333333	0.466666667
0.012300867	0.276567856	0.105767292	0.195200645	0.410163339
1	0	0	0	0
0	0.411478261	0.001391304	0.064695652	0.522434783
0.028763028	0.797850852	0.047749859	0.057526056	0.068110204
0	0.974391445	0.025608555	0	0
0.002431118	0.243922204	0.706645057	0.047001621	0
0	0.595397891	0.394630872	0.009971237	0
0.575319987	0.138496882	0.225139481	0	0.061043649
0.031365314	0.968634686	0	0	0
1	0	0	0	0
0.022215119	0.849928081	0.051462362	0.038197219	0.038197219
1	0	0	0	0
1	0	0	0	0
0	0.548782789	0.321003963	0.03189281	0.098320438
1	0	0	0	0
0	0.86440678	0	0	0.13559322
0	0.511269276	0.021747726	0	0.466982997
0	0.206342215	0.478749174	0.001761726	0.313146884
0.014771599	0.661928997	0.083850546	0.028984608	0.21046425
0	1	0	0	0
0.00555093	0.60865945	0	0.016375243	0.369414377
0.198944591	0.450659631	0	0.001583113	0.348812665
0	1	0	0	0
0	1	0	0	0
0	0	0	1	0
0.0234375	0.9703125	0.00625	0	0
0	0	0	0.619834711	0.380165289
0.974429224	0	0	0.012785388	0.012785388
0.0705097	0.789792087	0.108059245	0	0.031638968
0.109612142	0	0	0.662731872	0.227655987
0.616287468	0.375406284	0.008306248	0	0
0	0.943996968	0.020183834	0.011465934	0.024353264
0.108927809	0.085860743	0.192510323	0.012530258	0.600170867
0.070692884	0.53511236	0.350655431	0.014747191	0.028792135
0	0	0	0	1
0	0.116740088	0	0.288546256	0.594713656
0.293956044	0.706043956	0	0	0
0	0	0	1	0
0.017181086	0.521970503	0	0.063402767	0.397445644
0	1	0	0	0
0.026858353	0.841970356	0.041457706	0.013819235	0.07589435
0.216212121	0.419090909	0.25530303	0.018181818	0.091212121
0	0	0.371584699	0.207650273	0.420765027
0	0.485760518	0	0.471197411	0.043042071
0	0	0	1	0
0.054819552	0.945180448	0	0	0
0	0	0	0.403209911	0.596790089
0.006762749	0.075055432	0.079268293	0.015299335	0.823614191
0	0	0	0.607883817	0.392116183
0	1	0	0	0
0	0.378378378	0	0	0.621621622
0	0	0	0.063774403	0.936225597
0.010761174	0.42750556	0	0.146710668	0.415022598
0	0.572705197	0.353375425	0.031568723	0.042350656
0	0.134619289	0.236345178	0.31248731	0.316548223
0.01102232	0	0	0.821989529	0.166988151
0	0.005830904	0.994169096	0	0
0.032029895	0.967970105	0	0	0
0	0.176739831	0	0.387704151	0.435556018
0	1	0	0	0
0.015503876	0.905426357	0	0.048062016	0.031007752
0.391411043	0	0	0.304294479	0.304294479
0	0	0	1	0
0	0.263254593	0.165091864	0.258792651	0.312860892
0.013511142	0.570275487	0.414634146	0	0.001579224
0.009977827	0.515521064	0.013303769	0.23059867	0.23059867
0.060803797	0.726086312	0.155865342	0	0.05724455
0	0.882140275	0	0.001446132	0.116413594
1	0	0	0	0
0	0	1	0	0
0	0	0	1	0
0	0.131326949	0	0.07250342	0.796169631
0	1	0	0	0
1	0	0	0	0
1	0	0	0	0
0.316765416	0.124753127	0	0.105113013	0.453368444
0.104982883	0.488652213	0.053505769	0.199822493	0.153036643
0	0	0	0	1
0	0.973730298	0	0	0.026269702
0	0.570909091	0	0.189090909	0.24
0.016309165	0.914908704	0.060982095	0.002836377	0.004963659
0	0.598283613	0	0	0.401716387
0	0.982115742	0.017884258	0	0
0	0.276533425	0.153514817	0	0.569951757
0	0.924700915	0.07494722	0	0.000351865
0.985875706	0	0	0.007062147	0.007062147
0	0.872299568	0.062409986	0.012241959	0.053048488
0	0	0	1	0
1	0	0	0	0
0.267401102	0.206810215	0.310465699	0.020030045	0.195292939
0.57712766	0.039893617	0	0.382978723	0
0	0.920009681	0.017668058	0.027046651	0.03527561
1	0	0	0	0
0	0	0.026711185	0.262103506	0.711185309
0.043370508	0.887236679	0.00330442	0	0.066088393
1	0	0	0	0
0.199708521	0.553673088	0.24661839	0	0
0.119410086	0.821598478	0	0.058991437	0
0	0.878581299	0.020451405	0.027729157	0.073238139
0	0	0	1	0
0.470114943	0.472413793	0.057471264	0	0
0	0	0	1	0
0.160130719	0.199346405	0	0.320261438	0.320261438
0	1	0	0	0
1	0	0	0	0
1	0	0	0	0
0	0.482578397	0.18641115	0	0.331010453
0.008326253	0.134409516	0.007816483	0.127102804	0.722344945
0	0.524633124	0.317085954	0.017295597	0.140985325
0	1	0	0	0
0.013232514	0.117202268	0.128544423	0.491493384	0.24952741
0.008665303	0.187627873	0.773257913	0	0.030448911
0.045865728	0.542271772	0.371033201	0.008508141	0.032321158
0.174603175	0	0	0.53968254	0.285714286
0	0.84970715	0.136534424	0.004033595	0.009724831
0	0	0	1	0
0	0.95662687	0.04337313	0	0
0.038636364	0	0	0.113636364	0.847727273
0.418848168	0.314659686	0.178010471	0	0.088481675
1	0	0	0	0
0	0	0	1	0
0	0.778128153	0.14530777	0.007441978	0.069122099
1	0	0	0	0
0	0	0	0.539393939	0.460606061
0.003989362	0.956117021	0	0.039893617	0
0	0	0	1	0
0.045810915	0.506072252	0.020906995	0.014911606	0.412298232
0	1	0	0	0
0	0	0	0.454716096	0.545283904
0	0.408491561	0.460443038	0	0.131065401
0	0	0	1	0
0	0	0.724519313	0	0.275480687
0.72173913	0.226086957	0.052173913	0	0
0.242337165	0.548371648	0.160440613	0	0.048850575
0.011585248	0.595674841	0.133423441	0	0.25931647
0	0.729743858	0.270256142	0	0
1	0	0	0	0
0.808252427	0	0	0	0.191747573
1	0	0	0	0
0.292363636	0.383515152	0.020727273	0.00969697	0.29369697
0	0.82254745	0.058922174	0.060599131	0.057931245
0	0	0	0.706371191	0.293628809
0.020029674	0.663204748	0	0	0.316765579
0.493419957	0.041062802	0.254872564	0.027486257	0.183158421
0	0.641078838	0.358921162	0	0
0.593368237	0	0	0	0.406631763
0.013792482	0.372487154	0.317407374	0.055350221	0.240962769
0.012770773	0.635143873	0	0.097478177	0.254607177
0	0.934806034	0	0.047952586	0.017241379
0.285714286	0	0	0	0.714285714
0.101010101	0.898989899	0	0	0
0	0.242785445	0.757214555	0	0
0	0	0	1	0
0	0	0	1	0
0	0.598848369	0.401151631	0	0
0	0	0	1	0
0	0.8243762	0.04734485	0.038387716	0.089891235
0	0.651909242	0	0.07097399	0.277116768
0.006325682	0.11621182	0.023676125	0	0.853786373
0	0.768953069	0	0.115523466	0.115523466
0.52322495	0.359654944	0.013603185	0.04246848	0.061048441
0	0	0	1	0
0	0.317230803	0.613758353	0.014130792	0.054880053
0.01776701	0.624066222	0	0.188572582	0.169594185
0	0	0	1	0
0.397089397	0.20997921	0.070686071	0.147609148	0.174636175
0	0	0	1	0
0	0	0	1	0
0.00304878	0.500813008	0	0	0.496138211
0	0	0	0.925373134	0.074626866
1	0	0	0	0
0	0	0	1	0
0.085379718	0.314574807	0.532401091	0.031946339	0.035698045
0	0.778101582	0.012905912	0.006244796	0.20274771
0.006972452	0.920021874	0	0.022352861	0.050652813
0	0.99866548	0.00133452	0	0
0.005722178	0.511148382	0.453531965	0.029597474	0
0.023798038	0.702524522	0.233478051	0.018170124	0.022029265
0	0.404721343	0.0995376	0.232903383	0.262837673
0	0	0	0.923884514	0.076115486
0	1	0	0	0
0.042540793	0.129079254	0	0.065122378	0.763257576
0	0.087797619	0.912202381	0	0
0.086847074	0.31938326	0	0.238200126	0.355569541
1	0	0	0	0
0	0.726956522	0	0.160869565	0.112173913
0	0.569354839	0.430645161	0	0
0	0.78185907	0.206146927	0.011994003	0
0	0.469486824	0.020804438	0	0.509708738
0.002006173	0.932716049	0.055864198	0.00941358	0
0	0.894710826	0	0.063766683	0.041522491
0.076129032	0.117419355	0	0.28516129	0.521290323
0.419725893	0.547968674	0	0	0.032305433
0	0.953680982	0	0	0.046319018
0	0	0	1	0
0	1	0	0	0
0	0.148037137	0	0.711455516	0.140507347
0	0	0	1	0
0.002953846	0.575261538	0.343015385	0.030892308	0.047876923
0.03419244	0.886769759	0.057560137	0	0.021477663
0	0	0	1	0
0	0.791644349	0.208355651	0	0
0	0.32037037	0	0	0.67962963
0.164329535	0.460122699	0.297765118	0.035276074	0.042506573
0.01003276	0.659090909	0.330876331	0	0
0.259868421	0.618421053	0.065789474	0.055921053	0
0.079656863	0.295833333	0	0.031372549	0.593137255
0	0.990607879	0	0.009392121	0
0	0.979028978	0.020971022	0	0
1	0	0	0	0
0	0.460296194	0	0.039287395	0.50041641
0.617801047	0.355584642	0	0.026614311	0
0	0.136924075	0.680077872	0.062946139	0.120051914
0	0.878877888	0.121122112	0	0
0	0	1	0	0
0	0.961389079	0	0	0.038610921
0	0	0	0.877862595	0.122137405
1	0	0	0	0
0	0	0	1	0
0.004054054	0.499376299	0.245530146	0.046049896	0.204989605
0	0.978303748	0	0	0.021696252
0	0	0	1	0
0	0.006688963	0	0.423076923	0.570234114
0	0.513630437	0.486369563	0	0
0.048113723	0.775469291	0	0.055039184	0.121377802
0	0.760112888	0.234713076	0	0.005174036
0.246770454	0.192116595	0.098376946	0.07817158	0.384564425
0	0.871972318	0.119723183	0.004152249	0.004152249
0	0.111532625	0	0.304628225	0.58383915
0.043123687	0.355368837	0.561843569	0.026813295	0.012850612
0.420289855	0	0	0	0.579710145
0	1	0	0	0
0	0.662353923	0	0	0.337646077
0.013722127	0.560891938	0.425385935	0	0
0.052915886	0.028773013	0	0	0.918311101
0.975206612	0	0	0.024793388	0
0	0	0	0.844192635	0.155807365
0.667330677	0	0	0	0.332669323
0	0	0	0.4	0.6
0	0.929553265	0	0.070446735	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
0	0	0	1	0
0.057692308	0.942307692	0	0	0
0	0	0	1	0
0.017118227	0.852093596	0.025615764	0.058743842	0.046428571
0.547220362	0.37809779	0.074681849	0	0
0	0.60326087	0	0.39673913	0
0	1	0	0	0
0	0.886402754	0.020654045	0	0.092943201
0.02886406	0.277932961	0.578212291	0.015363128	0.099627561
0.048956661	0	0	0.460674157	0.490369181
0.068353334	0.406965236	0.211493257	0.103674378	0.209513794
1	0	0	0	0
0.107687999	0.514913878	0.209494469	0.09788545	0.070018205
0.227725674	0.15855803	0.602872216	0.003516999	0.007327081
0.147528321	0.61946447	0.233007209	0	0
0.460276436	0.515001686	0	0.000449489	0.02427239
0	0	0	0.952506596	0.047493404
0	0	0	1	0
0.365508366	0.495495495	0	0	0.138996139
1	0	0	0	0
1	0	0	0	0
0.9015625	0.0625	0	0	0.0359375
0.126583985	0.453491507	0.394850364	0.013480723	0.011593421
0.78638351	0	0	0	0.21361649
0	0.996596159	0	0	0.003403841
0.008587152	0.498197172	0.083926369	0.152244046	0.25704526
0	0.938128384	0.061871616	0	0
0.134856301	0.491156964	0.104274134	0.058953574	0.210759027
0	0.974912798	0.002548967	0.002548967	0.019989268
0.129221733	0.274596182	0.013950073	0	0.582232012
0.102739726	0.851598174	0	0.02283105	0.02283105
0	0.735294118	0	0	0.264705882
0	0.618307427	0.381692573	0	0
0	1	0	0	0
0.422196982	0.34609768	0.077397371	0.04299854	0.111309427
0	0.462043112	0	0.012183693	0.525773196
0	0	0	0.6	0.4
0	0.48351248	0.458371288	0.014210239	0.043905994
0	0	0	0.353046595	0.646953405
0	0.566858375	0.400790798	0.016175413	0.016175413
0.935560859	0	0	0	0.064439141
0	0.279376499	0.10911271	0.448441247	0.163069544
0	0	0	0	1
0	0	0	1	0
0	0.672978878	0.327021122	0	0
1	0	0	0	0
0	1	0	0	0
1	0	0	0	0
0	1	0	0	0
0.978165939	0.021834061	0	0	0
0	0	0	1	0
0.004275403	0.772570794	0.146029983	0.025430316	0.051693504
0.058508045	0.929595319	0	0.011896636	0
0	0	0	0.974842767	0.025157233
0	0	0	1	0
0	0	0	0.5	0.5
1	0	0	0	0
0.030899519	0.797093156	0.172007324	0	0
1	0	0	0	0
0.737229206	0.262770794	0	0	0
0.376578447	0.623421553	0	0	0
0.002991027	0.452392822	0.529661017	0.007477567	0.007477567
0	1	0	0	0
0	0.89216054	0.007033008	0.033289572	0.067516879
0.010287443	0.131921331	0.751891074	0.044175492	0.06172466
0	0.028571429	0	0.780952381	0.19047619
0	0.236199095	0.763800905	0	0
0.541459269	0.22374651	0.024887702	0.011290518	0.198616001
0	0	1	0	0
0	0	0	0.714285714	0.285714286
0	1	0	0	0
0	0	0	0	1
0.9392	0	0	0.051466667	0.009333333
0	0.733679525	0.139651335	0	0.126669139
0.021561175	0.597281099	0	0.09494226	0.286215466
0.453271028	0.352803738	0.074766355	0	0.119158879
0	0	0	0.823188406	0.176811594
0.011725293	0.345989205	0.557602829	0.039642658	0.045040015
1	0	0	0	0
1	0	0	0	0
0.12157625	0.541880191	0	0.089680156	0.246863403
0.428954424	0	0	0.285522788	0.285522788
0	0	0	1	0
0.080470329	0.810031233	0.019658277	0	0.089840162
0	0.946132037	0	0	0.053867963
1	0	0	0	0
0	0	0	1	0
0	0	0	0.709969789	0.290030211
0	0	0	1	0
0	0.937724551	0	0.00758483	0.054690619
0.045714286	0.842857143	0.027142857	0.034285714	0.05
0	0.080998613	0	0	0.919001387
0	0	0	1	0
1	0	0	0	0
0.019879454	0.855345247	0	0.038278524	0.086496775
0.162663295	0.501896334	0.335440371	0	0
0	1	0	0	0
0	0.88170347	0	0	0.11829653
0	1	0	0	0
0	0.470948012	0.521024465	0.008027523	0
1	0	0	0	0
0	0	0	1	0
0.000997904	0.823670292	0	0.075641154	0.09969065
0.009009009	0.408408408	0	0.018018018	0.564564565
0.005839416	0.36350365	0.364233577	0.027007299	0.239416058
0	0	0	1	0
1	0	0	0	0
0.004790941	0.908246225	0	0.009727062	0.077235772
0	0.428571429	0.571428571	0	0
0	0.687905894	0.105379243	0.020340645	0.186374219
0	0.00323363	0	0.99676637	0
0	0.643678161	0	0.17816092	0.17816092
0	0	0	1	0
0.02184466	0.606553398	0	0.075242718	0.296359223
0.008831909	0.69002849	0.177920228	0.036609687	0.086609687
0.122080471	0.047890088	0.450245339	0	0.379784102
0.982248521	0.01183432	0.00591716	0	0
1	0	0	0	0
0.00570532	0.550468312	0.438881757	0.004944611	0
0.001301406	0.998698594	0	0	0
0	0.334474886	0.665525114	0	0
0.907303371	0.081460674	0	0	0.011235955
0.213253012	0.306024096	0	0	0.480722892
0.000417275	0.969747549	0.029835176	0	0
0	0	0	1	0
0	0	0	1	0
0.811680572	0	0.188319428	0	0
0	0	0	0.820512821	0.179487179
0	0	0	1	0
0	0	0	1	0
0	0.955421265	0.005955509	0.022070415	0.016552811
0	0	0	1	0
0	1	0	0	0
0	0	1	0	0
0	0	0	0	1
0	0.286189684	0	0.283860233	0.429950083
0.654024768	0.285603715	0.060371517	0	0
0.179032666	0.22587997	0.036464928	0.240440618	0.318181818
0.978296662	0.021703338	0	0	0
0.664670659	0.19760479	0	0	0.137724551
0	0.509761388	0.29978308	0.039652928	0.150802603
0.060514372	0.140695915	0.599848714	0	0.198940998
0.476491863	0	0	0.22965642	0.293851718
0	0	0	0.938879457	0.061120543
0.023564554	0.856621308	0.04148689	0.04215068	0.036176568
0.394228635	0.568035516	0.037735849	0	0
0.861616162	0	0	0.085858586	0.052525253
0	0.902216896	0.00617136	0	0.091611744
0	0	0	1	0
0.049261084	0.564778325	0.253940887	0.069458128	0.062561576
0.657122051	0.008447422	0	0.17387125	0.160559278
1	0	0	0	0
0	0.999756898	0.000243102	0	0
0.029809767	0.763286919	0.067954501	0	0.138948813
0.003337041	0.601779755	0.391546162	0	0.003337041
0.999059463	0	0	0.000940537	0
0.25100981	0.738603578	0.010386613	0	0
0	0.377906977	0	0.453488372	0.168604651
0	1	0	0	0
0	0	0	1	0
0	0	0	1	0
0.193140794	0.806859206	0	0	0
1	0	0	0	0
0	0	0	1	0
0	0	0	1	0
0	0.039355438	0	0	0.960644562
0	0.943396226	0	0.01691607	0.039687703
0.027246848	0.972753152	0	0	0
0	0	0	0.818181818	0.181818182
0	0.749584027	0	0	0.250415973
0	0.671870644	0.003624198	0.0359632	0.288541957
0.00744285	0.99255715	0	0	0
1	0	0	0	0
0.62962963	0	0	0.37037037	0
0.252391073	0.624335813	0.045430393	0.044102019	0.033740701
0	0	1	0	0
0	0	1	0	0
0	0	0	1	0
0	1	0	0	0
0.174382278	0.047713718	0	0.070150525	0.707753479
0.010682226	0.745062837	0.057181329	0.088509874	0.098563734
0.065986233	0.404541499	0.328269642	0.022707493	0.178495134
0.006626173	0.012700166	0.177250138	0.085588073	0.71783545
0	0	0	1	0
0.054054054	0.914559721	0	0.031386225	0
0.260985353	0.559254328	0	0	0.17976032
0.048275862	0	0	0	0.951724138
0	0.911164466	0	0	0.088835534
1	0	0	0	0
0.066436397	0.486858438	0.080360516	0.104538831	0.261805818
0.568472307	0.222763238	0	0	0.208764455
0.070330789	0.707989822	0.006513995	0.012111959	0.203053435
0	0	0	1	0
1	0	0	0	0
0.362220718	0.351049425	0.201421801	0.042654028	0.042654028
0.353729282	0.209392265	0.151243094	0.06781768	0.21781768
1	0	0	0	0
0	0	0	0.450598499	0.549401501
0.26760954	0.570438159	0.057542984	0.028424847	0.07598447
0	0.724493423	0	0	0.275506577
0	0	0	0.827363897	0.172636103
0	0.854573886	0.073885848	0.071540266	0
0	0.153631285	0.317318436	0	0.529050279
1	0	0	0	0
0.405587551	0.457051832	0.028182821	0.019237839	0.089939958
0	0	0	1	0
0	0.939707433	0	0.060292567	0
