"","idDispositivo","tiempo_total","tiempo_absoluto_102","tiempo_absoluto_112","tiempo_absoluto_122","tiempo_absoluto_132","tiempo_absoluto_142","veces"
"180","12CD971656DED94FE51E03BE555210AFBC993F57",10,0,0,0,10,0,8
"181","12E3BD96FD259826E38AE1A1C192A55DD7F5B27E",69942,9773,47218,1362,4013,7576,9
"182","134E6CBE0B79AF74D77685E0D56E43B64898C887",5499,0,4036,1365,6,92,6
"183","1373AFDEC6AAFA5B448EA3634BFE04A73479B154",17,0,0,0,17,0,9
"184","13746673A8038CC3597BEE93D6E842006D1A30C0",54768,7875,39881,4126,556,2330,11
"185","13B1D3A509BCB2A9BA2C4FA2F798C9E632AEAB47",22396,0,14865,3215,1880,2436,7
"186","13F31D811965B543C4E2A4E3BAB7D0150E328E07",26766,2798,13008,4216,563,6181,7
"187","14071EF0FC5EA6F6A68D05CB9971F41738F4CD7C",453,0,0,0,453,0,6
"188","1438DA0E47306C1269F3D983D269260B06CF7BE5",1740,0,0,0,1740,0,7
"189","14735ECEA14869A40A889C302147E603EF2671B6",21421,0,11688,2703,526,6504,9
"190","149F430C286586A8D3F438D7A60CA20243B493AE",7964,0,7872,0,0,92,6
"191","14E458D7A2876A45F0F8256E8D1DA2E937621CE0",16258,1576,9929,2777,0,1976,8
"192","14F197063EA1347D7474DA45F36FCFEAA5FCBF6D",25592,728,13146,9460,1510,748,6
"193","1501BD325743CBC2DEF4D8A38526DBFE6A6AF96E",381,0,0,0,103,278,10
"194","1513AEFC550BED1987EC3DF15ACBC73B8C5577D5",40297,2,19054,6391,2836,12014,8
"195","1515C50B9C1CD34AC48E409F8866483DF6CDC162",4010,0,0,0,3909,101,6
"196","15593FED40E6F27D974770E9568EB2CCE3EBB874",3723,0,0,0,3204,519,10
"197","15751EAF62DEBE43EE547655F4A6D7E6DC5C3695",61415,0,0,0,58260,3155,49
"198","15B362A8EAC4A01289A346A0110054CB7E6B7F2E",49,0,0,0,49,0,8
"199","15DB0DB338E11E4CFBF913958D134441DE58281C",66494,1140,28451,2156,442,34305,28
"200","15F16BB52BA5E9B0E0A6C26CF6805A56C860EC51",33210,0,3548,230,9798,19634,18
"201","163EFFF30D096CD1305773A137CC77083D49E9F9",8,0,0,0,8,0,8
"202","163F54B2EEFBBF9812A78AA267A2343E3F9340E8",15194,2305,11389,212,107,1181,16
"203","168ACAA14C44CB3D3F40B7E8D34F35C1C6AF0E44",1901,0,0,0,1794,107,24
"204","16F09BA02EED9BC55BDAEFF0A8AAF36FF1C5406F",1879,0,0,0,1879,0,8
"205","16F1577C330B208EF8186A06B255868D903A303D",1192,0,0,920,272,0,7
"206","16FF88B9265145D67FA3B811F5B3C2C5BE057054",38937,0,18704,12568,6428,1237,7
"207","1717159B387454C91DC9D8AE3B5F1E5691359E2C",28947,3498,20927,1730,1146,1646,7
"208","173FB0D27C8EBCAC48275CB0DAD822A1548EE37C",10585,0,10454,126,5,0,7
"209","17451FDD43C7999D870089AA5BA91FB6822E288B",582,0,0,0,582,0,9
"210","1748E57E6636FCBFA59B3A5EEE7979C3C2B2D910",3528,0,2641,0,531,356,9
"211","17527AA704CD02AD833849682B42336030435EA7",64252,224,43955,6376,10105,3592,7
"212","176431D780B5925A9CACEFE168E558B315840428",98281,1193,59830,34958,1945,355,7
"213","1764E4784DFB6350EA291134B6042CE09C7C0759",38988,0,24738,10516,1203,2531,10
"214","1765B1CA7F3ABC881CB212FAE3731180F999B39E",155,0,0,0,155,0,16
"215","177D1C349CFEB078CAA725374567D27DF377EE52",270,0,0,0,270,0,12
"216","1797811D76984338E2C3460E457265876400306F",145,0,0,0,119,26,8
"217","17B32ECE98C21C96C7AE2115805736D0FCEF2E88",41249,1095,34792,882,552,3928,9
"218","17DA56BE1D0D9A4264DE06C0D9111B6EC26E17C0",40363,1227,25234,0,3691,10211,11
"219","17E747C50D539723DF8645E574C21C23E730B930",179078,21938,128701,6466,4590,17383,23
"220","17FC93E2D4C4D986E4A3067A8DFCAE3E00DD4341",21117,718,5616,6336,2101,6346,7
"221","180C7CC1FDF950A6092248E4486ADA0679561F72",18640,335,11768,5737,800,0,6
"222","180F116F0833E862D12E00C6445471C90948B2CB",23175,0,23032,0,23,120,6
"223","1820203C4F867547A89DAE2A11F313223EED5089",8107,299,6561,246,527,474,6
"224","18398FA886E4032A2555CEDCB771CCDEB9485327",1371,0,0,0,1371,0,8
"225","184AB1ED7F65FA8FD3EF36C6601070BB757B9712",207,0,0,0,207,0,6
"226","189D4D295685859930D93AB2134C55F814DC116C",7371,0,6599,497,248,27,7
"227","18A2CB0D2C9BC7F91374A12346A3E4E31B9624C7",172,0,0,0,172,0,12
"228","18A8C3D8DED850466A088349A86A076847465808",23469,280,21661,252,0,1276,8
"229","18AEB74147D87B159943F261BC8EE70C5A9B9224",1079,0,4,0,1052,23,10
"230","18BDFB190A2D1BCDED1A5746A8E8D687EB1AA5E1",16,0,6,0,10,0,6
"231","18CBADD631275A5FC18C3A9D3B70208079806CC7",0,0,0,0,0,0,6
"232","18F2571C113D484A22B05752BFFA99D5578A8A68",13650,2558,4669,610,3408,2405,15
"233","19028AD965F7C6B23847CF1D6B6C82534C21BD4D",5401,0,3194,279,801,1127,6
"234","19065127AC5D0C30463915AAF23282D61B40DEB4",1529,0,0,0,1529,0,14
"235","1907D01B2AE2DC7971E832810DAB12FCC6AAF1EC",892622,0,829363,45092,0,18167,51
"236","190B98A92CD3FD4F329BB54A4AEB3E9046F1381D",3994,378,2268,0,0,1348,7
"237","19329037FE62DEEFE6BB54A3445C609600670758",2134,0,183,0,1371,580,7
"238","193B2EF7EB436ACFF575D257B223A4620C10C37A",27667,915,18709,934,404,6705,7
"239","19480FC025B2E04011D8E1DA40EB016120191103",53138,0,49736,1026,699,1677,6
"240","1970A0BC1362540CC2C8E903919CCC14D4AA9EFC",26712,645,17992,2313,1581,4181,6
"241","197282FF00B545E1FD2B700BF6D06E968CAB926E",38427,3116,35311,0,0,0,7
"242","19805C9832C2D056674BB201359D4773BEF1CBED",120,0,0,0,120,0,6
"243","1986E1F3B1C648A665065CCD0B8F0EC9BA2B126B",37535,2369,23860,4877,38,6391,8
"244","199BB7FF3B5835F950995D9EF361D2468DB25CCD",2842,0,0,0,2251,591,10
"245","199DB1C46A7B84FCDFDC4CFC0500E3F833B1330B",4554,0,0,0,3656,898,6
"246","19ACDEF739738E470493011B542187D942E9DCF9",52,0,0,0,41,11,6
"247","19C2522BC4F97E4BE9284B401831524047443DD6",69388,175,16598,2958,1210,48447,34
"248","19E1FD9C426947D5254DD6F7ABAF848305472338",132,0,0,0,132,0,6
"249","19F1E3200BC154F74DE22FB547792C72D5AC88AB",21191,0,19671,1520,0,0,6
"250","1A051EAF35550AA7F28EBDA8F7AF918E49D33C15",358,0,0,0,358,0,16
"251","1A05CA0AB72508DCA7B46DC69F43E91EAF4CA176",4476,155,0,0,3313,1008,6
"252","1A0ABD30F35D0133A2618BF8330D9F8AC9D5EDDE",63791,1711,44141,10138,989,6812,12
"253","1A108BDDB0203B94A570BB22AF30B665335AC1E3",74568,2980,39496,529,4515,27048,13
"254","1A17F89AC4F2B999074756EEA440CDE5B9A0D42B",438,0,0,0,438,0,12
"255","1A32284A556C349C9D65805FC6A0A7298573F22B",12634,7200,5431,0,3,0,22
"256","1A35A4249C903B5710D1C3E19E32A64E6D744B48",21165,763,11992,587,555,7268,7
"257","1A44E8065981D9E1F1155086C7F119390524ADE0",4448,0,0,0,4056,392,35
"258","1A9C15A1CBB2EE8BE95C2774111F24BE6FDCF711",19349,5,16080,2203,305,756,7
"259","1AD1937FC55C2DE09DFFE513E55AF45A1EF00CC1",15654,160,9273,1578,691,3952,8
"260","1AF3E0E0D8EA144ED50D1AC9DDEE72644BEACAAB",40424,0,26613,4410,1506,7895,36
"261","1AF4BDE4575DA90A812D167058F8F61403E7664F",32289,334,12269,5954,7727,6005,6
"262","1AFC3F986680FC3D07C7357B384075F8D37AD5D3",21310,0,13597,1837,1052,4824,9
"263","1B383B09921BB894DAE4CFB1F4AE27A0A2B69DD2",53798,0,4,0,50673,3121,29
"264","1B3D9E3B6A593AEAFC7010CD92B5B16C74FB63FA",151178,1396,129276,15547,3907,1052,18
"265","1BA5506623365A1BDB5E2DBB9196A6F9D0996845",1646,0,0,0,1646,0,8
"266","1BA5C1D9EBDFD24C0B3C4A62489C828ACE8EFC12",30538,0,233,0,30077,228,21
"267","1BC15413B0A1D177402C55F22D6E0E14AD372BB1",5865,788,0,0,2980,2097,10
"268","1BCF68B91F81DA76C405E329861D16CA7C82AF24",36933,0,10090,114,4993,21736,11
"269","1C02A1BECFEA8B165471D08C1FC71DFFF88923AC",74009,717,55645,4262,2329,11056,23
"270","1C5F0A4BFA6B9F4458F319A17E1B0675BB28A8C8",4704,80,12,0,2602,2010,22
"271","1C8EC14CEE7C5B7CB54FA6370D1B5117587EA344",15879,0,7777,7408,337,357,6
"272","1C91EAA666698CD77BD8902B37F3D00C4EA169DC",40250,1793,8556,416,19313,10172,32
"273","1C9BC8166F8A68EDCA4266573BC52ABAC15F1BF9",7521,0,2578,0,644,4299,12
"274","1CA236DB1DB4B5B64F8D278BAD9FBC5FEAF942CD",862823,5745,477205,15139,4984,359750,38
"275","1CB47905F5FDAC28CAE6A7FAAF59AA005298BFE6",8624,0,8433,191,0,0,7
"276","1CC3A3DE40A2450A975F3B6158614FB3D1E62A33",5996,0,0,0,5911,85,26
"277","1CC894E56304350F818296003537EAD1C1AD873F",371963,20629,157216,6904,71890,115324,41
"278","1CF00C98DE388D33485C5A5CE60C5F2ED4F4438B",24279,0,18483,239,3428,2129,6
"279","1D06386F1DB538ADEE22A054BEA19AE6B832FEB3",1352,0,181,0,542,629,7
"280","1D15378EBE2A1799AD944167B9E9B48391B659BF",1323,0,0,0,1308,15,6
"281","1D66A0080FCD445796A1D7238BED5022954F7D68",32706,652,28802,1744,363,1145,6
"282","1D7FB6ED154697CB85851EB0719C96462F77C9BC",14927,1743,5408,463,6140,1173,11
"283","1D8CC80CF35AF1BD42394469B5BA9E8B71B53788",30570,0,24058,3644,158,2710,12
"284","1DA68204512C73E1AE2014FB506B89CEF617E50B",275,0,0,0,275,0,8
"285","1DF075B99A280515CEF1B767A96D8A31157D5241",13848,0,11127,1722,452,547,7
"286","1E0416DC616C0F83DF43A2634A48B94B457F02DD",6284,0,6081,22,0,181,7
