1	1.957957
3	2.169979
1	1.721741
2	1.721319
0	1.102677
2	1.289011
1	1.140466
1	1.042342
2	1.30449
1	1.197845
1	1.118078
1	1.061333
2	1.345459
3	1.891671
1	1.664231
1	1.470517
0	0.9928816
1	0.9494979
2	1.252017
1	1.172891
4	2.077857
6	3.424134
5	4.113773
3	3.940545
7	5.049813
6	5.54471
4	5.22174
3	4.58407
10	6.35565
8	7.057278
16	10.14176
11	10.84419
10	10.93562
10	10.88585
17	13.0719
16	14.3637
8	12.65028
12	12.5295
15	13.38336
14	13.70075
18	15.20517
9	13.42823
8	11.66425
16	12.88727
13	12.91574
6	10.6848
14	11.53702
12	11.61414
12	11.69545
9	10.80799
6	9.162105
8	8.557758
7	7.829843
9	8.009543
10	8.49244
12	9.551752
5	8.166321
9	8.345768
11	9.1524
22	13.33911
7	11.72073
7	10.35826
3	7.963982
2	5.806444
10	6.799839
5	6.053529
13	8.10106
9	8.44307
15	10.62047
13	11.62995
14	12.65403
2	9.486621
8	8.928494
13	10.13244
4	8.199039
9	8.309737
8	8.115499
14	9.91359
9	9.714974
13	10.81475
17	12.9358
5	10.66667
7	9.49328
2	6.993478
5	6.070117
6	5.776334
8	6.278207
1	4.460689
4	4.073183
5	4.174207
3	3.6595
0	2.344618
1	1.705258
3	1.909358
8	3.741096
3	3.562205
1	2.768231
1	2.156172
0	1.381021
1	1.134611
2	1.301715
0	0.819893
2	1.110702
0	0.717447
3	1.388438
2	1.59705
2	1.752913
0	1.223241
0	0.8099796
0	0.5030271
5	1.881817
1	1.669452
4	2.449864
3	2.715287
4	3.211061
1	2.606117
1	2.115765
3	2.374228
4	2.899175
0	2.017576
2	1.972119
4	2.588313
5	3.388956
8	4.952002
9	6.444842
11	8.177445
11	9.425154
12	10.60869
10	10.75528
16	12.72955
23	16.45635
14	16.23929
12	15.29165
21	17.33009
18	17.87392
16	17.54776
13	16.23588
9	13.89274
7	11.42197
22	14.54025
11	13.40737
10	12.2238
7	10.3635
9	9.693023
9	9.16705
10	9.189727
13	10.29041
14	11.47511
19	14.01637
19	15.92644
7	13.34128
12	12.93955
9	11.64279
8	10.35154
7	9.0791
8	8.504541
11	9.114004
12	9.954171
6	8.653807
13	9.96489
9	9.681511
20	13.03416
16	14.26207
15	14.7755
14	14.75845
9	13.03033
11	12.35627
11	11.85959
13	12.16018
19	14.36254
12	13.72759
12	13.21601
16	14.12627
13	13.82672
9	12.27774
19	14.37417
7	12.06703
5	9.648851
10	9.513223
8	8.82256
4	7.047668
10	7.739529
4	6.366935
4	5.381677
1	3.71338
2	2.851861
7	3.940758
1	2.856636
6	3.714777
4	3.719487
4	3.78529
7	4.815711
2	3.95861
0	2.647472
2	2.321721
4	2.757437
4	3.117996
2	2.748347
0	1.8208
1	1.461035
1	1.21573
2	1.381722
0	0.884284
5	2.147918
1	1.817032
4	2.531719
0	1.767259
2	1.826784
2	1.875998
6	3.218371
6	4.222393
3	3.973463
2	3.42073
2	2.982552
2	2.64488
2	2.397375
2	2.221516
