5	3.078414
6	4.060769
7	5.123811
9	6.536731
7	6.900674
12	8.758055
10	9.431773
9	9.551178
10	9.882428
15	11.73119
10	11.4291
12	11.77981
10	11.33919
9	10.6461
23	14.67476
6	12.17687
8	10.85046
12	11.14089
16	12.67557
11	12.22904
18	14.12632
7	12.00417
13	12.27431
16	13.46826
14	13.72874
16	14.53751
9	12.88824
8	11.26065
9	10.37797
11	10.39511
11	10.45719
8	9.57548
19	12.47758
7	10.84574
15	12.14365
12	12.17718
11	11.85983
8	10.64131
20	13.5493
17	14.82992
23	17.69258
15	17.21523
12	15.77231
12	14.61344
7	12.10186
18	13.78845
12	13.17309
10	12.09157
13	12.2471
7	10.47714
6	8.830395
13	9.907872
9	9.484965
11	9.870932
12	10.50284
5	8.747275
6	7.739318
6	7.00717
11	8.10703
15	10.27695
9	9.998696
5	8.468392
3	6.659545
0	4.337452
4	3.920512
6	4.338756
5	4.395711
3	3.844
4	3.775098
2	3.113959
3	2.961328
4	3.200828
1	2.442383
4	2.849902
3	2.859742
1	2.236117
1	1.773163
1	1.442425
0	0.8941409
3	1.466697
0	0.9657965
0	0.5954141
2	0.9731882
3	1.59871
3	2.080021
1	1.791337
3	2.199565
2	2.18144
0	1.512696
2	1.641558
4	2.387859
1	1.991914
4	2.641238
1	2.168434
1	1.796058
5	2.796967
4	3.239311
7	4.52316
8	5.791693
9	7.030199
4	6.301295
17	9.860176
10	10.2763
14	11.78695
18	14.14572
11	13.54045
17	14.94157
8	12.97045
15	13.70238
16	14.54113
12	13.86779
11	12.993
11	12.31359
8	10.84435
15	12.01438
15	12.93854
14	13.33401
6	11.03673
8	9.932715
10	9.771094
12	10.34105
9	9.843281
11	10.13731
15	11.66425
15	12.83717
9	11.7587
11	11.54578
9	10.73311
7	9.473867
14	10.78695
11	10.8556
14	11.86968
10	11.3531
11	11.25924
10	10.86258
12	11.20134
8	10.17808
10	10.05014
14	11.25468
13	11.86055
17	13.5911
9	12.31037
13	12.57157
9	11.4777
15	12.55622
7	10.82852
8	9.819161
7	8.763374
10	8.973298
12	9.819249
9	9.538935
6	8.366875
10	8.780514
4	7.190882
2	5.363642
12	7.23337
9	7.75591
10	8.483546
10	9.030328
4	7.511474
3	6.012896
3	4.890296
3	4.093917
4	3.858743
2	3.097479
0	1.923182
2	1.727293
2	1.639567
1	1.304571
1	1.085209
2	1.27771
1	1.124249
2	1.347488
7	3.1404
3	3.21652
3	3.211771
1	2.589713
2	2.400307
4	2.899083
2	2.639102
3	2.754904
1	2.201782
3	2.421523
6	3.558627
0	2.499974
2	2.317764
2	2.185419
3	2.413666
3	2.595584
4	3.054516
1	2.439438
12	5.47964
2	4.588449
8	5.772542
9	6.982205
6	6.838781
8	7.374164
15	9.956872
11	10.59983
10	10.69054
22	14.53506
12	14.17938
15	14.74346
17	15.74448
19	17.07328
13	16.08293
11	14.5695
5	11.44922
11	11.04913
4	8.541531
19	11.55234
7	10.08611
13	10.89835
7	9.613236
6	8.331137
7	7.709117
9	7.938366
21	12.02541
10	11.59492
9	10.90175
7	9.701005
11	10.05402
8	9.383087
14	10.79013
13	11.55917
8	10.52938
5	8.759392
10	9.015943
12	9.886339
11	10.24789
20	13.39065
10	12.55337
12	12.52229
18	14.44414
16	15.09396
11	13.98506
12	13.42207
12	12.96842
10	11.98881
10	11.2596
14	12.00633
15	12.92495
23	16.18188
8	13.84301
8	12.00685
21	14.73972
10	13.36819
4	10.40656
13	10.97811
7	9.590796
10	9.520144
5	7.958755
6	7.091094
9	7.462213
6	6.854028
3	5.488192
4	4.803623
3	3.952024
3	3.478096
3	3.131387
3	2.917669
3	2.801566
0	1.809242
1	1.392325
1	1.119785
2	1.265063
2	1.418968
2	1.556523
2	1.677238
3	2.084619
5	3.034645
0	2.176111
0	1.499971
0	0.9739024
0	0.5735771
1	0.6229071
1	0.6802035
1	0.7417998
0	0.4842691
1	0.6098496
1	0.7161786
1	0.8022231
1	0.8686671
0	0.6030166
1	0.7131509
1	0.8016053
0	0.5541181
2	0.9933192
4	1.967818
4	2.710058
3	2.929974
2	2.74482
3	2.887375
0	2.012078
6	3.258206
3	3.256469
4	3.543757
5	4.071284
10	6.028449
11	7.824888
7	7.86687
6	7.503947
11	8.73837
1	6.48418
7	6.605163
8	7.021675
11	8.296883
4	7.059879
11	8.286549
8	8.283255
5	7.31259
8	7.502936
11	8.59112
11	9.417488
9	9.424937
10	9.700811
9	9.56195
8	9.121907
7	8.457014
9	8.5734
8	8.363751
5	7.26845
8	7.385014
7	7.202486
4	6.121261
1	4.359571
3	3.690933
2	2.92117
1	2.094364
5	2.783004
3	2.717523
8	4.330836
4	4.290866
5	4.563228
4	4.441187
7	5.279279
5	5.279759
7	5.885704
5	5.691125
7	6.163082
5	5.87266
7	6.259056
1	4.647348
7	5.303581
3	4.565278
4	4.323105
10	6.040205
8	6.746957
6	6.630985
5	6.193531
2	4.888411
5	4.818805
3	4.189474
3	3.710258
5	4.01007
3	3.635555
2	3.046291
4	3.253987
0	
