19
#n ent_time	out_time	stay_time	total_time	abs_time_n102	abs_time_n112	abs_time_n122	abs_time_n132	abs_time_n142	rel_time_vic_n102	rel_time_vic_n112	rel_time_vic_n122	rel_time_vic_n132	rel_time_vic_n142	rel_time_nig_n102	rel_time_nig_n112	rel_time_nig_n122	rel_time_nig_n132	rel_time_nig_n142
34375.26916	34496.26909	120.9999337	121	121	0	0	0	0	1	0	0	0	0	0.00258547	0	0	0	0
25268.27415	37655.26736	12386.99321	10647	31	9660	863	31	62	0.002911618	0.90729783	0.081055696	0.002911618	0.005823237	0.000662393	0.206410256	0.018440171	0.000662393	0.001324786
31705.27062	37352.26753	5646.996905	5957	576	1767	855	885	1874	0.096692966	0.296625818	0.143528622	0.148564714	0.31458788	0.012307692	0.03775641	0.018269231	0.018910256	0.040042735
8049.283588	9894.282577	1844.998989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34096.26931	41058.2655	6961.996184	11454	1182	2570	598	3156	3948	0.10319539	0.224375764	0.052208835	0.27553693	0.34468308	0.02525641	0.05491453	0.012777778	0.067435897	0.084358974
12456.28117	13054.28085	597.9996725	598	0	0	0	598	0	0	0	0	1	0	0	0	0	0.012777778	0
21371.27629	24710.27446	3338.99817	2275	0	2227	0	0	48	0	0.978901099	0	0	0.021098901	0	0.04758547	0	0	0.001025641
7593.283838	7602.283833	8.999995285	9	0	0	0	9	0	0	0	0	1	0	0	0	0	0.000192308	0
1846.286988	2080.28686	233.9998718	80	0	0	0	80	0	0	0	0	1	0	0	0	0	0.001709402	0
20394.27682	36245.26813	15850.99131	2630	51	1154	408	60	957	0.019391635	0.43878327	0.15513308	0.022813688	0.363878327	0.001089744	0.02465812	0.008717949	0.001282051	0.020448718
2973.28637	4644.285455	1670.999084	77	77	0	0	0	0	1	0	0	0	0	0.001645299	0	0	0	0
24828.27439	32128.27039	7299.995999	2083	0	1562	0	0	521	0	0.749879981	0	0	0.250120019	0	0.033376068	0	0	0.011132479
3354.286161	42480.26472	39125.97856	15463	382	11895	0	991	2195	0.024704132	0.769255643	0	0.064088469	0.141951756	0.008162393	0.254166667	0	0.021175214	0.046901709
23953.27487	41068.26549	17114.99062	28295	21	14778	13407	76	13	0.000742181	0.522283089	0.473829298	0.002685987	0.000459445	0.000448718	0.315769231	0.286474359	0.001623932	0.000277778
22598.27561	26102.27369	3503.998079	1044	0	938	0	94	12	0	0.898467433	0	0.090038314	0.011494253	0	0.020042735	0	0.002008547	0.00025641
23293.27523	37006.26772	13712.99248	8004	410	1065	6296	40	193	0.051224388	0.133058471	0.786606697	0.004997501	0.024112944	0.008760684	0.02275641	0.134529915	0.000854701	0.004123932
41422.2653	41423.2653	0.999999057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13176.28078	18474.27787	5297.997096	1125	1110	0	0	0	15	0.986666667	0	0	0	0.013333333	0.023717949	0	0	0	0.000320513
25024.27428	32847.27	7822.995712	6451	0	4585	1382	187	297	0	0.710742521	0.214230352	0.028987754	0.046039374	0	0.097970085	0.029529915	0.003995726	0.006346154
32179.27036	37814.26727	5634.996911	571	8	305	89	0	169	0.014010508	0.534150613	0.1558669	0	0.295971979	0.00017094	0.006517094	0.001901709	0	0.003611111
25947.27378	28923.27215	2975.998369	2924	56	2238	0	255	375	0.019151847	0.765389877	0	0.087209302	0.128248974	0.001196581	0.047820513	0	0.005448718	0.008012821
10984.28198	46542.26249	35557.98051	18481	0	17941	0	0	540	0	0.970780802	0	0	0.029219198	0	0.383354701	0	0	0.011538462
17190.27858	36321.26809	19130.98951	2643	2268	2	373	0	0	0.858115778	0.000756716	0.141127507	0	0	0.048461538	4.27E-05	0.007970085	0	0
8679.283243	8840.283154	160.9999117	160	0	0	0	160	0	0	0	0	1	0	0	0	0	0.003418803	0
17118.27862	37156.26764	20037.98902	12642	10428	0	2214	0	0	0.824869483	0	0.175130517	0	0	0.222820513	0	0.047307692	0	0
17063.27865	17370.27848	306.9998318	161	0	0	0	161	0	0	0	0	1	0	0	0	0	0.003440171	0
23259.27525	30215.27144	6955.996187	3449	1	2274	0	45	1129	0.000289939	0.659321542	0	0.01304726	0.327341258	2.14E-05	0.048589744	0	0.000961538	0.024123932
16650.27887	39618.26629	22967.98741	14590	4985	8862	0	69	674	0.341672378	0.60740233	0	0.004729267	0.046196025	0.106517094	0.189358974	0	0.001474359	0.014401709
25957.27377	31796.27057	5838.996799	290	78	212	0	0	0	0.268965517	0.731034483	0	0	0	0.001666667	0.004529915	0	0	0
24678.27447	24679.27447	0.999999686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26982.27321	39611.26629	12628.99308	6685	566	1814	318	669	3318	0.084667165	0.271353777	0.047569185	0.100074794	0.496335079	0.012094017	0.038760684	0.006794872	0.014294872	0.070897436
27065.27317	36669.2679	9603.994736	4717	619	1739	1748	72	539	0.131227475	0.368666525	0.370574518	0.015263939	0.114267543	0.013226496	0.03715812	0.037350427	0.001538462	0.011517094
2265.286758	3938.285841	1672.999083	110	110	0	0	0	0	1	0	0	0	0	0.002350427	0	0	0	0
4935.285295	46401.26257	41465.97727	684	0	675	9	0	0	0	0.986842105	0.013157895	0	0	0	0.014423077	0.000192308	0	0
7375.283957	35292.26866	27916.9847	2780	2780	0	0	0	0	1	0	0	0	0	0.059401709	0	0	0	0
7064.284128	9129.282996	2064.998868	185	0	0	0	185	0	0	0	0	1	0	0	0	0	0.003952991	0
29280.27195	34784.26894	5503.996983	1288	60	941	287	0	0	0.046583851	0.730590062	0.222826087	0	0	0.001282051	0.020106838	0.006132479	0	0
31722.27061	41673.26516	9950.994546	1711	0	1313	157	0	241	0	0.767387493	0.091759205	0	0.140853302	0	0.028055556	0.003354701	0	0.005149573
18171.27804	20253.2769	2081.998859	138	0	79	59	0	0	0	0.572463768	0.427536232	0	0	0	0.001688034	0.001260684	0	0
421.2877689	47532.26195	47110.97418	5384	261	1307	3299	0	517	0.048476969	0.242756315	0.612741456	0	0.09602526	0.005576923	0.02792735	0.070491453	0	0.011047009
20427.2768	31786.27058	11358.99377	764	231	533	0	0	0	0.302356021	0.697643979	0	0	0	0.004935897	0.011388889	0	0	0
8313.283443	8785.283185	471.9997416	119	119	0	0	0	0	1	0	0	0	0	0.002542735	0	0	0	0
28658.27229	38779.26675	10120.99445	5109	449	3812	488	0	360	0.087884126	0.746134273	0.095517714	0	0.070463887	0.009594017	0.081452991	0.01042735	0	0.007692308
5689.284882	5809.284816	119.9999346	120	0	0	0	120	0	0	0	0	1	0	0	0	0	0.002564103	0
7131.284091	9522.282781	2390.99869	583	532	0	0	51	0	0.912521441	0	0	0.087478559	0	0.011367521	0	0	0.001089744	0
28716.27226	40789.26564	12072.99338	7507	0	33	7474	0	0	0	0.004395897	0.995604103	0	0	0	0.000705128	0.159700855	0	0
147.2879192	200.2878899	52.99997077	52	52	0	0	0	0	1	0	0	0	0	0.001111111	0	0	0	0
27480.27294	34129.26929	6648.996356	6069	22	5729	0	165	153	0.003624979	0.943977591	0	0.027187346	0.025210084	0.000470085	0.12241453	0	0.003525641	0.003269231
18643.27778	30626.27121	11982.99343	821	170	651	0	0	0	0.207064555	0.792935445	0	0	0	0.003632479	0.013910256	0	0	0
1337.287267	10660.28216	9322.99489	979	71	0	0	908	0	0.072522983	0	0	0.927477017	0	0.001517094	0	0	0.019401709	0
1043.287428	1088.287403	44.99997517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33865.26944	36456.26802	2590.99858	477	35	436	6	0	0	0.073375262	0.914046122	0.012578616	0	0	0.000747863	0.009316239	0.000128205	0	0
24185.27474	34503.26909	10317.99435	8355	120	7703	92	110	330	0.014362657	0.921962896	0.01101137	0.013165769	0.039497307	0.002564103	0.164594017	0.001965812	0.002350427	0.007051282
20200.27693	31807.27057	11606.99364	4072	39	3539	24	235	235	0.009577603	0.86910609	0.00589391	0.057711198	0.057711198	0.000833333	0.075619658	0.000512821	0.005021368	0.005021368
30107.2715	41067.26549	10959.99399	3639	0	3639	0	0	0	0	1	0	0	0	0	0.07775641	0	0	0
21219.27637	22295.27578	1075.99941	498	498	0	0	0	0	1	0	0	0	0	0.010641026	0	0	0	0
29642.27175	41704.26514	12061.99339	2159	264	1807	88	0	0	0.122278833	0.836961556	0.040759611	0	0	0.005641026	0.038611111	0.001880342	0	0
3216.286237	5375.285054	2158.998817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28491.27238	33965.26938	5473.997	1737	0	351	1082	0	304	0	0.202072539	0.622913069	0	0.175014393	0	0.0075	0.023119658	0	0.006495726
21584.27617	31666.27064	10081.99447	5393	0	5393	0	0	0	0	1	0	0	0	0	0.115235043	0	0	0
16171.27914	19462.27733	3290.998197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21414.27626	37675.26735	16260.99109	9166	4479	4499	0	0	188	0.48865372	0.490835697	0	0	0.020510583	0.095705128	0.096132479	0	0	0.004017094
28951.27213	31832.27055	2880.998421	2194	2194	0	0	0	0	1	0	0	0	0	0.046880342	0	0	0	0
636.287651	2000.286904	1363.999253	461	0	0	0	461	0	0	0	0	1	0	0	0	0	0.009850427	0
350.2878082	14137.28025	13786.99244	591	0	0	0	591	0	0	0	0	1	0	0	0	0	0.012628205	0
