19
#n ent_time	out_time	stay_time	total_time	abs_time_n102	abs_time_n112	abs_time_n122	abs_time_n132	abs_time_n142	rel_time_vic_n102	rel_time_vic_n112	rel_time_vic_n122	rel_time_vic_n132	rel_time_vic_n142	rel_time_nig_n102	rel_time_nig_n112	rel_time_nig_n122	rel_time_nig_n132	rel_time_nig_n142
26312.27358	39790.26619	13477.99261	5616	5203	171	0	74	168	0.926460114	0.030448718	0	0.013176638	0.02991453	0.111175214	0.003653846	0	0.001581197	0.003589744
46456.26254	46513.26251	56.99996888	57	57	0	0	0	0	1	0	0	0	0	0.001217949	0	0	0	0
22684.27557	29364.27191	6679.996339	409	200	0	0	0	209	0.488997555	0	0	0	0.511002445	0.004273504	0	0	0	0.004465812
34123.2693	37866.26725	3742.997948	593	57	0	0	215	321	0.096121417	0	0	0.362563238	0.541315346	0.001217949	0	0	0.004594017	0.006858974
11850.2815	37943.2672	26092.9857	18289	3626	5949	985	3298	4431	0.19826125	0.325277489	0.05385751	0.180326972	0.242276778	0.077478632	0.127115385	0.021047009	0.070470085	0.094679487
29141.27203	30776.27113	1634.999104	238	0	80	105	0	53	0	0.336134454	0.441176471	0	0.222689076	0	0.001709402	0.00224359	0	0.001132479
25126.27423	40412.26585	15285.99162	247	0	247	0	0	0	0	1	0	0	0	0	0.005277778	0	0	0
669.2876331	4663.285444	3993.997811	751	87	0	0	652	12	0.115845539	0	0	0.868175766	0.015978695	0.001858974	0	0	0.013931624	0.00025641
13034.28086	25439.27406	12404.9932	6283	38	876	5369	0	0	0.006048066	0.139423842	0.854528092	0	0	0.000811966	0.018717949	0.114722222	0	0
5290.285101	5758.284844	467.9997435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30700.27117	34967.26883	4266.997661	4279	3319	0	0	197	763	0.775648516	0	0	0.046038794	0.17831269	0.070918803	0	0	0.004209402	0.016303419
4387.285595	4773.285384	385.9997888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14177.28023	22842.27548	8664.995251	1478	1478	0	0	0	0	1	0	0	0	0	0.031581197	0	0	0	0
21350.2763	32446.27022	11095.99392	1080	222	106	0	323	429	0.205555556	0.098148148	0	0.299074074	0.397222222	0.00474359	0.002264957	0	0.006901709	0.009166667
21010.27648	29654.27175	8643.995263	1116	0	701	415	0	0	0	0.628136201	0.371863799	0	0	0	0.014978632	0.008867521	0	0
24951.27432	32877.26998	7925.995655	6365	0	6044	0	79	242	0	0.94956795	0	0.012411626	0.038020424	0	0.129145299	0	0.001688034	0.00517094
2961.286377	3952.285834	990.9994565	637	0	0	0	637	0	0	0	0	1	0	0	0	0	0.013611111	0
1822.287001	1823.287001	0.999999686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26025.27374	38282.26702	12256.99328	11270	122	4866	5794	0	488	0.0108252	0.43176575	0.514108252	0	0.043300799	0.002606838	0.103974359	0.123803419	0	0.01042735
18752.27772	37176.26762	18423.9899	5367	1677	3690	0	0	0	0.312465064	0.687534936	0	0	0	0.035833333	0.078846154	0	0	0
31178.27091	40655.26572	9476.994806	1043	254	331	0	0	458	0.243528284	0.317353787	0	0	0.439117929	0.00542735	0.00707265	0	0	0.009786325
4521.285522	6825.284259	2303.998737	45	0	0	0	45	0	0	0	0	1	0	0	0	0	0.000961538	0
9203.282956	10715.28213	1511.999171	133	0	0	0	133	0	0	0	0	1	0	0	0	0	0.00284188	0
32701.27008	40501.2658	7799.995725	10481	0	3583	300	2398	4200	0	0.341856693	0.028623223	0.228794962	0.400725122	0	0.076559829	0.006410256	0.051239316	0.08974359
26825.2733	37560.26741	10734.99412	6971	0	3143	280	408	3140	0	0.450867881	0.040166404	0.058528188	0.450437527	0	0.06715812	0.005982906	0.008717949	0.067094017
25997.27375	34007.26936	8009.99561	2183	908	847	35	165	228	0.415941365	0.387998168	0.016032982	0.075584059	0.104443426	0.019401709	0.018098291	0.000747863	0.003525641	0.004871795
4869.285331	31981.27047	27111.98514	42	0	42	0	0	0	0	1	0	0	0	0	0.000897436	0	0	0
3690.285978	4669.28544	978.9994628	10	0	0	0	10	0	0	0	0	1	0	0	0	0	0.000213675	0
27412.27298	28055.27262	642.9996476	643	643	0	0	0	0	1	0	0	0	0	0.013739316	0	0	0	0
19979.27705	24299.27468	4319.997633	818	642	0	0	0	176	0.784841076	0	0	0	0.215158924	0.013717949	0	0	0	0.003760684
29376.2719	36459.26802	7082.996118	759	0	34	0	136	589	0	0.044795784	0	0.179183136	0.77602108	0	0.000726496	0	0.002905983	0.01258547
19156.2775	40356.26588	21199.98838	14541	0	13003	0	0	1538	0	0.894230108	0	0	0.105769892	0	0.27784188	0	0	0.032863248
26704.27336	37978.26718	11273.99382	5915	0	4886	794	0	235	0	0.826035503	0.134234996	0	0.039729501	0	0.104401709	0.016965812	0	0.005021368
25783.27387	32618.27012	6834.996254	5403	599	4012	0	332	460	0.110864335	0.742550435	0	0.061447344	0.085137886	0.012799145	0.085726496	0	0.007094017	0.00982906
20225.27691	30945.27104	10719.99412	2858	36	2591	0	4	227	0.012596221	0.906578027	0	0.00139958	0.079426172	0.000769231	0.055363248	0	8.55E-05	0.004850427
16971.2787	17370.27848	398.9997815	330	52	0	0	139	139	0.157575758	0	0	0.421212121	0.421212121	0.001111111	0	0	0.002970085	0.002970085
301.2878349	593.2876746	291.9998397	291	0	0	0	291	0	0	0	0	1	0	0	0	0	0.006217949	0
17141.27861	17165.27859	23.9999868	23	0	0	0	23	0	0	0	0	1	0	0	0	0	0.000491453	0
20327.27686	30754.27114	10426.99429	369	230	0	0	139	0	0.623306233	0	0	0.376693767	0	0.00491453	0	0	0.002970085	0
31860.27054	39961.2661	8100.99556	6093	0	4815	1261	17	0	0	0.790251108	0.206958805	0.002790087	0	0	0.102884615	0.026944444	0.000363248	0
19746.27718	39174.26653	19427.98935	8039	1070	5527	0	206	1236	0.133101132	0.687523324	0	0.025625078	0.153750466	0.022863248	0.118098291	0	0.004401709	0.026410256
18865.27766	24049.27482	5183.997159	4188	4188	0	0	0	0	1	0	0	0	0	0.089487179	0	0	0	0
45186.26323	45213.26322	26.99998523	26	26	0	0	0	0	1	0	0	0	0	0.000555556	0	0	0	0
21362.27629	31099.27095	9736.994663	8410	0	7775	9	186	440	0	0.924494649	0.001070155	0.022116528	0.052318668	0	0.166132479	0.000192308	0.003974359	0.009401709
21269.27634	38558.26687	17288.99052	1775	757	0	0	217	801	0.426478873	0	0	0.122253521	0.451267606	0.016175214	0	0	0.004636752	0.017115385
24619.27451	32314.27029	7694.995783	2885	0	0	960	802	1123	0	0	0.332755633	0.277989601	0.389254766	0	0	0.020512821	0.017136752	0.023995726
73.28796002	3912.285856	3838.997896	323	0	0	0	321	2	0	0	0	0.99380805	0.00619195	0	0	0	0.006858974	4.27E-05
28237.27252	38183.26707	9945.994548	1237	0	448	789	0	0	0	0.362166532	0.637833468	0	0	0	0.00957265	0.016858974	0	0
28018.27264	36656.26791	8637.995266	368	0	368	0	0	0	0	1	0	0	0	0	0.007863248	0	0	0
27331.27302	42546.26468	15214.99166	12183	190	11424	556	10	3	0.015595502	0.937700074	0.045637364	0.000820816	0.000246245	0.004059829	0.244102564	0.011880342	0.000213675	6.41E-05
7104.284106	14588.28	7483.995898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20015.27703	28052.27262	8036.995595	6646	6646	0	0	0	0	1	0	0	0	0	0.142008547	0	0	0	0
21001.27649	33020.2699	12018.99341	3870	19	3532	0	319	0	0.004909561	0.912661499	0	0.082428941	0	0.000405983	0.075470085	0	0.006816239	0
21338.2763	21419.27626	80.99995568	93	0	80	13	0	0	0	0.860215054	0.139784946	0	0	0	0.001709402	0.000277778	0	0
22847.27548	37356.26753	14508.99205	5856	178	3913	110	324	1331	0.030396175	0.668203552	0.018784153	0.055327869	0.227288251	0.003803419	0.083611111	0.002350427	0.006923077	0.028440171
16293.27907	16473.27897	179.9999013	19	19	0	0	0	0	1	0	0	0	0	0.000405983	0	0	0	0
142.287922	4012.285801	3869.997879	156	156	0	0	0	0	1	0	0	0	0	0.003333333	0	0	0	0
26455.2735	39367.26642	12911.99292	4191	2716	895	0	156	424	0.648055357	0.213552851	0	0.03722262	0.101169172	0.058034188	0.019123932	0	0.003333333	0.009059829
8165.283524	29848.27164	21682.98812	7469	490	2227	0	680	4072	0.065604499	0.298165752	0	0.091042978	0.545186772	0.010470085	0.04758547	0	0.014529915	0.087008547
28827.2722	40674.26571	11846.99351	4788	481	0	4005	0	302	0.100459482	0	0.836466165	0	0.063074353	0.010277778	0	0.085576923	0	0.006452991
28764.27223	41954.26501	13189.99277	8259	145	8095	19	0	0	0.017556605	0.980142874	0.002300521	0	0	0.003098291	0.172970085	0.000405983	0	0
6836.284253	11154.28189	4317.997633	2269	0	0	0	2177	92	0	0	0	0.959453504	0.040546496	0	0	0	0.046517094	0.001965812
12131.28135	15620.27944	3488.998087	1494	1351	0	0	0	143	0.904283802	0	0	0	0.095716198	0.028867521	0	0	0	0.003055556
19425.27735	33011.26991	13585.99255	699	141	495	63	0	0	0.201716738	0.708154506	0.090128755	0	0	0.003012821	0.010576923	0.001346154	0	0
30265.27141	40040.26605	9774.994642	6288	1	1920	4367	0	0	0.000159033	0.305343511	0.694497455	0	0	2.14E-05	0.041025641	0.093311966	0	0
21022.27648	33825.26946	12802.99298	7383	0	1837	326	270	4950	0	0.248814845	0.044155492	0.0365705	0.670459163	0	0.039252137	0.006965812	0.005769231	0.105769231
17117.27862	17238.27855	120.9999337	121	121	0	0	0	0	1	0	0	0	0	0.00258547	0	0	0	0
1596.287125	1604.28712	7.9999956	8	0	0	0	8	0	0	0	0	1	0	0	0	0	0.00017094	0
14576.28001	16363.27903	1786.99902	1151	0	0	0	929	222	0	0	0	0.80712424	0.19287576	0	0	0	0.019850427	0.00474359
27160.27311	34014.26936	6853.996243	2333	0	2214	0	0	119	0	0.948992713	0	0	0.051007287	0	0.047307692	0	0	0.002542735
29277.27195	37632.26737	8354.995421	4190	0	1982	1846	0	362	0	0.473031026	0.440572792	0	0.086396181	0	0.042350427	0.039444444	0	0.007735043
20778.27661	35872.26834	15093.99173	44	43	0	0	1	0	0.977272727	0	0	0.022727273	0	0.000918803	0	0	2.14E-05	0
4675.285437	4932.285297	256.9998595	257	0	0	0	257	0	0	0	0	1	0	0	0	0	0.005491453	0
21283.27634	31695.27063	10411.99429	1573	0	1564	0	9	0	0	0.994278449	0	0.005721551	0	0	0.033418803	0	0.000192308	0
31791.27058	41059.2655	9267.994921	1937	0	1472	0	169	296	0	0.759938049	0	0.087248322	0.152813629	0	0.031452991	0	0.003611111	0.006324786
24572.27453	38094.26712	13521.99259	10079	40	6453	2149	72	1365	0.003968648	0.640242088	0.213215597	0.007143566	0.135430102	0.000854701	0.137884615	0.045918803	0.001538462	0.029166667
19.28798957	603.287669	583.9996794	565	17	0	0	0	548	0.030088496	0	0	0	0.969911504	0.000363248	0	0	0	0.011709402
29455.27186	38130.2671	8674.995245	1485	376	1109	0	0	0	0.253198653	0.746801347	0	0	0	0.008034188	0.023696581	0	0	0
167.2879085	944.2874826	776.9995741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21202.27638	36256.26813	15053.99175	4221	3	2417	1364	0	437	0.000710732	0.572613125	0.323146174	0	0.103529969	6.41E-05	0.051645299	0.029145299	0	0.009337607
20331.27686	42028.26496	21696.98811	6043	547	2538	0	240	2718	0.090517955	0.419990071	0	0.039715373	0.449776601	0.011688034	0.054230769	0	0.005128205	0.058076923
2057.286872	3132.286283	1074.999411	117	0	0	0	117	0	0	0	0	1	0	0	0	0	0.0025	0
27228.27308	32519.27018	5290.9971	7702	289	451	635	2264	4063	0.037522721	0.058556219	0.082446118	0.293949623	0.527525318	0.006175214	0.009636752	0.013568376	0.048376068	0.086816239
21401.27627	30152.27147	8750.995204	2405	0	992	256	0	1157	0	0.412474012	0.106444906	0	0.481081081	0	0.021196581	0.005470085	0	0.024722222
28133.27258	41663.26516	13529.99258	14569	0	11080	2626	143	720	0	0.76051891	0.180245727	0.009815361	0.049420001	0	0.236752137	0.056111111	0.003055556	0.015384615
26520.27346	26699.27337	178.9999022	225	0	0	0	47	178	0	0	0	0.208888889	0.791111111	0	0	0	0.001004274	0.003803419
24005.27484	40182.26598	16176.99113	6240	45	4912	704	0	579	0.007211538	0.787179487	0.112820513	0	0.092788462	0.000961538	0.104957265	0.015042735	0	0.012371795
343.2878117	1462.287198	1118.999387	712	712	0	0	0	0	1	0	0	0	0	0.015213675	0	0	0	0
1845.286989	1861.28698	15.9999912	30	0	0	0	15	15	0	0	0	0.5	0.5	0	0	0	0.000320513	0.000320513
22746.27553	26045.27373	3298.998192	1020	1020	0	0	0	0	1	0	0	0	0	0.021794872	0	0	0	0
345.2878104	786.2875687	440.9997583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29356.27191	29884.27162	527.9997102	29	29	0	0	0	0	1	0	0	0	0	0.000619658	0	0	0	0
16413.279	26364.27355	9950.994546	1290	43	985	0	0	262	0.033333333	0.763565891	0	0	0.203100775	0.000918803	0.021047009	0	0	0.005598291
197.2878915	4089.285759	3891.997867	44	44	0	0	0	0	1	0	0	0	0	0.000940171	0	0	0	0
28195.27255	35411.26859	7215.996045	1955	0	1955	0	0	0	0	1	0	0	0	0	0.041773504	0	0	0
29961.27158	35743.26841	5781.996831	4149	166	2547	1075	152	209	0.040009641	0.613882863	0.259098578	0.036635334	0.050373584	0.003547009	0.054423077	0.022970085	0.003247863	0.004465812
1314.28728	1898.28696	583.99968	704	0	0	0	121	583	0	0	0	0.171875	0.828125	0	0	0	0.00258547	0.012457265
963.2874722	992.2874562	28.99998397	8	4	0	0	0	4	0.5	0	0	0	0.5	8.55E-05	0	0	0	8.55E-05
23571.27508	36096.26822	12524.99313	8966	0	4329	185	0	4452	0	0.482824002	0.020633504	0	0.496542494	0	0.0925	0.003952991	0	0.095128205
1687.287075	2696.286522	1008.999447	1439	0	430	0	0	1009	0	0.298818624	0	0	0.701181376	0	0.009188034	0	0	0.021559829
1121.287385	1606.287119	484.9997338	847	121	0	0	484	242	0.142857143	0	0	0.571428571	0.285714286	0.00258547	0	0	0.01034188	0.00517094
22245.27581	41351.26534	19105.98953	14059	0	9611	4328	120	0	0	0.683619034	0.307845508	0.008535458	0	0	0.205363248	0.092478632	0.002564103	0
8123.283548	25825.27385	17701.9903	2545	2545	0	0	0	0	1	0	0	0	0	0.054380342	0	0	0	0
20387.27683	37338.26754	16950.99071	29257	4024	7441	3074	6052	8666	0.137539734	0.254332297	0.105068872	0.206856479	0.296202618	0.085982906	0.158995726	0.065683761	0.129316239	0.18517094
16906.27873	22667.27558	5760.996843	2122	2122	0	0	0	0	1	0	0	0	0	0.04534188	0	0	0	0
697.2876174	1210.287337	512.9997193	513	513	0	0	0	0	1	0	0	0	0	0.010961538	0	0	0	0
22957.27542	33570.2696	10612.99418	3869	126	2824	0	475	444	0.032566555	0.729904368	0	0.122770742	0.114758335	0.002692308	0.06034188	0	0.010149573	0.009487179
27461.27295	37889.26723	10427.99429	4167	0	1969	2179	0	19	0	0.472522198	0.522918167	0	0.004559635	0	0.04207265	0.046559829	0	0.000405983
25531.27401	26145.27367	613.9996637	613	613	0	0	0	0	1	0	0	0	0	0.013098291	0	0	0	0
24521.27456	38868.2667	14346.99214	333	0	333	0	0	0	0	1	0	0	0	0	0.007115385	0	0	0
32622.27012	41924.26502	9301.994902	8099	0	7300	457	115	227	0	0.901345845	0.056426719	0.014199284	0.028028152	0	0.155982906	0.009764957	0.002457265	0.004850427
18383.27792	33456.26966	15072.99174	10143	0	8100	553	0	1490	0	0.798580302	0.054520359	0	0.146899339	0	0.173076923	0.011816239	0	0.031837607
19566.27728	35872.26834	16305.99106	12195	2142	9050	43	134	826	0.175645756	0.742107421	0.003526035	0.01098811	0.067732677	0.045769231	0.193376068	0.000918803	0.002863248	0.017649573
25190.27419	32796.27002	7605.995831	247	232	15	0	0	0	0.939271255	0.060728745	0	0	0	0.004957265	0.000320513	0	0	0
1527.287163	4110.285747	2582.998584	1970	1970	0	0	0	0	1	0	0	0	0	0.042094017	0	0	0	0
29843.27164	36904.26777	7060.99613	3059	0	2483	576	0	0	0	0.811703171	0.188296829	0	0	0	0.053055556	0.012307692	0	0
20904.27654	36219.26815	15314.99161	15185	45	6527	1112	1209	6292	0.002963451	0.429832071	0.073230161	0.079618044	0.414356273	0.000961538	0.139465812	0.023760684	0.025833333	0.134444444
21026.27648	37840.26726	16813.99078	132	0	132	0	0	0	0	1	0	0	0	0	0.002820513	0	0	0
71.28796065	3892.285866	3820.997906	477	0	0	0	477	0	0	0	0	1	0	0	0	0	0.010192308	0
1159.287365	5645.284906	4485.997541	62	0	0	0	62	0	0	0	0	1	0	0	0	0	0.001324786	0
28741.27225	36520.26798	7778.995737	5018	30	4988	0	0	0	0.005978477	0.994021523	0	0	0	0.000641026	0.106581197	0	0	0
22905.27545	33596.26959	10690.99414	3242	86	1135	2021	0	0	0.026526835	0.350092535	0.623380629	0	0	0.001837607	0.024252137	0.043183761	0	0
40911.26558	45395.26312	4483.997542	1009	1009	0	0	0	0	1	0	0	0	0	0.021559829	0	0	0	0
21069.27645	33401.26969	12331.99324	2930	0	1567	760	53	550	0	0.534812287	0.259385666	0.018088737	0.187713311	0	0.033482906	0.016239316	0.001132479	0.011752137
27075.27316	32194.27035	5118.997194	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	6.41E-05
28289.27249	36178.26817	7888.995677	7093	675	2620	1448	0	2350	0.095164246	0.36937826	0.204144932	0	0.331312562	0.014423077	0.055982906	0.030940171	0	0.050213675
22740.27554	24061.27481	1320.999276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30028.27154	41047.2655	11018.99396	10875	15	9837	202	426	395	0.00137931	0.904551724	0.018574713	0.039172414	0.036321839	0.000320513	0.210192308	0.004316239	0.009102564	0.008440171
42009.26498	42379.26477	369.9997969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21798.27605	21895.276	96.99994688	173	0	0	0	78	95	0	0	0	0.450867052	0.549132948	0	0	0	0.001666667	0.002029915
28289.27249	38434.26693	10144.99444	2803	0	2227	313	224	39	0	0.794505887	0.111666072	0.079914377	0.013913664	0	0.04758547	0.006688034	0.004786325	0.000833333
25617.27396	36084.26822	10466.99426	618	33	0	0	282	303	0.053398058	0	0	0.45631068	0.490291262	0.000705128	0	0	0.006025641	0.006474359
11181.28187	11517.28169	335.9998158	300	0	0	0	300	0	0	0	0	1	0	0	0	0	0.006410256	0
20731.27664	34765.26895	14033.99231	10937	95	709	9836	119	178	0.008686111	0.064825821	0.899332541	0.010880497	0.01627503	0.002029915	0.015149573	0.21017094	0.002542735	0.003803419
2721.286508	2941.286388	219.9998793	208	0	0	0	208	0	0	0	0	1	0	0	0	0	0.004444444	0
27227.27308	41568.26522	14340.99214	8664	164	7174	677	108	541	0.018928901	0.828024007	0.078139428	0.012465374	0.06244229	0.003504274	0.153290598	0.014465812	0.002307692	0.011559829
30244.27142	42423.26475	12178.99333	2960	644	1494	0	380	442	0.217567568	0.50472973	0	0.128378378	0.149324324	0.013760684	0.031923077	0	0.008119658	0.009444444
2455.286654	3417.286127	961.9994726	89	0	0	0	89	0	0	0	0	1	0	0	0	0	0.001901709	0
26445.27351	36913.26777	10467.99426	2007	738	1269	0	0	0	0.367713004	0.632286996	0	0	0	0.015769231	0.027115385	0	0	0
17609.27835	39619.26629	22009.98794	3952	0	3772	180	0	0	0	0.954453441	0.045546559	0	0	0	0.080598291	0.003846154	0	0
21373.27629	21907.27599	533.9997077	742	170	0	0	158	414	0.229110512	0	0	0.212938005	0.557951482	0.003632479	0	0	0.003376068	0.008846154
29415.27188	40255.26594	10839.99406	3259	0	0	0	0	3259	0	0	0	0	1	0	0	0	0	0.069636752
5621.284919	5899.284767	277.9998479	510	11	0	0	243	256	0.021568627	0	0	0.476470588	0.501960784	0.000235043	0	0	0.005192308	0.005470085
18911.27764	29717.27171	10805.99408	3923	0	3684	0	119	120	0	0.939077237	0	0.030333928	0.030588835	0	0.078717949	0	0.002542735	0.002564103
28315.27248	42249.26484	13933.99236	12215	1142	8164	1001	1102	806	0.093491609	0.668358576	0.081948424	0.090216946	0.065984445	0.024401709	0.174444444	0.021388889	0.023547009	0.017222222
23096.27534	40072.26604	16975.9907	4384	2233	962	537	158	494	0.50935219	0.219434307	0.122490876	0.036040146	0.112682482	0.047713675	0.020555556	0.011474359	0.003376068	0.010555556
34762.26895	40848.26561	6085.996664	654	0	236	0	201	217	0	0.360856269	0	0.30733945	0.331804281	0	0.005042735	0	0.004294872	0.004636752
29777.27168	38602.26684	8824.995163	6278	54	5164	0	539	521	0.008601465	0.822554954	0	0.085855368	0.082988213	0.001153846	0.11034188	0	0.011517094	0.011132479
31739.2706	41717.26514	9977.994531	2748	564	2184	0	0	0	0.205240175	0.794759825	0	0	0	0.012051282	0.046666667	0	0	0
27832.27275	33888.26943	6055.996681	744	7	555	182	0	0	0.009408602	0.745967742	0.244623656	0	0	0.000149573	0.011858974	0.003888889	0	0
22448.2757	41379.26532	18930.98962	1439	28	1395	4	0	12	0.019457957	0.969423211	0.002779708	0	0.008339124	0.000598291	0.029807692	8.55E-05	0	0.00025641
26596.27342	36260.26813	9663.994703	2312	36	1003	657	509	107	0.015570934	0.433823529	0.28416955	0.220155709	0.046280277	0.000769231	0.021431624	0.014038462	0.010876068	0.002286325
22450.2757	22691.27556	240.9998677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670.2876328	1211.287336	540.999703	315	166	0	0	0	149	0.526984127	0	0	0	0.473015873	0.003547009	0	0	0	0.003183761
7206.28405	7501.283888	294.9998381	294	0	0	0	294	0	0	0	0	1	0	0	0	0	0.006282051	0
20367.27684	20617.2767	249.999863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17598.27835	27530.27291	9931.994557	2830	321	2303	206	0	0	0.113427562	0.813780919	0.072791519	0	0	0.006858974	0.049209402	0.004401709	0	0
31927.2705	36014.26826	4086.99776	1112	0	1029	0	83	0	0	0.925359712	0	0.074640288	0	0	0.021987179	0	0.001773504	0
20173.27694	38328.26699	18154.99005	16186	0	13783	0	1035	1368	0	0.851538366	0	0.063944149	0.084517484	0	0.294508547	0	0.022115385	0.029230769
34633.26902	40618.26574	5984.99672	32	0	32	0	0	0	0	1	0	0	0	0	0.000683761	0	0	0
24887.27436	33286.26976	8398.995397	9340	4004	1761	322	310	2943	0.42869379	0.188543897	0.034475375	0.033190578	0.31509636	0.085555556	0.037628205	0.006880342	0.006623932	0.062884615
41436.26529	44696.2635	3259.998213	784	784	0	0	0	0	1	0	0	0	0	0.016752137	0	0	0	0
14111.28027	46180.26269	32068.98242	1119	0	0	0	1119	0	0	0	0	1	0	0	0	0	0.023910256	0
21190.27639	34371.26916	13180.99278	387	0	387	0	0	0	0	1	0	0	0	0	0.008269231	0	0	0
16630.27889	26374.27354	9743.994659	2568	50	836	0	786	896	0.019470405	0.325545171	0	0.306074766	0.348909657	0.001068376	0.017863248	0	0.016794872	0.019145299
2921.286398	4121.285741	1199.999342	735	735	0	0	0	0	1	0	0	0	0	0.015705128	0	0	0	0
18840.27767	25488.27403	6647.996356	2511	417	1516	298	110	170	0.166069295	0.603743528	0.118677818	0.043807248	0.067702111	0.008910256	0.032393162	0.006367521	0.002350427	0.003632479
3342.286168	7135.284089	3792.997921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27230.27308	34402.26914	7171.996069	13159	108	0	0	6309	6742	0.008207311	0	0	0.479443727	0.512348963	0.002307692	0	0	0.134807692	0.144059829
25070.27426	25839.27384	768.9995785	784	0	0	0	16	768	0	0	0	0.020408163	0.979591837	0	0	0	0.00034188	0.016410256
20043.27701	35967.26829	15923.99127	8824	969	6203	1280	159	213	0.109814143	0.702969175	0.14505893	0.018019039	0.024138713	0.020705128	0.132542735	0.027350427	0.003397436	0.004551282
24101.27479	37762.2673	13660.99251	14288	73	11544	1354	511	806	0.005109183	0.807950728	0.094764838	0.035764278	0.056410974	0.001559829	0.246666667	0.028931624	0.010918803	0.017222222
5161.285171	35298.26865	30136.98348	8977	375	2516	4737	255	1094	0.041773421	0.280271806	0.527681854	0.028405926	0.121866993	0.008012821	0.053760684	0.101217949	0.005448718	0.023376068
8420.283385	8456.283365	35.99997988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23561.27509	32621.27012	9059.995034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17802.27824	35095.26877	17292.99052	230	81	149	0	0	0	0.352173913	0.647826087	0	0	0	0.001730769	0.003183761	0	0	0
30975.27102	36333.26809	5357.997063	3334	2970	0	0	242	122	0.890821836	0	0	0.072585483	0.036592681	0.063461538	0	0	0.00517094	0.002606838
27817.27275	28900.27216	1082.999406	271	0	271	0	0	0	0	1	0	0	0	0	0.005790598	0	0	0
24586.27452	35244.26868	10657.99416	8241	1563	2445	1219	269	2745	0.189661449	0.296687295	0.147918942	0.03264167	0.333090644	0.033397436	0.05224359	0.026047009	0.005747863	0.058653846
31346.27082	40958.26555	9611.994731	3009	20	2963	0	26	0	0.006646726	0.984712529	0	0.008640744	0	0.00042735	0.063311966	0	0.000555556	0
25807.27386	35753.2684	9945.994549	240	181	59	0	0	0	0.754166667	0.245833333	0	0	0	0.003867521	0.001260684	0	0	0
24134.27477	38506.2669	14371.99212	215	0	115	100	0	0	0	0.534883721	0.465116279	0	0	0	0.002457265	0.002136752	0	0
22898.27545	39123.26656	16224.99111	15132	983	13789	0	120	240	0.064961671	0.911247687	0	0.007930214	0.015860428	0.021004274	0.294636752	0	0.002564103	0.005128205
29890.27162	41579.26521	11688.99359	11279	384	9996	0	393	506	0.034045571	0.886248781	0	0.034843514	0.044862133	0.008205128	0.213589744	0	0.008397436	0.010811966
1539.287156	5136.285185	3596.998029	2499	0	0	0	2255	244	0	0	0	0.902360944	0.097639056	0	0	0	0.048183761	0.005213675
26871.27327	28188.27255	1316.999278	336	0	0	336	0	0	0	0	1	0	0	0	0	0.007179487	0	0
4226.285683	6836.284253	2609.99857	1317	0	0	0	1317	0	0	0	0	1	0	0	0	0	0.028141026	0
14535.28003	16514.27895	1978.998915	3745	39	1669	0	143	1894	0.010413885	0.445660881	0	0.038184246	0.505740988	0.000833333	0.035662393	0	0.003055556	0.040470085
20149.27696	24719.27445	4569.997495	2854	0	2854	0	0	0	0	1	0	0	0	0	0.060982906	0	0	0
20381.27683	32740.27006	12358.99323	784	0	115	263	0	406	0	0.146683673	0.335459184	0	0.517857143	0	0.002457265	0.005619658	0	0.008675214
31823.27056	34110.2693	2286.998747	282	0	0	282	0	0	0	0	1	0	0	0	0	0.006025641	0	0
1446.287207	3281.286202	1834.998994	636	0	0	0	452	184	0	0	0	0.710691824	0.289308176	0	0	0	0.00965812	0.003931624
17827.27823	25312.27413	7484.995897	5766	536	1715	70	103	3342	0.092958724	0.297433229	0.012140132	0.017863337	0.579604579	0.011452991	0.036645299	0.001495726	0.002200855	0.071410256
9644.282714	9726.282669	81.99995474	61	0	0	0	61	0	0	0	0	1	0	0	0	0	0.001303419	0
6718.284318	7530.283873	811.9995549	811	0	0	0	811	0	0	0	0	1	0	0	0	0	0.01732906	0
24605.27451	33389.2697	8783.995186	8593	84	3099	152	231	5027	0.009775399	0.360642383	0.017688816	0.026882346	0.585011056	0.001794872	0.066217949	0.003247863	0.004935897	0.10741453
23906.2749	38905.26668	14998.99178	760	0	760	0	0	0	0	1	0	0	0	0	0.016239316	0	0	0
484.2877347	1030.287435	545.9997008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
