"";"Fecha";"Calle";"Espiras";"Mobywit"
"461";2016-09-02 05:30:00;"Beiro-Andalucía";2;2
"462";2016-09-02 05:30:00;"Constitución";18;6
"463";2016-09-02 05:30:00;"Dr-Oloriz";0;6
"464";2016-09-02 05:30:00;"Méndez-Núñez";18;15
"465";2016-09-02 05:45:00;"Beiro-Andalucía";7;4
"466";2016-09-02 05:45:00;"Dr-Oloriz";0;1
"467";2016-09-02 05:45:00;"Méndez-Núñez";29;21
"468";2016-09-02 06:00:00;"Beiro-Andalucía";5;4
"469";2016-09-02 06:00:00;"Constitución";9;2
"470";2016-09-02 06:00:00;"Dr-Oloriz";0;2
"471";2016-09-02 06:00:00;"Méndez-Núñez";28;16
"472";2016-09-02 06:15:00;"Beiro-Andalucía";8;5
"473";2016-09-02 06:15:00;"Constitución";17;5
"474";2016-09-02 06:15:00;"Dr-Oloriz";0;8
"475";2016-09-02 06:15:00;"Méndez-Núñez";31;32
"476";2016-09-02 06:30:00;"Beiro-Andalucía";10;2
"477";2016-09-02 06:30:00;"Constitución";31;6
"478";2016-09-02 06:30:00;"Dr-Oloriz";0;15
"479";2016-09-02 06:30:00;"Méndez-Núñez";64;37
"480";2016-09-02 06:45:00;"Beiro-Andalucía";17;5
"481";2016-09-02 06:45:00;"Constitución";40;4
"482";2016-09-02 06:45:00;"Dr-Oloriz";0;10
"483";2016-09-02 06:45:00;"Méndez-Núñez";75;27
"484";2016-09-02 07:00:00;"Beiro-Andalucía";23;8
"485";2016-09-02 07:00:00;"Constitución";57;4
"486";2016-09-02 07:00:00;"Dr-Oloriz";0;17
"487";2016-09-02 07:00:00;"Méndez-Núñez";106;19
"488";2016-09-02 07:15:00;"Beiro-Andalucía";43;9
"489";2016-09-02 07:15:00;"Constitución";53;11
"490";2016-09-02 07:15:00;"Dr-Oloriz";0;22
"491";2016-09-02 07:15:00;"Méndez-Núñez";135;28
"492";2016-09-02 07:30:00;"Beiro-Andalucía";59;25
"493";2016-09-02 07:30:00;"Constitución";93;8
"494";2016-09-02 07:30:00;"Dr-Oloriz";0;38
"495";2016-09-02 07:30:00;"Méndez-Núñez";192;21
"496";2016-09-02 07:45:00;"Beiro-Andalucía";123;27
"497";2016-09-02 07:45:00;"Constitución";135;6
"498";2016-09-02 07:45:00;"Dr-Oloriz";0;40
"499";2016-09-02 07:45:00;"Méndez-Núñez";246;81
"500";2016-09-02 08:00:00;"Beiro-Andalucía";148;27
"501";2016-09-02 08:00:00;"Constitución";156;4
"502";2016-09-02 08:00:00;"Dr-Oloriz";0;41
"503";2016-09-02 08:00:00;"Méndez-Núñez";295;142
"504";2016-09-02 08:15:00;"Beiro-Andalucía";133;24
"505";2016-09-02 08:15:00;"Constitución";156;18
"506";2016-09-02 08:15:00;"Dr-Oloriz";0;43
"507";2016-09-02 08:15:00;"Méndez-Núñez";169;137
"508";2016-09-02 08:30:00;"Beiro-Andalucía";97;24
"509";2016-09-02 08:30:00;"Constitución";158;12
"510";2016-09-02 08:30:00;"Dr-Oloriz";0;31
"511";2016-09-02 08:30:00;"Méndez-Núñez";299;112
"512";2016-09-02 08:45:00;"Beiro-Andalucía";121;41
"513";2016-09-02 08:45:00;"Constitución";148;21
"514";2016-09-02 08:45:00;"Dr-Oloriz";0;40
"515";2016-09-02 08:45:00;"Méndez-Núñez";259;88
"516";2016-09-02 09:00:00;"Beiro-Andalucía";95;35
"517";2016-09-02 09:00:00;"Constitución";158;22
"518";2016-09-02 09:00:00;"Dr-Oloriz";0;35
"519";2016-09-02 09:00:00;"Méndez-Núñez";294;65
"520";2016-09-02 09:15:00;"Beiro-Andalucía";117;28
"521";2016-09-02 09:15:00;"Constitución";153;22
"522";2016-09-02 09:15:00;"Dr-Oloriz";0;41
"523";2016-09-02 09:15:00;"Méndez-Núñez";273;35
"524";2016-09-02 09:30:00;"Beiro-Andalucía";95;46
"525";2016-09-02 09:30:00;"Constitución";168;28
"526";2016-09-02 09:30:00;"Dr-Oloriz";0;46
"527";2016-09-02 09:30:00;"Méndez-Núñez";271;41
"528";2016-09-02 09:45:00;"Beiro-Andalucía";127;43
"529";2016-09-02 09:45:00;"Constitución";175;28
"530";2016-09-02 09:45:00;"Dr-Oloriz";0;36
"531";2016-09-02 09:45:00;"Méndez-Núñez";345;213
"532";2016-09-02 10:00:00;"Beiro-Andalucía";110;39
"533";2016-09-02 10:00:00;"Constitución";178;26
"534";2016-09-02 10:00:00;"Dr-Oloriz";0;51
"535";2016-09-02 10:00:00;"Méndez-Núñez";380;194
"536";2016-09-02 10:15:00;"Beiro-Andalucía";95;28
"537";2016-09-02 10:15:00;"Constitución";173;31
"538";2016-09-02 10:15:00;"Dr-Oloriz";0;42
"539";2016-09-02 10:15:00;"Méndez-Núñez";348;173
"540";2016-09-02 10:30:00;"Beiro-Andalucía";87;35
"541";2016-09-02 10:30:00;"Constitución";177;43
"542";2016-09-02 10:30:00;"Dr-Oloriz";0;41
"543";2016-09-02 10:30:00;"Méndez-Núñez";359;140
"544";2016-09-02 10:45:00;"Beiro-Andalucía";81;34
"545";2016-09-02 10:45:00;"Constitución";170;36
"546";2016-09-02 10:45:00;"Dr-Oloriz";0;40
"547";2016-09-02 10:45:00;"Méndez-Núñez";357;141
"548";2016-09-02 11:00:00;"Beiro-Andalucía";83;24
"549";2016-09-02 11:00:00;"Constitución";176;27
"550";2016-09-02 11:00:00;"Dr-Oloriz";0;48
"551";2016-09-02 11:00:00;"Méndez-Núñez";350;88
"552";2016-09-02 11:15:00;"Beiro-Andalucía";113;36
"553";2016-09-02 11:15:00;"Constitución";192;28
"554";2016-09-02 11:15:00;"Dr-Oloriz";0;51
"555";2016-09-02 11:15:00;"Méndez-Núñez";334;47
"556";2016-09-02 11:30:00;"Beiro-Andalucía";111;28
"557";2016-09-02 11:30:00;"Constitución";205;25
"558";2016-09-02 11:30:00;"Dr-Oloriz";0;42
"559";2016-09-02 11:30:00;"Méndez-Núñez";394;75
"560";2016-09-02 11:45:00;"Beiro-Andalucía";110;50
"561";2016-09-02 11:45:00;"Constitución";219;31
"562";2016-09-02 11:45:00;"Dr-Oloriz";0;42
"563";2016-09-02 11:45:00;"Méndez-Núñez";325;267
"564";2016-09-02 12:00:00;"Beiro-Andalucía";125;33
"565";2016-09-02 12:00:00;"Constitución";239;25
"566";2016-09-02 12:00:00;"Dr-Oloriz";0;49
"567";2016-09-02 12:00:00;"Méndez-Núñez";409;213
"568";2016-09-02 12:15:00;"Beiro-Andalucía";111;32
"569";2016-09-02 12:15:00;"Constitución";229;22
"570";2016-09-02 12:15:00;"Dr-Oloriz";0;59
"571";2016-09-02 12:15:00;"Méndez-Núñez";466;128
"572";2016-09-02 12:30:00;"Beiro-Andalucía";103;37
"573";2016-09-02 12:30:00;"Constitución";188;25
"574";2016-09-02 12:30:00;"Dr-Oloriz";0;57
"575";2016-09-02 12:30:00;"Méndez-Núñez";427;76
"576";2016-09-02 12:45:00;"Beiro-Andalucía";85;28
"577";2016-09-02 12:45:00;"Constitución";229;32
"578";2016-09-02 12:45:00;"Dr-Oloriz";0;48
"579";2016-09-02 12:45:00;"Méndez-Núñez";314;29
"580";2016-09-02 13:00:00;"Beiro-Andalucía";102;27
"581";2016-09-02 13:00:00;"Constitución";228;38
"582";2016-09-02 13:00:00;"Dr-Oloriz";0;50
"583";2016-09-02 13:00:00;"Méndez-Núñez";406;187
"584";2016-09-02 13:15:00;"Beiro-Andalucía";72;23
"585";2016-09-02 13:15:00;"Constitución";242;22
"586";2016-09-02 13:15:00;"Dr-Oloriz";0;52
"587";2016-09-02 13:15:00;"Méndez-Núñez";398;227
"588";2016-09-02 13:30:00;"Beiro-Andalucía";77;25
"589";2016-09-02 13:30:00;"Constitución";199;17
"590";2016-09-02 13:30:00;"Dr-Oloriz";0;41
"591";2016-09-02 13:30:00;"Méndez-Núñez";306;222
"592";2016-09-02 13:45:00;"Beiro-Andalucía";84;27
"593";2016-09-02 13:45:00;"Constitución";207;9
"594";2016-09-02 13:45:00;"Dr-Oloriz";0;38
"595";2016-09-02 13:45:00;"Méndez-Núñez";457;209
"596";2016-09-02 14:00:00;"Beiro-Andalucía";78;26
"597";2016-09-02 14:00:00;"Constitución";197;24
"598";2016-09-02 14:00:00;"Dr-Oloriz";0;42
"599";2016-09-02 14:00:00;"Méndez-Núñez";417;233
"600";2016-09-02 14:15:00;"Beiro-Andalucía";86;25
"601";2016-09-02 14:15:00;"Constitución";209;34
"602";2016-09-02 14:15:00;"Dr-Oloriz";0;49
"603";2016-09-02 14:15:00;"Méndez-Núñez";431;171
"604";2016-09-02 14:30:00;"Beiro-Andalucía";86;31
"605";2016-09-02 14:30:00;"Constitución";197;24
"606";2016-09-02 14:30:00;"Dr-Oloriz";0;50
"607";2016-09-02 14:30:00;"Méndez-Núñez";406;121
"608";2016-09-02 14:45:00;"Beiro-Andalucía";105;31
"609";2016-09-02 14:45:00;"Constitución";174;21
"610";2016-09-02 14:45:00;"Dr-Oloriz";0;48
"611";2016-09-02 14:45:00;"Méndez-Núñez";392;73
"612";2016-09-02 15:00:00;"Beiro-Andalucía";98;45
"613";2016-09-02 15:00:00;"Constitución";201;27
"614";2016-09-02 15:00:00;"Dr-Oloriz";0;31
"615";2016-09-02 15:00:00;"Méndez-Núñez";467;22
"616";2016-09-02 15:15:00;"Beiro-Andalucía";65;23
"617";2016-09-02 15:15:00;"Constitución";179;25
"618";2016-09-02 15:15:00;"Dr-Oloriz";0;36
"619";2016-09-02 15:15:00;"Méndez-Núñez";351;18
"620";2016-09-02 15:30:00;"Beiro-Andalucía";55;15
"621";2016-09-02 15:30:00;"Constitución";176;16
"622";2016-09-02 15:30:00;"Dr-Oloriz";0;26
"623";2016-09-02 15:30:00;"Méndez-Núñez";337;116
"624";2016-09-02 15:45:00;"Beiro-Andalucía";53;15
"625";2016-09-02 15:45:00;"Constitución";114;16
"626";2016-09-02 15:45:00;"Dr-Oloriz";0;21
"627";2016-09-02 15:45:00;"Méndez-Núñez";269;166
"628";2016-09-02 16:00:00;"Beiro-Andalucía";38;20
"629";2016-09-02 16:00:00;"Constitución";116;16
"630";2016-09-02 16:00:00;"Dr-Oloriz";0;24
"631";2016-09-02 16:00:00;"Méndez-Núñez";301;124
"632";2016-09-02 16:15:00;"Beiro-Andalucía";46;17
"633";2016-09-02 16:15:00;"Constitución";110;8
"634";2016-09-02 16:15:00;"Dr-Oloriz";0;30
"635";2016-09-02 16:15:00;"Méndez-Núñez";264;104
"636";2016-09-02 16:30:00;"Beiro-Andalucía";51;25
"637";2016-09-02 16:30:00;"Constitución";120;14
"638";2016-09-02 16:30:00;"Dr-Oloriz";0;31
"639";2016-09-02 16:30:00;"Méndez-Núñez";250;103
"640";2016-09-02 16:45:00;"Beiro-Andalucía";55;22
"641";2016-09-02 16:45:00;"Constitución";154;16
"642";2016-09-02 16:45:00;"Dr-Oloriz";0;29
"643";2016-09-02 16:45:00;"Méndez-Núñez";279;66
"644";2016-09-02 17:00:00;"Beiro-Andalucía";59;12
"645";2016-09-02 17:00:00;"Constitución";142;17
"646";2016-09-02 17:00:00;"Dr-Oloriz";0;34
"647";2016-09-02 17:00:00;"Méndez-Núñez";298;52
"648";2016-09-02 17:15:00;"Beiro-Andalucía";63;24
"649";2016-09-02 17:15:00;"Constitución";130;11
"650";2016-09-02 17:15:00;"Dr-Oloriz";0;29
"651";2016-09-02 17:15:00;"Méndez-Núñez";272;71
"652";2016-09-02 17:30:00;"Beiro-Andalucía";78;17
"653";2016-09-02 17:30:00;"Constitución";160;12
"654";2016-09-02 17:30:00;"Dr-Oloriz";0;32
"655";2016-09-02 17:30:00;"Méndez-Núñez";362;164
"656";2016-09-02 17:45:00;"Beiro-Andalucía";62;30
"657";2016-09-02 17:45:00;"Constitución";134;14
"658";2016-09-02 17:45:00;"Dr-Oloriz";0;30
"659";2016-09-02 17:45:00;"Méndez-Núñez";350;86
"660";2016-09-02 18:00:00;"Beiro-Andalucía";79;22
"661";2016-09-02 18:00:00;"Constitución";149;16
"662";2016-09-02 18:00:00;"Dr-Oloriz";0;37
"663";2016-09-02 18:00:00;"Méndez-Núñez";325;193
"664";2016-09-02 18:15:00;"Beiro-Andalucía";64;29
"665";2016-09-02 18:15:00;"Constitución";143;23
"666";2016-09-02 18:15:00;"Dr-Oloriz";0;32
"667";2016-09-02 18:15:00;"Méndez-Núñez";344;165
"668";2016-09-02 18:30:00;"Beiro-Andalucía";59;27
"669";2016-09-02 18:30:00;"Constitución";190;25
"670";2016-09-02 18:30:00;"Dr-Oloriz";0;39
"671";2016-09-02 18:30:00;"Méndez-Núñez";332;140
"672";2016-09-02 18:45:00;"Beiro-Andalucía";67;19
"673";2016-09-02 18:45:00;"Constitución";162;16
"674";2016-09-02 18:45:00;"Dr-Oloriz";0;26
"675";2016-09-02 18:45:00;"Méndez-Núñez";334;98
"676";2016-09-02 19:00:00;"Beiro-Andalucía";66;27
"677";2016-09-02 19:00:00;"Constitución";174;15
"678";2016-09-02 19:00:00;"Dr-Oloriz";0;29
"679";2016-09-02 19:00:00;"Méndez-Núñez";300;73
"680";2016-09-02 19:15:00;"Beiro-Andalucía";84;32
"681";2016-09-02 19:15:00;"Constitución";159;24
"682";2016-09-02 19:15:00;"Dr-Oloriz";0;22
"683";2016-09-02 19:15:00;"Méndez-Núñez";317;50
"684";2016-09-02 19:30:00;"Beiro-Andalucía";86;20
"685";2016-09-02 19:30:00;"Constitución";177;16
"686";2016-09-02 19:30:00;"Dr-Oloriz";0;37
"687";2016-09-02 19:30:00;"Méndez-Núñez";341;178
"688";2016-09-02 19:45:00;"Beiro-Andalucía";81;20
"689";2016-09-02 19:45:00;"Constitución";152;22
"690";2016-09-02 19:45:00;"Dr-Oloriz";0;41
"691";2016-09-02 19:45:00;"Méndez-Núñez";293;242
"692";2016-09-02 20:00:00;"Beiro-Andalucía";78;28
"693";2016-09-02 20:00:00;"Constitución";177;19
"694";2016-09-02 20:00:00;"Dr-Oloriz";0;39
"695";2016-09-02 20:00:00;"Méndez-Núñez";315;175
"696";2016-09-02 20:15:00;"Beiro-Andalucía";70;19
"697";2016-09-02 20:15:00;"Constitución";186;18
"698";2016-09-02 20:15:00;"Dr-Oloriz";0;37
"699";2016-09-02 20:15:00;"Méndez-Núñez";271;135
"700";2016-09-02 20:30:00;"Beiro-Andalucía";67;17
"701";2016-09-02 20:30:00;"Constitución";151;18
"702";2016-09-02 20:30:00;"Dr-Oloriz";0;29
"703";2016-09-02 20:30:00;"Méndez-Núñez";350;77
"704";2016-09-02 20:45:00;"Beiro-Andalucía";68;19
"705";2016-09-02 20:45:00;"Constitución";188;16
"706";2016-09-02 20:45:00;"Dr-Oloriz";0;34
"707";2016-09-02 20:45:00;"Méndez-Núñez";343;53
"708";2016-09-02 21:00:00;"Beiro-Andalucía";83;19
"709";2016-09-02 21:00:00;"Constitución";165;31
"710";2016-09-02 21:00:00;"Dr-Oloriz";0;28
"711";2016-09-02 21:00:00;"Méndez-Núñez";357;23
"712";2016-09-02 21:15:00;"Beiro-Andalucía";74;19
"713";2016-09-02 21:15:00;"Constitución";156;20
"714";2016-09-02 21:15:00;"Dr-Oloriz";0;43
"715";2016-09-02 21:15:00;"Méndez-Núñez";285;219
"716";2016-09-02 21:30:00;"Beiro-Andalucía";72;15
"717";2016-09-02 21:30:00;"Constitución";183;22
"718";2016-09-02 21:30:00;"Dr-Oloriz";0;37
"719";2016-09-02 21:30:00;"Méndez-Núñez";256;267
"720";2016-09-02 21:45:00;"Beiro-Andalucía";84;20
"721";2016-09-02 21:45:00;"Constitución";167;21
"722";2016-09-02 21:45:00;"Dr-Oloriz";0;27
"723";2016-09-02 21:45:00;"Méndez-Núñez";270;213
"724";2016-09-02 22:00:00;"Beiro-Andalucía";74;14
"725";2016-09-02 22:00:00;"Constitución";149;14
"726";2016-09-02 22:00:00;"Dr-Oloriz";0;35
"727";2016-09-02 22:00:00;"Méndez-Núñez";251;145
"728";2016-09-02 22:15:00;"Beiro-Andalucía";72;12
"729";2016-09-02 22:15:00;"Constitución";161;13
"730";2016-09-02 22:15:00;"Dr-Oloriz";0;22
"731";2016-09-02 22:15:00;"Méndez-Núñez";227;113
"732";2016-09-02 22:30:00;"Beiro-Andalucía";44;12
"733";2016-09-02 22:30:00;"Constitución";135;14
"734";2016-09-02 22:30:00;"Dr-Oloriz";0;17
"735";2016-09-02 22:30:00;"Méndez-Núñez";191;83
"736";2016-09-02 22:45:00;"Beiro-Andalucía";47;18
"737";2016-09-02 22:45:00;"Constitución";105;9
"738";2016-09-02 22:45:00;"Dr-Oloriz";0;15
"739";2016-09-02 22:45:00;"Méndez-Núñez";145;54
"740";2016-09-02 23:00:00;"Beiro-Andalucía";57;9
"741";2016-09-02 23:00:00;"Constitución";107;7
"742";2016-09-02 23:00:00;"Dr-Oloriz";0;20
"743";2016-09-02 23:00:00;"Méndez-Núñez";154;25
"744";2016-09-02 23:15:00;"Beiro-Andalucía";47;9
"745";2016-09-02 23:15:00;"Constitución";110;10
"746";2016-09-02 23:15:00;"Dr-Oloriz";0;16
"747";2016-09-02 23:15:00;"Méndez-Núñez";165;96
"748";2016-09-02 23:30:00;"Beiro-Andalucía";34;8
"749";2016-09-02 23:30:00;"Constitución";98;8
"750";2016-09-02 23:30:00;"Dr-Oloriz";0;19
"751";2016-09-02 23:30:00;"Méndez-Núñez";217;159
"752";2016-09-02 23:45:00;"Beiro-Andalucía";26;7
"753";2016-09-02 23:45:00;"Constitución";100;5
"754";2016-09-02 23:45:00;"Dr-Oloriz";0;12
"755";2016-09-02 23:45:00;"Méndez-Núñez";188;28
"756";2016-09-03 00:00:00;"Beiro-Andalucía";40;7
"757";2016-09-03 00:00:00;"Constitución";107;12
"758";2016-09-03 00:00:00;"Dr-Oloriz";0;20
"759";2016-09-03 00:00:00;"Méndez-Núñez";173;10
"760";2016-09-03 00:15:00;"Beiro-Andalucía";32;12
"761";2016-09-03 00:15:00;"Constitución";86;7
"762";2016-09-03 00:15:00;"Dr-Oloriz";0;22
"763";2016-09-03 00:15:00;"Méndez-Núñez";192;16
"764";2016-09-03 00:30:00;"Beiro-Andalucía";33;2
"765";2016-09-03 00:30:00;"Constitución";102;7
"766";2016-09-03 00:30:00;"Dr-Oloriz";0;12
"767";2016-09-03 00:30:00;"Méndez-Núñez";184;18
"768";2016-09-03 00:45:00;"Beiro-Andalucía";25;3
"769";2016-09-03 00:45:00;"Constitución";71;8
"770";2016-09-03 00:45:00;"Dr-Oloriz";0;17
"771";2016-09-03 00:45:00;"Méndez-Núñez";162;16
"772";2016-09-03 01:00:00;"Beiro-Andalucía";27;5
"773";2016-09-03 01:00:00;"Constitución";85;4
"774";2016-09-03 01:00:00;"Dr-Oloriz";0;15
"775";2016-09-03 01:00:00;"Méndez-Núñez";175;19
"776";2016-09-03 01:15:00;"Beiro-Andalucía";17;13
"777";2016-09-03 01:15:00;"Constitución";86;9
"778";2016-09-03 01:15:00;"Dr-Oloriz";0;21
"779";2016-09-03 01:15:00;"Méndez-Núñez";204;12
"780";2016-09-03 01:30:00;"Beiro-Andalucía";23;11
"781";2016-09-03 01:30:00;"Constitución";84;5
"782";2016-09-03 01:30:00;"Dr-Oloriz";0;23
"783";2016-09-03 01:30:00;"Méndez-Núñez";157;7
"784";2016-09-03 01:45:00;"Beiro-Andalucía";11;4
"785";2016-09-03 01:45:00;"Constitución";86;2
"786";2016-09-03 01:45:00;"Dr-Oloriz";0;6
"787";2016-09-03 01:45:00;"Méndez-Núñez";170;15
"788";2016-09-03 02:00:00;"Beiro-Andalucía";13;5
"789";2016-09-03 02:00:00;"Constitución";60;5
"790";2016-09-03 02:00:00;"Dr-Oloriz";0;13
"791";2016-09-03 02:00:00;"Méndez-Núñez";148;14
"792";2016-09-03 02:15:00;"Beiro-Andalucía";13;6
"793";2016-09-03 02:15:00;"Constitución";42;6
"794";2016-09-03 02:15:00;"Dr-Oloriz";0;13
"795";2016-09-03 02:15:00;"Méndez-Núñez";124;12
"796";2016-09-03 02:30:00;"Beiro-Andalucía";6;3
"797";2016-09-03 02:30:00;"Constitución";43;1
"798";2016-09-03 02:30:00;"Dr-Oloriz";0;7
"799";2016-09-03 02:30:00;"Méndez-Núñez";110;11
"800";2016-09-03 02:45:00;"Beiro-Andalucía";5;6
"801";2016-09-03 02:45:00;"Constitución";35;5
"802";2016-09-03 02:45:00;"Dr-Oloriz";0;18
"803";2016-09-03 02:45:00;"Méndez-Núñez";113;8
"804";2016-09-03 03:00:00;"Beiro-Andalucía";5;6
"805";2016-09-03 03:00:00;"Constitución";39;3
"806";2016-09-03 03:00:00;"Dr-Oloriz";0;8
"807";2016-09-03 03:00:00;"Méndez-Núñez";107;8
"808";2016-09-03 03:15:00;"Beiro-Andalucía";8;3
"809";2016-09-03 03:15:00;"Constitución";29;2
"810";2016-09-03 03:15:00;"Dr-Oloriz";0;9
"811";2016-09-03 03:15:00;"Méndez-Núñez";80;10
"812";2016-09-03 03:30:00;"Beiro-Andalucía";16;2
"813";2016-09-03 03:30:00;"Constitución";33;3
"814";2016-09-03 03:30:00;"Dr-Oloriz";0;12
"815";2016-09-03 03:30:00;"Méndez-Núñez";95;6
"816";2016-09-03 03:45:00;"Beiro-Andalucía";6;5
"817";2016-09-03 03:45:00;"Constitución";34;3
"818";2016-09-03 03:45:00;"Dr-Oloriz";0;7
"819";2016-09-03 03:45:00;"Méndez-Núñez";59;4
"820";2016-09-03 04:00:00;"Beiro-Andalucía";7;3
"821";2016-09-03 04:00:00;"Constitución";21;2
"822";2016-09-03 04:00:00;"Dr-Oloriz";0;8
"823";2016-09-03 04:00:00;"Méndez-Núñez";56;53
"824";2016-09-03 04:15:00;"Beiro-Andalucía";5;4
"825";2016-09-03 04:15:00;"Constitución";19;1
"826";2016-09-03 04:15:00;"Dr-Oloriz";0;7
"827";2016-09-03 04:15:00;"Méndez-Núñez";64;43
"828";2016-09-03 04:30:00;"Beiro-Andalucía";5;4
"829";2016-09-03 04:30:00;"Constitución";33;1
"830";2016-09-03 04:30:00;"Dr-Oloriz";0;5
"831";2016-09-03 04:30:00;"Méndez-Núñez";67;25
"832";2016-09-03 04:45:00;"Beiro-Andalucía";5;2
"833";2016-09-03 04:45:00;"Constitución";19;3
"834";2016-09-03 04:45:00;"Dr-Oloriz";0;4
"835";2016-09-03 04:45:00;"Méndez-Núñez";32;7
"836";2016-09-03 05:00:00;"Beiro-Andalucía";3;2
"837";2016-09-03 05:00:00;"Constitución";25;2
"838";2016-09-03 05:00:00;"Dr-Oloriz";0;6
"839";2016-09-03 05:00:00;"Méndez-Núñez";44;19
"840";2016-09-03 05:15:00;"Beiro-Andalucía";3;4
"841";2016-09-03 05:15:00;"Constitución";26;3
"842";2016-09-03 05:15:00;"Dr-Oloriz";0;9
"843";2016-09-03 05:15:00;"Méndez-Núñez";37;12
"844";2016-09-03 05:30:00;"Beiro-Andalucía";6;2
"845";2016-09-03 05:30:00;"Constitución";21;2
"846";2016-09-03 05:30:00;"Dr-Oloriz";0;10
"847";2016-09-03 05:30:00;"Méndez-Núñez";37;1
"848";2016-09-03 05:45:00;"Beiro-Andalucía";7;3
"849";2016-09-03 05:45:00;"Constitución";23;4
"850";2016-09-03 05:45:00;"Dr-Oloriz";0;5
"851";2016-09-03 05:45:00;"Méndez-Núñez";42;3
"852";2016-09-03 06:00:00;"Beiro-Andalucía";5;1
"853";2016-09-03 06:00:00;"Dr-Oloriz";0;4
"854";2016-09-03 06:00:00;"Méndez-Núñez";55;6
"855";2016-09-03 06:15:00;"Beiro-Andalucía";3;1
"856";2016-09-03 06:15:00;"Constitución";20;4
"857";2016-09-03 06:15:00;"Dr-Oloriz";0;3
"858";2016-09-03 06:15:00;"Méndez-Núñez";43;5
"859";2016-09-03 06:30:00;"Beiro-Andalucía";4;4
"860";2016-09-03 06:30:00;"Constitución";25;4
"861";2016-09-03 06:30:00;"Dr-Oloriz";0;14
"862";2016-09-03 06:30:00;"Méndez-Núñez";46;11
"863";2016-09-03 06:45:00;"Beiro-Andalucía";12;10
"864";2016-09-03 06:45:00;"Constitución";36;3
"865";2016-09-03 06:45:00;"Dr-Oloriz";0;10
"866";2016-09-03 06:45:00;"Méndez-Núñez";50;11
"867";2016-09-03 07:00:00;"Beiro-Andalucía";13;2
"868";2016-09-03 07:00:00;"Constitución";35;3
"869";2016-09-03 07:00:00;"Dr-Oloriz";0;5
"870";2016-09-03 07:00:00;"Méndez-Núñez";73;8
"871";2016-09-03 07:15:00;"Beiro-Andalucía";12;8
"872";2016-09-03 07:15:00;"Constitución";39;4
"873";2016-09-03 07:15:00;"Dr-Oloriz";0;12
"874";2016-09-03 07:15:00;"Méndez-Núñez";63;5
"875";2016-09-03 07:30:00;"Beiro-Andalucía";29;9
"876";2016-09-03 07:30:00;"Constitución";52;4
"877";2016-09-03 07:30:00;"Dr-Oloriz";0;20
"878";2016-09-03 07:30:00;"Méndez-Núñez";85;11
"879";2016-09-03 07:45:00;"Beiro-Andalucía";63;12
"880";2016-09-03 07:45:00;"Constitución";59;8
"881";2016-09-03 07:45:00;"Dr-Oloriz";0;15
"882";2016-09-03 07:45:00;"Méndez-Núñez";114;7
"883";2016-09-03 08:00:00;"Beiro-Andalucía";50;4
"884";2016-09-03 08:00:00;"Constitución";68;6
"885";2016-09-03 08:00:00;"Dr-Oloriz";0;14
"886";2016-09-03 08:00:00;"Méndez-Núñez";151;17
"887";2016-09-03 08:15:00;"Beiro-Andalucía";33;7
"888";2016-09-03 08:15:00;"Constitución";68;12
"889";2016-09-03 08:15:00;"Dr-Oloriz";0;18
"890";2016-09-03 08:15:00;"Méndez-Núñez";127;18
"891";2016-09-03 08:30:00;"Beiro-Andalucía";21;13
"892";2016-09-03 08:30:00;"Constitución";59;14
"893";2016-09-03 08:30:00;"Dr-Oloriz";0;18
"894";2016-09-03 08:30:00;"Méndez-Núñez";140;17
"895";2016-09-03 08:45:00;"Beiro-Andalucía";29;14
"896";2016-09-03 08:45:00;"Constitución";96;12
"897";2016-09-03 08:45:00;"Dr-Oloriz";0;24
"898";2016-09-03 08:45:00;"Méndez-Núñez";171;24
"899";2016-09-03 09:00:00;"Beiro-Andalucía";41;9
"900";2016-09-03 09:00:00;"Constitución";105;6
"901";2016-09-03 09:00:00;"Dr-Oloriz";0;21
"902";2016-09-03 09:00:00;"Méndez-Núñez";184;17
"903";2016-09-03 09:15:00;"Beiro-Andalucía";45;14
"904";2016-09-03 09:15:00;"Constitución";76;11
"905";2016-09-03 09:15:00;"Dr-Oloriz";0;17
"906";2016-09-03 09:15:00;"Méndez-Núñez";194;15
"907";2016-09-03 09:30:00;"Beiro-Andalucía";36;22
"908";2016-09-03 09:30:00;"Constitución";84;14
"909";2016-09-03 09:30:00;"Dr-Oloriz";0;23
"910";2016-09-03 09:30:00;"Méndez-Núñez";205;21
"911";2016-09-03 09:45:00;"Beiro-Andalucía";44;16
"912";2016-09-03 09:45:00;"Constitución";116;15
"913";2016-09-03 09:45:00;"Dr-Oloriz";0;27
"914";2016-09-03 09:45:00;"Méndez-Núñez";204;25
"915";2016-09-03 10:00:00;"Beiro-Andalucía";48;16
"916";2016-09-03 10:00:00;"Constitución";125;15
"917";2016-09-03 10:00:00;"Dr-Oloriz";0;31
"918";2016-09-03 10:00:00;"Méndez-Núñez";268;18
"919";2016-09-03 10:15:00;"Beiro-Andalucía";42;22
"920";2016-09-03 10:15:00;"Constitución";114;16
"921";2016-09-03 10:15:00;"Dr-Oloriz";0;29
"922";2016-09-03 10:15:00;"Méndez-Núñez";270;22
"923";2016-09-03 10:30:00;"Beiro-Andalucía";50;21
"924";2016-09-03 10:30:00;"Constitución";115;14
"925";2016-09-03 10:30:00;"Dr-Oloriz";0;33
