"";"Fecha";"Calle";"Espiras";"Mobywit"
"926";2016-09-03 10:30:00;"Méndez-Núñez";266;37
"927";2016-09-03 10:45:00;"Beiro-Andalucía";39;17
"928";2016-09-03 10:45:00;"Constitución";124;12
"929";2016-09-03 10:45:00;"Dr-Oloriz";0;33
"930";2016-09-03 10:45:00;"Méndez-Núñez";333;34
"931";2016-09-03 11:00:00;"Beiro-Andalucía";57;27
"932";2016-09-03 11:00:00;"Constitución";134;17
"933";2016-09-03 11:00:00;"Dr-Oloriz";0;29
"934";2016-09-03 11:00:00;"Méndez-Núñez";336;26
"935";2016-09-03 11:15:00;"Beiro-Andalucía";50;14
"936";2016-09-03 11:15:00;"Constitución";105;20
"937";2016-09-03 11:15:00;"Dr-Oloriz";0;38
"938";2016-09-03 11:15:00;"Méndez-Núñez";300;31
"939";2016-09-03 11:30:00;"Beiro-Andalucía";49;21
"940";2016-09-03 11:30:00;"Constitución";150;20
"941";2016-09-03 11:30:00;"Dr-Oloriz";0;35
"942";2016-09-03 11:30:00;"Méndez-Núñez";328;28
"943";2016-09-03 11:45:00;"Beiro-Andalucía";69;23
"944";2016-09-03 11:45:00;"Constitución";161;19
"945";2016-09-03 11:45:00;"Dr-Oloriz";0;38
"946";2016-09-03 11:45:00;"Méndez-Núñez";370;36
"947";2016-09-03 12:00:00;"Beiro-Andalucía";63;22
"948";2016-09-03 12:00:00;"Constitución";142;19
"949";2016-09-03 12:00:00;"Dr-Oloriz";0;38
"950";2016-09-03 12:00:00;"Méndez-Núñez";352;31
"951";2016-09-03 12:15:00;"Beiro-Andalucía";57;19
"952";2016-09-03 12:15:00;"Constitución";157;14
"953";2016-09-03 12:15:00;"Dr-Oloriz";0;36
"954";2016-09-03 12:15:00;"Méndez-Núñez";370;23
"955";2016-09-03 12:30:00;"Beiro-Andalucía";55;26
"956";2016-09-03 12:30:00;"Constitución";142;11
"957";2016-09-03 12:30:00;"Dr-Oloriz";0;40
"958";2016-09-03 12:30:00;"Méndez-Núñez";409;43
"959";2016-09-03 12:45:00;"Beiro-Andalucía";62;27
"960";2016-09-03 12:45:00;"Constitución";148;16
"961";2016-09-03 12:45:00;"Dr-Oloriz";0;34
"962";2016-09-03 12:45:00;"Méndez-Núñez";369;20
"963";2016-09-03 13:00:00;"Beiro-Andalucía";60;31
"964";2016-09-03 13:00:00;"Constitución";147;20
"965";2016-09-03 13:00:00;"Dr-Oloriz";0;38
"966";2016-09-03 13:00:00;"Méndez-Núñez";409;33
"967";2016-09-03 13:15:00;"Beiro-Andalucía";62;14
"968";2016-09-03 13:15:00;"Constitución";144;17
"969";2016-09-03 13:15:00;"Dr-Oloriz";0;29
"970";2016-09-03 13:15:00;"Méndez-Núñez";412;32
"971";2016-09-03 13:30:00;"Beiro-Andalucía";75;22
"972";2016-09-03 13:30:00;"Constitución";154;13
"973";2016-09-03 13:30:00;"Dr-Oloriz";0;31
"974";2016-09-03 13:30:00;"Méndez-Núñez";335;25
"975";2016-09-03 13:45:00;"Beiro-Andalucía";56;24
"976";2016-09-03 13:45:00;"Constitución";157;16
"977";2016-09-03 13:45:00;"Dr-Oloriz";0;33
"978";2016-09-03 13:45:00;"Méndez-Núñez";357;28
"979";2016-09-03 14:00:00;"Beiro-Andalucía";79;21
"980";2016-09-03 14:00:00;"Constitución";147;9
"981";2016-09-03 14:00:00;"Dr-Oloriz";0;19
"982";2016-09-03 14:00:00;"Méndez-Núñez";345;28
"983";2016-09-03 14:15:00;"Beiro-Andalucía";55;12
"984";2016-09-03 14:15:00;"Constitución";132;13
"985";2016-09-03 14:15:00;"Dr-Oloriz";0;24
"986";2016-09-03 14:15:00;"Méndez-Núñez";296;23
"987";2016-09-03 14:30:00;"Beiro-Andalucía";88;15
"988";2016-09-03 14:30:00;"Constitución";126;14
"989";2016-09-03 14:30:00;"Dr-Oloriz";0;34
"990";2016-09-03 14:30:00;"Méndez-Núñez";293;15
"991";2016-09-03 14:45:00;"Beiro-Andalucía";69;17
"992";2016-09-03 14:45:00;"Constitución";149;11
"993";2016-09-03 14:45:00;"Dr-Oloriz";0;30
"994";2016-09-03 14:45:00;"Méndez-Núñez";301;18
"995";2016-09-03 15:00:00;"Beiro-Andalucía";78;6
"996";2016-09-03 15:00:00;"Constitución";112;11
"997";2016-09-03 15:00:00;"Dr-Oloriz";0;21
"998";2016-09-03 15:00:00;"Méndez-Núñez";244;14
"999";2016-09-03 15:15:00;"Beiro-Andalucía";40;11
"1000";2016-09-03 15:15:00;"Constitución";122;7
"1001";2016-09-03 15:15:00;"Dr-Oloriz";0;18
"1002";2016-09-03 15:15:00;"Méndez-Núñez";231;15
"1003";2016-09-03 15:30:00;"Beiro-Andalucía";26;7
"1004";2016-09-03 15:30:00;"Constitución";112;7
"1005";2016-09-03 15:30:00;"Dr-Oloriz";0;13
"1006";2016-09-03 15:30:00;"Méndez-Núñez";215;13
"1007";2016-09-03 15:45:00;"Beiro-Andalucía";37;13
"1008";2016-09-03 15:45:00;"Constitución";89;3
"1009";2016-09-03 15:45:00;"Dr-Oloriz";0;14
"1010";2016-09-03 15:45:00;"Méndez-Núñez";190;19
"1011";2016-09-03 16:00:00;"Beiro-Andalucía";39;5
"1012";2016-09-03 16:00:00;"Constitución";65;9
"1013";2016-09-03 16:00:00;"Dr-Oloriz";0;19
"1014";2016-09-03 16:00:00;"Méndez-Núñez";154;9
"1015";2016-09-03 16:15:00;"Beiro-Andalucía";25;11
"1016";2016-09-03 16:15:00;"Constitución";88;5
"1017";2016-09-03 16:15:00;"Dr-Oloriz";0;15
"1018";2016-09-03 16:15:00;"Méndez-Núñez";144;11
"1019";2016-09-03 16:30:00;"Beiro-Andalucía";33;3
"1020";2016-09-03 16:30:00;"Constitución";86;5
"1021";2016-09-03 16:30:00;"Dr-Oloriz";0;11
"1022";2016-09-03 16:30:00;"Méndez-Núñez";182;13
"1023";2016-09-03 16:45:00;"Beiro-Andalucía";33;14
"1024";2016-09-03 16:45:00;"Constitución";85;9
"1025";2016-09-03 16:45:00;"Dr-Oloriz";0;10
"1026";2016-09-03 16:45:00;"Méndez-Núñez";165;7
"1027";2016-09-03 17:00:00;"Beiro-Andalucía";33;7
"1028";2016-09-03 17:00:00;"Constitución";104;9
"1029";2016-09-03 17:00:00;"Dr-Oloriz";0;9
"1030";2016-09-03 17:00:00;"Méndez-Núñez";202;17
"1031";2016-09-03 17:15:00;"Beiro-Andalucía";39;14
"1032";2016-09-03 17:15:00;"Constitución";104;9
"1033";2016-09-03 17:15:00;"Dr-Oloriz";0;21
"1034";2016-09-03 17:15:00;"Méndez-Núñez";213;16
"1035";2016-09-03 17:30:00;"Beiro-Andalucía";43;16
"1036";2016-09-03 17:30:00;"Constitución";101;9
"1037";2016-09-03 17:30:00;"Dr-Oloriz";0;14
"1038";2016-09-03 17:30:00;"Méndez-Núñez";209;17
"1039";2016-09-03 17:45:00;"Beiro-Andalucía";43;6
"1040";2016-09-03 17:45:00;"Constitución";98;10
"1041";2016-09-03 17:45:00;"Dr-Oloriz";0;23
"1042";2016-09-03 17:45:00;"Méndez-Núñez";194;23
"1043";2016-09-03 18:00:00;"Beiro-Andalucía";48;8
"1044";2016-09-03 18:00:00;"Constitución";101;7
"1045";2016-09-03 18:00:00;"Dr-Oloriz";0;15
"1046";2016-09-03 18:00:00;"Méndez-Núñez";208;22
"1047";2016-09-03 18:15:00;"Beiro-Andalucía";38;13
"1048";2016-09-03 18:15:00;"Constitución";101;10
"1049";2016-09-03 18:15:00;"Dr-Oloriz";0;17
"1050";2016-09-03 18:15:00;"Méndez-Núñez";209;8
"1051";2016-09-03 18:30:00;"Beiro-Andalucía";45;11
"1052";2016-09-03 18:30:00;"Constitución";106;13
"1053";2016-09-03 18:30:00;"Dr-Oloriz";0;16
"1054";2016-09-03 18:30:00;"Méndez-Núñez";238;22
"1055";2016-09-03 18:45:00;"Beiro-Andalucía";43;15
"1056";2016-09-03 18:45:00;"Constitución";122;11
"1057";2016-09-03 18:45:00;"Dr-Oloriz";0;24
"1058";2016-09-03 18:45:00;"Méndez-Núñez";260;18
"1059";2016-09-03 19:00:00;"Beiro-Andalucía";42;13
"1060";2016-09-03 19:00:00;"Constitución";112;20
"1061";2016-09-03 19:00:00;"Dr-Oloriz";0;20
"1062";2016-09-03 19:00:00;"Méndez-Núñez";218;29
"1063";2016-09-03 19:15:00;"Beiro-Andalucía";54;14
"1064";2016-09-03 19:15:00;"Constitución";125;12
"1065";2016-09-03 19:15:00;"Dr-Oloriz";0;17
"1066";2016-09-03 19:15:00;"Méndez-Núñez";291;25
"1067";2016-09-03 19:30:00;"Beiro-Andalucía";46;13
"1068";2016-09-03 19:30:00;"Constitución";93;13
"1069";2016-09-03 19:30:00;"Dr-Oloriz";0;19
"1070";2016-09-03 19:30:00;"Méndez-Núñez";262;22
"1071";2016-09-03 19:45:00;"Beiro-Andalucía";42;25
"1072";2016-09-03 19:45:00;"Constitución";126;17
"1073";2016-09-03 19:45:00;"Dr-Oloriz";0;25
"1074";2016-09-03 19:45:00;"Méndez-Núñez";274;25
"1075";2016-09-03 20:00:00;"Beiro-Andalucía";58;12
"1076";2016-09-03 20:00:00;"Constitución";113;14
"1077";2016-09-03 20:00:00;"Dr-Oloriz";0;24
"1078";2016-09-03 20:00:00;"Méndez-Núñez";276;23
"1079";2016-09-03 20:15:00;"Beiro-Andalucía";44;17
"1080";2016-09-03 20:15:00;"Constitución";116;17
"1081";2016-09-03 20:15:00;"Dr-Oloriz";0;26
"1082";2016-09-03 20:15:00;"Méndez-Núñez";227;20
"1083";2016-09-03 20:30:00;"Beiro-Andalucía";57;22
"1084";2016-09-03 20:30:00;"Constitución";153;29
"1085";2016-09-03 20:30:00;"Dr-Oloriz";0;27
"1086";2016-09-03 20:30:00;"Méndez-Núñez";268;29
"1087";2016-09-03 20:45:00;"Beiro-Andalucía";64;13
"1088";2016-09-03 20:45:00;"Constitución";134;25
"1089";2016-09-03 20:45:00;"Dr-Oloriz";0;27
"1090";2016-09-03 20:45:00;"Méndez-Núñez";264;24
"1091";2016-09-03 21:00:00;"Beiro-Andalucía";69;25
"1092";2016-09-03 21:00:00;"Constitución";149;26
"1093";2016-09-03 21:00:00;"Dr-Oloriz";0;30
"1094";2016-09-03 21:00:00;"Méndez-Núñez";269;26
"1095";2016-09-03 21:15:00;"Beiro-Andalucía";89;13
"1096";2016-09-03 21:15:00;"Constitución";150;21
"1097";2016-09-03 21:15:00;"Dr-Oloriz";0;38
"1098";2016-09-03 21:15:00;"Méndez-Núñez";259;22
"1099";2016-09-03 21:30:00;"Beiro-Andalucía";72;13
"1100";2016-09-03 21:30:00;"Constitución";154;17
"1101";2016-09-03 21:30:00;"Dr-Oloriz";0;39
"1102";2016-09-03 21:30:00;"Méndez-Núñez";278;31
"1103";2016-09-03 21:45:00;"Beiro-Andalucía";94;23
"1104";2016-09-03 21:45:00;"Constitución";137;20
"1105";2016-09-03 21:45:00;"Dr-Oloriz";0;24
"1106";2016-09-03 21:45:00;"Méndez-Núñez";321;33
"1107";2016-09-03 22:00:00;"Beiro-Andalucía";79;10
"1108";2016-09-03 22:00:00;"Constitución";173;14
"1109";2016-09-03 22:00:00;"Dr-Oloriz";0;33
"1110";2016-09-03 22:00:00;"Méndez-Núñez";297;26
"1111";2016-09-03 22:15:00;"Beiro-Andalucía";56;12
"1112";2016-09-03 22:15:00;"Constitución";157;12
"1113";2016-09-03 22:15:00;"Dr-Oloriz";0;25
"1114";2016-09-03 22:15:00;"Méndez-Núñez";294;18
"1115";2016-09-03 22:30:00;"Beiro-Andalucía";55;19
"1116";2016-09-03 22:30:00;"Constitución";128;12
"1117";2016-09-03 22:30:00;"Dr-Oloriz";0;16
"1118";2016-09-03 22:30:00;"Méndez-Núñez";289;16
"1119";2016-09-03 22:45:00;"Beiro-Andalucía";43;9
"1120";2016-09-03 22:45:00;"Constitución";99;7
"1121";2016-09-03 22:45:00;"Dr-Oloriz";0;17
"1122";2016-09-03 22:45:00;"Méndez-Núñez";232;18
"1123";2016-09-03 23:00:00;"Beiro-Andalucía";38;9
"1124";2016-09-03 23:00:00;"Constitución";83;12
"1125";2016-09-03 23:00:00;"Dr-Oloriz";0;16
"1126";2016-09-03 23:00:00;"Méndez-Núñez";220;21
"1127";2016-09-03 23:15:00;"Beiro-Andalucía";27;12
"1128";2016-09-03 23:15:00;"Constitución";119;12
"1129";2016-09-03 23:15:00;"Dr-Oloriz";0;16
"1130";2016-09-03 23:15:00;"Méndez-Núñez";201;20
"1131";2016-09-03 23:30:00;"Beiro-Andalucía";28;7
"1132";2016-09-03 23:30:00;"Constitución";92;15
"1133";2016-09-03 23:30:00;"Dr-Oloriz";0;23
"1134";2016-09-03 23:30:00;"Méndez-Núñez";226;17
"1135";2016-09-03 23:45:00;"Beiro-Andalucía";21;6
"1136";2016-09-03 23:45:00;"Constitución";97;17
"1137";2016-09-03 23:45:00;"Dr-Oloriz";0;20
"1138";2016-09-03 23:45:00;"Méndez-Núñez";217;21
"1139";2016-09-04 00:00:00;"Beiro-Andalucía";34;11
"1140";2016-09-04 00:00:00;"Constitución";101;7
"1141";2016-09-04 00:00:00;"Dr-Oloriz";0;24
"1142";2016-09-04 00:00:00;"Méndez-Núñez";174;15
"1143";2016-09-04 00:15:00;"Beiro-Andalucía";20;3
"1144";2016-09-04 00:15:00;"Constitución";93;11
"1145";2016-09-04 00:15:00;"Dr-Oloriz";0;24
"1146";2016-09-04 00:15:00;"Méndez-Núñez";199;17
"1147";2016-09-04 00:30:00;"Beiro-Andalucía";28;11
"1148";2016-09-04 00:30:00;"Constitución";102;11
"1149";2016-09-04 00:30:00;"Dr-Oloriz";0;23
"1150";2016-09-04 00:30:00;"Méndez-Núñez";175;15
"1151";2016-09-04 00:45:00;"Beiro-Andalucía";27;15
"1152";2016-09-04 00:45:00;"Constitución";99;12
"1153";2016-09-04 00:45:00;"Dr-Oloriz";0;24
"1154";2016-09-04 00:45:00;"Méndez-Núñez";226;11
"1155";2016-09-04 01:00:00;"Beiro-Andalucía";28;12
"1156";2016-09-04 01:00:00;"Constitución";98;14
"1157";2016-09-04 01:00:00;"Dr-Oloriz";0;22
"1158";2016-09-04 01:00:00;"Méndez-Núñez";201;12
"1159";2016-09-04 01:15:00;"Beiro-Andalucía";16;11
"1160";2016-09-04 01:15:00;"Constitución";103;10
"1161";2016-09-04 01:15:00;"Dr-Oloriz";0;20
"1162";2016-09-04 01:15:00;"Méndez-Núñez";199;18
"1163";2016-09-04 01:30:00;"Beiro-Andalucía";15;9
"1164";2016-09-04 01:30:00;"Constitución";74;5
"1165";2016-09-04 01:30:00;"Dr-Oloriz";0;18
"1166";2016-09-04 01:30:00;"Méndez-Núñez";190;8
"1167";2016-09-04 01:45:00;"Beiro-Andalucía";21;4
"1168";2016-09-04 01:45:00;"Constitución";87;4
"1169";2016-09-04 01:45:00;"Dr-Oloriz";0;10
"1170";2016-09-04 01:45:00;"Méndez-Núñez";164;13
"1171";2016-09-04 02:00:00;"Beiro-Andalucía";5;6
"1172";2016-09-04 02:00:00;"Constitución";51;4
"1173";2016-09-04 02:00:00;"Dr-Oloriz";0;14
"1174";2016-09-04 02:00:00;"Méndez-Núñez";143;6
"1175";2016-09-04 02:15:00;"Beiro-Andalucía";8;9
"1176";2016-09-04 02:15:00;"Constitución";57;7
"1177";2016-09-04 02:15:00;"Dr-Oloriz";0;11
"1178";2016-09-04 02:15:00;"Méndez-Núñez";144;9
"1179";2016-09-04 02:30:00;"Beiro-Andalucía";15;3
"1180";2016-09-04 02:30:00;"Constitución";55;7
"1181";2016-09-04 02:30:00;"Dr-Oloriz";0;11
"1182";2016-09-04 02:30:00;"Méndez-Núñez";96;9
"1183";2016-09-04 02:45:00;"Constitución";50;4
"1184";2016-09-04 02:45:00;"Dr-Oloriz";0;13
"1185";2016-09-04 02:45:00;"Méndez-Núñez";113;9
"1186";2016-09-04 03:00:00;"Beiro-Andalucía";5;4
"1187";2016-09-04 03:00:00;"Constitución";50;9
"1188";2016-09-04 03:00:00;"Dr-Oloriz";0;23
"1189";2016-09-04 03:00:00;"Méndez-Núñez";113;8
"1190";2016-09-04 03:15:00;"Beiro-Andalucía";17;6
"1191";2016-09-04 03:15:00;"Constitución";57;6
"1192";2016-09-04 03:15:00;"Dr-Oloriz";0;9
"1193";2016-09-04 03:15:00;"Méndez-Núñez";98;8
"1194";2016-09-04 03:30:00;"Beiro-Andalucía";6;3
"1195";2016-09-04 03:30:00;"Constitución";60;2
"1196";2016-09-04 03:30:00;"Dr-Oloriz";0;7
"1197";2016-09-04 03:30:00;"Méndez-Núñez";93;10
"1198";2016-09-04 03:45:00;"Beiro-Andalucía";4;3
"1199";2016-09-04 03:45:00;"Constitución";37;2
"1200";2016-09-04 03:45:00;"Dr-Oloriz";0;13
"1201";2016-09-04 03:45:00;"Méndez-Núñez";67;9
"1202";2016-09-04 04:00:00;"Beiro-Andalucía";9;3
"1203";2016-09-04 04:00:00;"Constitución";29;3
"1204";2016-09-04 04:00:00;"Dr-Oloriz";0;11
"1205";2016-09-04 04:00:00;"Méndez-Núñez";58;40
"1206";2016-09-04 04:15:00;"Beiro-Andalucía";6;6
"1207";2016-09-04 04:15:00;"Constitución";38;1
"1208";2016-09-04 04:15:00;"Dr-Oloriz";0;8
"1209";2016-09-04 04:15:00;"Méndez-Núñez";61;32
"1210";2016-09-04 04:30:00;"Beiro-Andalucía";7;5
"1211";2016-09-04 04:30:00;"Constitución";36;2
"1212";2016-09-04 04:30:00;"Dr-Oloriz";0;10
"1213";2016-09-04 04:30:00;"Méndez-Núñez";61;37
"1214";2016-09-04 04:45:00;"Beiro-Andalucía";8;2
"1215";2016-09-04 04:45:00;"Constitución";33;3
"1216";2016-09-04 04:45:00;"Dr-Oloriz";0;8
"1217";2016-09-04 04:45:00;"Méndez-Núñez";60;17
"1218";2016-09-04 05:00:00;"Beiro-Andalucía";9;6
"1219";2016-09-04 05:00:00;"Constitución";28;5
"1220";2016-09-04 05:00:00;"Dr-Oloriz";0;9
"1221";2016-09-04 05:00:00;"Méndez-Núñez";55;12
"1222";2016-09-04 05:15:00;"Beiro-Andalucía";4;5
"1223";2016-09-04 05:15:00;"Constitución";27;6
"1224";2016-09-04 05:15:00;"Dr-Oloriz";0;6
"1225";2016-09-04 05:15:00;"Méndez-Núñez";64;32
"1226";2016-09-04 05:30:00;"Beiro-Andalucía";7;2
"1227";2016-09-04 05:30:00;"Constitución";27;1
"1228";2016-09-04 05:30:00;"Dr-Oloriz";0;9
"1229";2016-09-04 05:30:00;"Méndez-Núñez";40;20
"1230";2016-09-04 05:45:00;"Beiro-Andalucía";6;3
"1231";2016-09-04 05:45:00;"Constitución";27;4
"1232";2016-09-04 05:45:00;"Dr-Oloriz";0;11
"1233";2016-09-04 05:45:00;"Méndez-Núñez";56;7
"1234";2016-09-04 06:00:00;"Beiro-Andalucía";6;4
"1235";2016-09-04 06:00:00;"Constitución";25;3
"1236";2016-09-04 06:00:00;"Dr-Oloriz";0;8
"1237";2016-09-04 06:00:00;"Méndez-Núñez";54;11
"1238";2016-09-04 06:15:00;"Beiro-Andalucía";4;3
"1239";2016-09-04 06:15:00;"Constitución";35;3
"1240";2016-09-04 06:15:00;"Dr-Oloriz";0;7
"1241";2016-09-04 06:15:00;"Méndez-Núñez";55;18
"1242";2016-09-04 06:30:00;"Beiro-Andalucía";4;3
"1243";2016-09-04 06:30:00;"Constitución";32;4
"1244";2016-09-04 06:30:00;"Dr-Oloriz";0;12
"1245";2016-09-04 06:30:00;"Méndez-Núñez";42;8
"1246";2016-09-04 06:45:00;"Beiro-Andalucía";8;6
"1247";2016-09-04 06:45:00;"Dr-Oloriz";0;8
"1248";2016-09-04 06:45:00;"Méndez-Núñez";49;24
"1249";2016-09-04 07:00:00;"Beiro-Andalucía";11;6
"1250";2016-09-04 07:00:00;"Constitución";33;2
"1251";2016-09-04 07:00:00;"Dr-Oloriz";0;10
"1252";2016-09-04 07:00:00;"Méndez-Núñez";42;24
"1253";2016-09-04 07:15:00;"Beiro-Andalucía";16;7
"1254";2016-09-04 07:15:00;"Constitución";38;7
"1255";2016-09-04 07:15:00;"Dr-Oloriz";0;8
"1256";2016-09-04 07:15:00;"Méndez-Núñez";48;7
"1257";2016-09-04 07:30:00;"Beiro-Andalucía";21;3
"1258";2016-09-04 07:30:00;"Constitución";38;4
"1259";2016-09-04 07:30:00;"Dr-Oloriz";0;15
"1260";2016-09-04 07:30:00;"Méndez-Núñez";63;7
"1261";2016-09-04 07:45:00;"Beiro-Andalucía";59;4
"1262";2016-09-04 07:45:00;"Constitución";49;3
"1263";2016-09-04 07:45:00;"Dr-Oloriz";0;12
"1264";2016-09-04 07:45:00;"Méndez-Núñez";108;30
"1265";2016-09-04 08:00:00;"Beiro-Andalucía";53;1
"1266";2016-09-04 08:00:00;"Constitución";45;1
"1267";2016-09-04 08:00:00;"Dr-Oloriz";0;16
"1268";2016-09-04 08:00:00;"Méndez-Núñez";100;22
"1269";2016-09-04 08:15:00;"Beiro-Andalucía";24;1
"1270";2016-09-04 08:15:00;"Constitución";60;5
"1271";2016-09-04 08:15:00;"Dr-Oloriz";0;12
"1272";2016-09-04 08:15:00;"Méndez-Núñez";102;25
"1273";2016-09-04 08:30:00;"Beiro-Andalucía";15;9
"1274";2016-09-04 08:30:00;"Constitución";45;7
"1275";2016-09-04 08:30:00;"Dr-Oloriz";0;15
"1276";2016-09-04 08:30:00;"Méndez-Núñez";94;16
"1277";2016-09-04 08:45:00;"Beiro-Andalucía";17;5
"1278";2016-09-04 08:45:00;"Constitución";56;8
"1279";2016-09-04 08:45:00;"Dr-Oloriz";0;19
"1280";2016-09-04 08:45:00;"Méndez-Núñez";101;17
"1281";2016-09-04 09:00:00;"Beiro-Andalucía";24;9
"1282";2016-09-04 09:00:00;"Constitución";75;10
"1283";2016-09-04 09:00:00;"Dr-Oloriz";0;17
"1284";2016-09-04 09:00:00;"Méndez-Núñez";127;8
"1285";2016-09-04 09:15:00;"Beiro-Andalucía";24;7
"1286";2016-09-04 09:15:00;"Constitución";57;8
"1287";2016-09-04 09:15:00;"Dr-Oloriz";0;22
"1288";2016-09-04 09:15:00;"Méndez-Núñez";126;54
"1289";2016-09-04 09:30:00;"Beiro-Andalucía";27;9
"1290";2016-09-04 09:30:00;"Constitución";56;5
"1291";2016-09-04 09:30:00;"Dr-Oloriz";0;12
"1292";2016-09-04 09:30:00;"Méndez-Núñez";86;77
"1293";2016-09-04 09:45:00;"Beiro-Andalucía";31;9
"1294";2016-09-04 09:45:00;"Constitución";62;6
"1295";2016-09-04 09:45:00;"Dr-Oloriz";0;18
"1296";2016-09-04 09:45:00;"Méndez-Núñez";119;62
"1297";2016-09-04 10:00:00;"Beiro-Andalucía";32;8
"1298";2016-09-04 10:00:00;"Constitución";63;7
"1299";2016-09-04 10:00:00;"Dr-Oloriz";0;16
"1300";2016-09-04 10:00:00;"Méndez-Núñez";141;37
"1301";2016-09-04 10:15:00;"Beiro-Andalucía";16;14
"1302";2016-09-04 10:15:00;"Constitución";64;9
"1303";2016-09-04 10:15:00;"Dr-Oloriz";0;19
"1304";2016-09-04 10:15:00;"Méndez-Núñez";148;32
"1305";2016-09-04 10:30:00;"Beiro-Andalucía";39;14
"1306";2016-09-04 10:30:00;"Constitución";86;6
"1307";2016-09-04 10:30:00;"Dr-Oloriz";0;14
"1308";2016-09-04 10:30:00;"Méndez-Núñez";153;40
"1309";2016-09-04 10:45:00;"Beiro-Andalucía";31;18
"1310";2016-09-04 10:45:00;"Constitución";82;6
"1311";2016-09-04 10:45:00;"Dr-Oloriz";0;17
"1312";2016-09-04 10:45:00;"Méndez-Núñez";171;8
"1313";2016-09-04 11:00:00;"Beiro-Andalucía";30;24
"1314";2016-09-04 11:00:00;"Constitución";79;8
"1315";2016-09-04 11:00:00;"Dr-Oloriz";0;11
"1316";2016-09-04 11:00:00;"Méndez-Núñez";185;21
"1317";2016-09-04 11:15:00;"Beiro-Andalucía";36;21
"1318";2016-09-04 11:15:00;"Constitución";101;11
"1319";2016-09-04 11:15:00;"Dr-Oloriz";0;20
"1320";2016-09-04 11:15:00;"Méndez-Núñez";225;119
"1321";2016-09-04 11:30:00;"Beiro-Andalucía";53;13
"1322";2016-09-04 11:30:00;"Constitución";95;9
"1323";2016-09-04 11:30:00;"Dr-Oloriz";0;21
"1324";2016-09-04 11:30:00;"Méndez-Núñez";209;120
"1325";2016-09-04 11:45:00;"Beiro-Andalucía";38;13
"1326";2016-09-04 11:45:00;"Constitución";111;30
"1327";2016-09-04 11:45:00;"Dr-Oloriz";0;39
"1328";2016-09-04 11:45:00;"Méndez-Núñez";256;109
"1329";2016-09-04 12:00:00;"Beiro-Andalucía";45;18
"1330";2016-09-04 12:00:00;"Constitución";133;18
"1331";2016-09-04 12:00:00;"Dr-Oloriz";0;27
"1332";2016-09-04 12:00:00;"Méndez-Núñez";248;90
"1333";2016-09-04 12:15:00;"Beiro-Andalucía";51;21
"1334";2016-09-04 12:15:00;"Constitución";101;19
"1335";2016-09-04 12:15:00;"Dr-Oloriz";0;30
"1336";2016-09-04 12:15:00;"Méndez-Núñez";256;48
"1337";2016-09-04 12:30:00;"Beiro-Andalucía";58;18
"1338";2016-09-04 12:30:00;"Constitución";113;14
"1339";2016-09-04 12:30:00;"Dr-Oloriz";0;29
"1340";2016-09-04 12:30:00;"Méndez-Núñez";285;53
"1341";2016-09-04 12:45:00;"Beiro-Andalucía";49;9
"1342";2016-09-04 12:45:00;"Constitución";137;17
"1343";2016-09-04 12:45:00;"Dr-Oloriz";0;33
"1344";2016-09-04 12:45:00;"Méndez-Núñez";274;29
"1345";2016-09-04 13:00:00;"Beiro-Andalucía";61;17
"1346";2016-09-04 13:00:00;"Constitución";142;13
"1347";2016-09-04 13:00:00;"Dr-Oloriz";0;32
"1348";2016-09-04 13:00:00;"Méndez-Núñez";293;20
"1349";2016-09-04 13:15:00;"Beiro-Andalucía";51;12
"1350";2016-09-04 13:15:00;"Constitución";116;12
"1351";2016-09-04 13:15:00;"Dr-Oloriz";0;21
"1352";2016-09-04 13:15:00;"Méndez-Núñez";299;82
"1353";2016-09-04 13:30:00;"Beiro-Andalucía";46;15
"1354";2016-09-04 13:30:00;"Constitución";121;19
"1355";2016-09-04 13:30:00;"Dr-Oloriz";0;32
"1356";2016-09-04 13:30:00;"Méndez-Núñez";286;102
"1357";2016-09-04 13:45:00;"Beiro-Andalucía";56;22
"1358";2016-09-04 13:45:00;"Constitución";144;14
"1359";2016-09-04 13:45:00;"Dr-Oloriz";0;30
"1360";2016-09-04 13:45:00;"Méndez-Núñez";292;102
"1361";2016-09-04 14:00:00;"Beiro-Andalucía";51;10
"1362";2016-09-04 14:00:00;"Constitución";120;17
"1363";2016-09-04 14:00:00;"Dr-Oloriz";0;33
"1364";2016-09-04 14:00:00;"Méndez-Núñez";302;59
"1365";2016-09-04 14:15:00;"Beiro-Andalucía";61;5
"1366";2016-09-04 14:15:00;"Constitución";111;14
"1367";2016-09-04 14:15:00;"Dr-Oloriz";0;17
"1368";2016-09-04 14:15:00;"Méndez-Núñez";277;50
"1369";2016-09-04 14:30:00;"Beiro-Andalucía";56;18
"1370";2016-09-04 14:30:00;"Constitución";102;9
"1371";2016-09-04 14:30:00;"Dr-Oloriz";0;16
"1372";2016-09-04 14:30:00;"Méndez-Núñez";279;26
"1373";2016-09-04 14:45:00;"Beiro-Andalucía";67;17
"1374";2016-09-04 14:45:00;"Constitución";102;11
"1375";2016-09-04 14:45:00;"Dr-Oloriz";0;17
"1376";2016-09-04 14:45:00;"Méndez-Núñez";257;10
"1377";2016-09-04 15:00:00;"Beiro-Andalucía";54;13
"1378";2016-09-04 15:00:00;"Constitución";127;15
