5
#n time_102	time_112	time_122	time_132	time_142
325	0	0	1965	675
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
3413	2079	46	0	0
0	9962	213	121	257
0	0	0	0	0
765	603	1352	88	4215
604	4572	2996	126	246
0	0	0	0	183
0	0	0	0	0
0	53	0	131	270
107	257	0	0	0
0	0	0	16	0
113	3433	0	417	2614
0	3160	0	0	0
241	7555	372	124	681
1427	2766	1685	120	602
0	0	68	38	77
0	1501	0	1456	133
0	0	0	0	0
0	0	0	0	0
0	0	0	2469	0
0	0	0	0	0
120	2069	0	0	0
0	0	0	2864	4239
61	677	715	138	7429
0	0	0	586	378
0	237	0	0	0
0	154	0	0	253
0	0	0	0	0
0	0	0	147	2158
150	5959	0	2045	5785
0	0	0	0	0
0	5896	3638	325	436
0	663	1164	1539	1559
0	0	0	0	0
40	0	0	2983	606
0	2	341	0	0
240	7253	0	0	0
0	1699	0	3727	4187
0	951	0	0	0
10	584	0	31	20
638	0	0	496	496
0	0	0	0	0
0	0	0	30	0
0	1003	629	986	1192
77	3250	2363	0	9
18	930	24	416	416
0	0	0	0	0
410	4896	1051	0	386
0	2440	0	4	322
21	0	0	0	0
0	0	10	0	0
0	0	0	41	0
0	0	0	0	0
0	192	0	106	1164
0	3568	0	0	0
6	0	0	0	0
0	0	0	0	0
195	0	0	0	0
2887	1137	0	958	4132
828	3854	422	1576	1207
0	0	0	0	722
0	0	0	0	0
0	6672	0	0	180
0	157	0	52	66
92	5161	344	16	28
0	1464	0	0	983
0	5821	106	0	0
0	1605	891	0	3308
0	7884	639	0	3
698	0	0	5	5
0	3634	260	51	221
0	0	0	201	0
240	0	0	0	0
534	413	620	40	390
217	15	0	144	0
0	0	0	0	0
0	0	0	0	0
0	15205	292	447	583
1897	0	0	0	0
0	0	16	157	426
105	2148	8	0	160
1725	0	0	0	0
4385	12157	5415	0	0
502	3454	0	248	0
0	0	0	0	0
0	9537	222	301	795
0	0	0	0	0
0	0	0	0	0
0	0	0	108	0
409	411	50	0	0
0	0	0	711	0
49	61	0	98	98
0	856	0	0	0
0	0	0	0	0
8	0	0	0	0
826	0	0	0	0
0	277	107	0	190
0	0	0	0	0
49	791	46	748	4251
0	0	0	0	0
0	1001	605	33	269
0	513	0	0	0
7	62	68	260	132
72	1559	6425	0	253
0	0	0	0	0
938	11090	7588	174	661
11	0	0	34	18
0	15378	2471	73	176
0	0	0	421	0
0	6330	287	0	0
17	0	0	50	373
800	601	340	0	169
1600	0	0	0	0
0	0	0	561	0
0	6169	1152	59	548
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
133	0	0	0	0
0	0	0	89	76
6	1438	0	60	0
0	0	0	35	0
298	3292	136	97	2682
0	0	0	0	0
0	5	0	0	0
0	0	0	969	1162
0	1549	1746	0	497
0	0	0	155	0
0	0	4258	0	1619
166	52	12	0	0
506	1145	335	0	102
60	3085	691	0	1343
0	1396	517	0	0
0	0	0	0	0
328	0	0	0	0
333	0	0	0	79
2334	0	0	0	0
2412	3164	171	80	2423
0	0	0	0	0
0	10791	773	795	760
0	0	0	510	212
27	894	0	0	427
5924	493	3060	330	2199
0	309	173	0	0
340	0	0	0	233
153	4132	3521	614	2673
79	3929	0	603	1575
0	1735	0	89	32
124	0	0	0	310
30	267	0	0	0
0	774	2414	0	0
0	0	0	1237	0
0	0	0	102	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	6240	4180	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	274	0
0	0	0	0	0
0	2577	148	120	281
0	4712	0	513	2003
0	0	0	0	0
35	643	131	0	4724
0	1065	0	160	160
1577	1084	41	128	184
0	0	0	0	0
0	0	0	826	0
0	2896	5603	129	501
88	3091	0	934	840
0	0	0	368	0
191	101	34	71	84
0	0	0	0	0
0	0	0	321	0
0	0	0	93	0
15	2464	0	0	2441
0	0	0	62	5
0	0	0	0	0
6495	0	0	0	0
0	0	0	0	0
0	0	0	123	0
0	0	0	0	0
751	2767	4683	281	314
0	1869	31	15	487
102	13459	0	327	741
0	2245	3	0	0
58	5181	4597	300	0
148	4369	1452	113	137
0	1663	409	957	1080
0	0	0	352	29
0	140	0	0	0
292	886	0	447	5239
0	59	613	0	0
0	0	0	0	0
276	1015	0	757	1130
369	0	0	0	0
0	836	0	185	129
0	353	267	0	0
0	1043	275	16	0
0	677	30	0	735
0	0	0	0	0
13	6044	362	61	0
0	5430	0	387	252
59	91	0	221	404
1715	2239	0	0	132
0	3109	0	0	151
0	0	0	305	0
0	2788	0	0	0
0	2025	0	9732	1922
0	0	0	181	0
24	4674	2787	251	389
0	0	0	0	0
199	5161	335	0	125
0	0	0	320	0
0	4434	1167	0	0
0	173	0	0	367
0	0	0	0	0
1500	4200	2718	322	388
49	3219	1616	0	0
0	0	0	0	0
79	188	20	17	0
325	1207	0	128	2420
0	3797	0	36	0
0	15406	330	0	0
224	0	0	0	0
0	12712	0	1085	13820
2832	1630	0	122	0
0	211	1048	97	185
0	7989	1101	0	0
0	0	0	0	0
0	0	262	0	0
0	0	0	0	0
0	12624	0	0	507
0	0	0	115	16
14	0	0	0	0
0	0	0	17	0
39	4804	2362	443	1972
0	992	0	0	22
0	0	0	16	0
0	4	0	253	341
0	8667	8207	0	0
264	4255	0	302	666
0	1616	499	0	11
745	580	297	236	1161
0	2520	346	12	12
0	294	0	803	1539
349	2876	4547	217	104
29	0	0	0	40
0	0	0	0	0
0	43	0	0	0
0	0	0	0	0
0	0	0	0	0
0	1587	0	0	809
8	327	248	0	0
480	261	0	0	8330
118	0	0	3	0
0	0	0	596	110
335	0	0	0	167
0	0	0	8	12
0	1623	0	123	0
240	0	0	0	0
459	0	0	0	0
0	0	0	0	0
10	0	0	0	0
0	0	0	475	0
27	441	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	45	0
0	0	0	0	0
0	0	0	0	0
139	6919	208	477	377
0	0	0	0	0
1634	1129	223	0	0
0	111	0	73	0
0	9	0	0	0
0	0	0	0	0
0	0	0	0	0
0	515	12	0	54
62	597	1242	33	214
61	0	0	574	611
1105	6579	3419	1676	3387
20	0	0	0	0
769	3677	1496	699	500
777	541	2057	12	25
573	2406	905	0	0
4096	4583	0	4	216
0	0	0	0	0
0	0	0	361	18
0	0	0	491	0
0	0	0	0	0
0	0	0	0	0
284	385	0	0	108
6	0	0	0	0
323	0	0	0	0
1731	120	0	0	69
939	3364	2929	100	86
1259	0	0	0	342
0	4099	0	0	14
0	0	0	0	0
181	10501	1769	3209	5418
0	2426	160	0	0
366	1333	283	160	572
0	7267	19	19	149
176	374	19	0	793
0	0	0	0	0
0	0	0	0	0
450	3730	0	100	100
0	3175	0	0	1143
0	1432	884	0	0
0	279	0	0	0
2602	2133	477	265	686
0	0	0	0	0
0	493	0	13	561
0	0	0	57	38
0	2654	2516	78	241
0	0	0	394	722
0	4731	3345	135	135
1176	0	0	0	81
0	0	0	0	0
0	0	0	0	0
0	233	91	374	136
0	0	0	0	3173
0	0	0	2023	0
0	924	449	0	0
21	0	0	0	0
0	68	0	0	0
927	0	0	0	0
0	2932	0	0	0
448	10	0	0	0
0	0	0	35	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
77	13914	2630	458	931
600	9533	0	122	0
0	0	0	155	4
0	0	0	141	0
0	0	0	310	310
0	0	0	0	0
3079	0	0	0	0
270	6965	1503	0	0
1377	0	0	0	0
5513	1965	0	0	0
2177	3604	0	0	0
12	1815	2125	30	30
0	5734	0	0	0
0	9514	75	355	720
34	436	2485	146	204
0	9	0	246	60
0	0	0	0	0
0	0	0	0	0
0	1305	4220	0	0
0	0	0	0	0
0	0	0	0	0
4460	1843	205	93	1636
0	0	1204	0	0
0	0	0	30	12
0	11	0	0	0
0	0	0	0	1
0	0	0	0	0
3522	0	0	193	35
0	3956	753	0	683
295	8172	0	1299	3916
0	0	0	0	0
388	302	64	0	102
0	0	0	284	61
63	1859	2996	213	242
585	0	0	0	0
2543	0	0	0	0
1376	6133	0	1015	2794
640	0	0	426	426
0	0	0	240	0
438	4409	107	0	489
0	0	0	0	0
0	2336	0	0	133
30	0	0	0	0
0	0	0	0	0
0	0	0	93	0
0	0	0	940	384
0	0	0	0	0
0	0	0	0	0
0	0	0	103	0
0	4698	0	38	274
32	590	19	24	35
0	584	0	0	6626
0	0	0	172	0
60	0	0	0	0
188	8089	0	362	818
386	1191	796	0	0
0	459	0	0	0
0	559	0	0	75
0	0	0	0	0
0	3791	0	0	0
0	1232	1363	21	0
41	0	0	0	0
0	0	0	0	0
0	0	0	276	0
10	8254	0	758	999
0	0	0	0	0
3	136	0	6	188
8	498	499	37	328
0	0	0	150	0
194	0	0	0	0
33	6256	0	67	532
0	60	80	0	0
0	5614	860	166	1521
0	4	0	1233	0
0	224	0	62	62
0	0	0	38	0
90	2499	0	310	1221
62	4844	1249	257	608
622	244	2294	0	1935
0	0	0	0	0
166	2	1	0	0
417	0	0	0	0
120	11578	9231	104	0
5	3837	0	0	0
0	293	583	0	0
323	29	0	0	4
177	254	0	0	399
0	0	0	0	0
2	4648	143	0	0
0	0	0	25	0
0	0	0	15	0
681	0	158	0	0
0	0	0	64	14
0	0	0	0	0
0	0	0	0	0
0	0	0	275	0
0	0	0	937	0
0	10909	68	252	189
0	0	0	2339	0
0	527	0	0	0
0	0	333	0	0
0	0	0	0	170
0	860	0	853	1292
2535	1107	234	0	0
1414	1784	288	1899	2513
6536	145	0	0	0
111	33	0	0	23
0	5875	3455	457	1738
320	744	3172	0	1052
527	0	0	254	325
0	0	0	1659	108
71	2581	125	127	109
1776	2559	170	0	0
853	0	0	85	52
0	15058	103	0	1529
0	0	0	121	0
200	2293	1031	282	254
22559	290	0	5969	5512
2262	0	0	0	0
0	16450	4	0	0
304	7784	693	0	1417
3	541	352	0	3
19120	0	0	18	0
435	1280	18	0	0
0	130	0	156	58
0	4829	0	0	0
0	0	0	1	0
0	0	0	87	0
0	0	0	0	0
107	447	0	0	0
2890	0	0	0	0
0	0	0	0	0
0	0	0	24	0
0	0	0	11	0
0	0	0	0	0
0	127	0	0	3100
0	5800	0	104	244
67	2392	0	0	0
0	0	0	45	10
0	901	0	0	301
0	0	0	0	0
0	2410	13	129	1035
14	1867	0	0	0
5608	0	0	0	0
85	0	0	50	0
950	2350	171	166	127
0	0	152	0	0
0	0	35	0	0
0	0	0	285	0
0	96	0	0	0
0	0	0	0	0
614	168	0	247	2492
119	8300	637	986	1098
834	5113	4149	287	2256
12	23	321	155	1300
0	0	0	1195	0
62	1049	0	36	0
196	420	0	0	135
14	0	0	0	276
0	759	0	0	74
137	0	0	0	0
1231	9021	1489	1937	4851
934	366	0	0	343
691	6956	64	119	1995
0	0	0	895	0
987	0	0	0	0
1070	1037	595	126	126
0	0	0	0	0
2561	1516	1095	491	1577
12	0	0	0	0
0	0	0	0	0
0	0	0	2221	2708
1930	4114	415	205	548
0	2038	0	0	775
0	0	0	1155	241
0	2186	189	183	0
0	0	0	0	0
0	275	568	0	947
1052	0	0	0	0
0	0	0	0	0
3310	3730	230	157	734
0	0	0	12	0
0	0	0	0	0
0	14261	0	915	0
0	60	0	11	869
0	1133	0	115	779
0	235	0	0	0
539	1353	38	0	0
0	0	0	0	0
0	6484	8305	0	0
0	0	0	94	167
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
50	0	0	272	91
0	2841	943	120	0
1134	2374	0	0	481
0	0	0	0	0
0	0	0	0	0
0	6909	533	0	305
0	0	0	0	0
139	7259	4581	2699	2161
0	0	0	70	0
0	0	0	230	198
0	2951	19	62	4506
0	13	0	0	0
2248	0	0	0	0
0	174	0	1	0
0	0	0	480	0
0	0	299	0	791
0	0	0	399	370
0	0	0	0	0
0	80	0	0	0
0	1422	10	0	0
21	4128	0	192	6214
27	328	145	0	155
1260	2649	0	521	1161
465	5403	13	0	595
0	814	0	0	0
0	0	0	171	0
9	2382	4005	132	299
1524	855	2462	39	12
80	848	52	126	86
955	2337	0	0	0
26544	2032	0	74	2240
0	0	0	67	0
0	6066	0	29	0
1584	6349	184	139	2752
4222	0	0	0	0
0	0	0	40	23
0	0	0	0	0
0	0	0	0	417
0	3798	0	0	0
0	15	0	5054	15
1108	0	0	0	0
1281	686	0	0	591
0	0	0	0	0
132	2074	300	149	15
1964	1609	487	46	148
0	0	0	0	0
0	0	0	13	0
2153	0	0	0	16
4220	0	0	0	0
188	2140	263	0	354
0	6421	2391	0	0
6	0	0	0	0
4293	1920	49	24682	25285
58	1474	170	75	24
0	0	0	0	0
746	4137	456	157	3851
3681	0	0	0	0
0	0	0	0	0
779	120	0	1279	2353
0	1733	4343	118	0
0	294	0	0	0
0	75	0	1932	1954
0	1240	0	2473	2778
3513	0	0	0	0
298	3254	0	53	53
0	0	0	0	121
0	0	0	0	0
31	0	0	0	0
0	0	0	356	0
0	0	0	0	0
370	18392	14004	516	568
0	0	0	0	0
0	2352	285	0	0
0	0	0	0	0
0	0	0	199	0
0	0	0	1297	0
321	0	0	2216	195
0	0	0	0	0
0	0	0	0	217
1317	6540	4154	12	717
0	0	0	0	0
0	0	0	943	0
30	993	0	106	211
2505	635	121	240	1106
36	970	3365	0	7
31	0	0	0	0
0	0	0	0	0
0	0	0	333	173
0	6742	6287	0	0
0	21	0	0	0
2032	468	0	0	262
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
526	1036	561	120	2320
0	0	0	0	0
0	943	0	68	848
0	0	0	0	0
31	2288	123	546	1213
0	997	0	0	0
0	0	0	969	0
0	3553	1955	129	327
0	0	0	0	0
739	11411	3029	475	1782
0	2786	10	0	0
38	0	0	0	0
0	0	0	6	0
0	0	0	0	0
0	0	0	103	0
2493	3692	452	0	0
175	3661	0	0	0
246	4913	0	120	483
0	612	0	0	0
0	518	0	0	0
0	34	0	17	25
0	0	0	537	0
29	0	0	0	154
0	0	0	0	0
0	0	0	2527	66
4223	6359	0	55	2849
0	8598	0	186	0
0	0	0	0	0
0	0	0	0	0
1131	0	0	115	32
0	9	0	0	0
5660	8022	0	0	0
0	0	0	240	120
408	2471	0	304	422
0	0	0	0	0
256	0	0	0	46
8	0	0	0	0
689	1651	226	34	777
469	0	0	0	0
0	0	0	0	0
548	2257	0	86	103
484	857	0	0	0
0	0	0	132	0
0	1493	0	0	98
423	13298	562	199	1340
10	4961	0	229	16163
0	0	0	0	0
0	55	45	0	3456
2068	3555	5889	59	2165
0	1495	0	78	1408
0	1443	1188	0	0
0	6241	407	766	584
661	0	0	0	0
3136	6126	0	140	3896
0	0	0	0	0
0	0	0	0	0
3	1524	40	6	62
2507	0	0	0	0
0	0	0	0	0
618	1544	79	86	68
29	813	61	0	0
0	0	0	0	0
91	402	0	4	0
124	3054	1944	46	390
73	7315	0	0	20
0	7846	0	711	8
0	0	0	0	0
115	46	80	693	7138
58	5496	0	0	0
0	0	0	694	173
1974	8	0	1759	2122
60	9448	138	1213	300
0	0	0	0	0
56	0	0	41	47
75	0	0	0	0
0	83	0	0	0
20	584	542	0	0
213	0	0	0	0
418	12115	380	119	1070
0	0	0	0	0
0	0	0	0	0
121	1989	0	0	34
12580	0	0	0	2893
0	0	0	0	0
0	6092	0	230	219
0	0	0	0	0
3495	5336	709	90	1735
5	0	0	0	0
0	0	0	0	0
33	7559	0	0	0
0	192	155	0	2
377	147	0	0	1331
6697	146	0	0	459
571	4640	751	0	1647
1817	0	0	0	0
0	0	0	0	0
0	7432	1875	207	3176
0	2384	301	315	556
0	4090	0	636	100
1410	4939	577	328	2971
191	53	0	146	803
1946	167	0	0	773
0	0	0	432	110
0	0	0	0	0
71	417	0	0	0
0	653	0	0	0
0	934	0	0	0
12	0	0	0	0
66	179	0	391	2304
295	2681	0	354	744
0	0	0	166	0
11	0	0	0	0
619	1990	127	324	136
735	0	0	0	0
0	0	0	0	0
0	0	1754	0	414
494	1869	0	0	0
21	957	2296	0	294
0	0	0	656	0
1028	8906	324	4673	5280
0	0	0	0	0
0	0	0	23904	12090
0	66	0	0	3
367	0	0	0	0
0	68	0	0	89
0	0	0	0	189
0	6267	0	0	0
136	2630	0	146	177
0	0	0	489	178
31	3006	0	915	610
15	0	0	0	0
1271	1493	420	100	605
1105	0	0	0	0
0	182	0	0	2
0	7530	5162	0	146
0	722	453	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	2354	2354
0	4311	246	113	2146
0	54	0	18	110
0	0	0	661	0
981	7260	584	270	662
462	986	0	7	0
2736	0	0	0	0
0	888	0	131	759
0	0	0	0	0
118	110	138	13415	11805
1157	0	0	0	0
0	0	0	290	0
151	0	0	151	672
653	457	0	899	1046
2567	0	0	75	5263
421	6350	249	676	4214
11	0	0	0	0
774	134	0	0	0
0	0	5637	0	0
0	0	0	1513	0
0	0	0	0	0
0	0	0	0	0
0	0	0	1177	55
1	0	0	0	0
0	1324	0	0	0
0	55	1472	0	0
8	5179	0	129	3495
217	2596	881	0	0
0	15	0	0	0
1053	939	261	0	10
3192	644	1321	545	1263
492	0	0	0	0
0	262	0	0	0
0	0	0	0	2
28	5159	655	213	255
0	1729	1150	0	0
0	0	0	0	0
0	0	0	0	0
0	0	4527	192	147
0	0	0	0	0
0	0	0	0	0
0	0	529	0	246
0	312	4699	0	1980
476	6153	0	30	30
641	3478	0	1024	2817
0	57	120	190	120
0	0	0	0	0
0	0	0	0	0
1164	11043	385	510	150
0	0	0	0	0
0	906	422	0	0
0	671	250	306	530
305	3494	578	51	1
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
166	5514	667	0	0
0	11151	894	127	557
0	0	0	17	1
1625	629	0	0	0
0	0	0	563	139
2990	5511	15	0	2746
0	9328	6027	0	0
0	5743	0	20	215
0	3460	1393	0	0
852	3531	228	300	15
0	254	0	82	163
0	6213	451	0	712
0	0	0	0	0
0	2058	0	0	0
100	9257	0	89	0
0	0	0	0	0
0	0	0	314	0
0	870	0	0	0
4	650	0	0	350
1567	3250	240	240	837
0	0	0	357	342
0	0	0	0	0
0	1713	2024	15	602
0	0	551	0	0
0	0	0	0	0
0	0	0	115	0
2353	1614	0	511	150
0	0	0	0	0
0	0	0	483	0
0	0	0	0	48
0	0	0	9006	0
0	0	0	297	0
0	5973	0	0	0
3404	1563	988	141	60
0	0	0	255	0
0	5	0	0	0
0	0	0	0	0
0	3367	0	483	0
0	0	0	585	17
0	0	0	1216	0
0	0	0	117	0
0	0	0	0	0
2368	0	0	0	0
0	2010	0	0	0
12	645	653	138	733
39	0	0	935	422
124	754	33	400	815
1	4654	994	178	226
0	2453	2167	0	0
0	0	0	62	0
0	3948	0	227	2531
0	606	1765	239	0
0	0	0	342	0
0	2	0	0	0
0	0	0	0	0
0	0	0	0	0
4516	0	0	0	0
769	5081	1	123	622
0	0	0	0	0
0	0	0	0	0
0	732	0	0	92
1258	6046	5224	1344	2138
217	8139	234	0	0
3440	3492	1623	0	0
802	12	0	0	0
0	0	0	0	0
631	4897	144	226	540
42	0	0	0	0
240	8509	0	851	269
5765	0	0	0	0
1972	817	0	209	51
0	0	0	258	0
0	2144	0	31	0
0	0	0	0	0
0	0	0	120	964
0	27	0	0	0
0	0	240	0	283
162	7743	12	441	917
0	0	0	0	843
0	0	0	0	0
0	4955	0	393	88
690	7887	4723	1268	3684
0	396	5	0	0
0	6	0	0	77
0	801	0	0	0
80	13	0	231	136
364	8166	4	0	0
0	432	100	0	0
47	895	1507	260	0
0	0	175	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
1699	2384	1454	266	803
0	10979	8395	129	129
1964	0	12	22	58
0	0	0	0	0
0	435	0	23	20
0	4303	1344	366	399
877	1689	245	0	0
0	2831	4605	296	554
0	0	0	0	0
0	0	0	0	0
493	0	0	0	28
0	1959	4	262	167
594	226	90	2074	9250
0	12267	0	83	742
0	0	0	15	6
0	109	0	0	0
0	246	30	0	0
0	0	0	0	0
0	1815	0	181	361
18	13	0	38	0
297	4655	1277	739	3255
8170	0	0	0	0
0	0	0	0	0
4228	2519	150	328	3102
0	0	0	58	58
0	0	0	320	0
356	5813	131	80	0
309	3134	1918	804	2047
8801	490	950	0	0
0	0	0	0	0
0	0	0	0	0
98	550	9300	0	0
34	1115	12	0	79
1040	477	0	762	2035
0	0	0	1300	0
0	0	0	0	0
0	2150	0	0	0
0	0	0	0	0
0	0	0	0	0
39	4051	1595	0	362
0	0	0	720	240
2291	6738	3690	42	84
68	26	0	68	360
0	0	0	219	0
0	185	0	0	0
52	0	0	0	0
0	0	0	0	0
4112	0	0	0	0
867	8857	0	177	6
1104	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	609	3631	0	364
0	0	0	0	0
0	0	0	0	0
170	0	0	0	0
0	8358	0	0	0
0	0	0	0	0
0	0	0	6040	10638
15	0	0	471	0
0	0	0	0	0
0	673	0	0	36
237	3543	120	120	278
0	0	0	121	630
0	10	0	0	0
0	0	0	435	435
15	394	491	0	0
0	0	0	0	0
1298	1806	1139	51	3881
0	0	0	0	0
0	0	0	0	135
0	2570	0	43	11
0	0	0	116	23
0	0	0	207	0
47	0	1603	0	94
0	2684	722	29	1475
0	0	0	0	0
0	0	0	0	0
0	4259	0	429	5654
147	139	0	0	0
0	0	0	1251	52
0	0	0	0	0
0	0	0	18	0
0	0	0	0	0
124	2559	0	0	272
0	202	0	59	48
188	48	0	0	0
0	0	0	6	0
0	0	0	859	68
0	0	0	0	0
0	0	0	1211	150
52	0	0	0	164
0	0	0	0	0
1530	0	0	0	0
0	1009	0	19	0
0	0	0	205	202
0	0	0	0	0
544	1395	0	0	27
0	1	57	0	79
0	5604	590	0	506
4814	0	0	0	0
0	632	321	0	1820
0	3179	0	0	26
0	0	0	0	0
0	0	0	0	0
997	0	0	0	0
136	0	0	0	0
0	97	0	0	0
0	9316	0	0	188
300	0	0	0	0
0	2742	0	0	0
31	0	0	747	340
0	44	18	7	0
217	396	279	0	1135
0	1650	21	0	0
0	0	0	275	0
2883	3526	0	0	453
238	3357	790	0	8
376	0	0	2497	515
52	4051	7	0	33
360	3131	0	0	972
416	28	0	0	793
0	0	0	126	0
0	1180	1003	92	92
0	0	0	890	15
31	310	0	0	216
234	652	0	0	250
0	3667	1830	19	18
0	0	0	0	0
117	5228	0	241	119
0	2338	3124	92	508
0	0	0	0	0
0	807	359	0	88
261	1249	0	219	1337
122	1768	857	204	4075
1380	2974	1484	288	1126
223	6824	4283	274	692
0	3274	161	0	0
754	5157	271	687	583
482	1058	1033	48	358
0	158	0	0	38
0	695	722	0	0
804	2653	0	807	0
0	0	0	0	0
0	335	0	0	0
33	8846	16	0	0
1404	3963	570	264	406
1442	0	0	0	0
0	7409	0	0	0
0	0	0	0	0
3177	5137	726	608	0
18	0	0	19	807
0	0	0	1034	0
0	9874	240	566	2051
0	0	0	430	141
0	0	0	0	0
0	0	0	0	0
114	0	0	997	791
0	0	0	0	0
0	0	0	0	0
120	120	0	480	8179
0	0	0	0	0
0	0	0	0	0
0	0	0	933	0
0	246	471	2	1475
0	0	0	0	0
0	0	0	0	0
0	48	0	0	1137
0	0	0	0	0
0	78	0	0	0
0	209	2494	44	931
0	0	0	75	0
0	803	893	15	0
1178	936	1662	63	918
852	0	0	0	0
0	0	0	0	53
2726	0	0	161	933
0	0	0	0	0
0	10003	1539	0	0
2	619	0	1404	1528
0	9570	14305	0	0
0	2376	0	0	462
1651	658	870	0	0
0	1279	0	0	343
0	899	32	0	0
2698	10261	0	210	508
437	8230	1694	0	454
334	7713	5143	105	162
0	0	0	497	0
0	0	0	390	0
0	0	0	0	1497
0	0	0	0	0
0	1326	170	257	277
0	0	0	0	0
0	7558	2255	0	70
46	0	0	0	0
0	64	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
4	2119	0	1062	2369
8	0	0	0	0
18	133	6408	164	430
939	12728	0	59	123
0	3250	1257	131	1356
0	521	0	0	0
0	0	0	0	0
0	14108	0	0	114
0	5654	6444	0	0
0	577	534	0	0
369	3601	749	299	199
0	0	0	0	0
0	1921	0	901	1505
118	6213	232	203	2070
675	0	0	0	0
0	420	2283	55	2298
0	0	0	0	0
0	0	0	0	0
0	1227	0	0	0
51	4181	0	0	0
0	0	0	0	0
2941	5025	929	259	626
285	0	0	210	0
1767	12445	571	0	0
0	0	0	378	298
0	0	0	0	0
0	0	0	131	0
0	1875	0	3405	3548
0	560	949	0	0
2	8168	1928	0	481
0	0	0	0	0
0	20	0	1293	357
905	0	0	0	0
0	0	0	275	193
0	0	0	17	0
11	0	0	0	0
0	0	0	0	0
0	6087	0	0	0
46	0	0	0	2
0	5370	36	0	0
176	8580	3227	91	1471
4866	1236	1256	50	50
0	0	0	0	19
2	0	0	0	0
4	1464	0	0	0
0	178	0	0	0
0	0	0	0	0
929	4723	656	337	748
0	0	0	0	0
0	3141	8584	27	120
4142	618	2219	0	262
0	1526	0	159	176
0	0	0	1024	696
0	2594	996	159	3810
3591	0	0	0	0
11	0	0	0	0
941	0	0	0	0
164	457	0	0	0
0	1970	231	0	0
1213	583	219	0	303
0	0	0	19	0
8	1381	0	0	659
17	0	0	0	0
0	11383	0	120	120
0	0	0	0	0
60	8737	2667	276	56
0	2036	0	0	0
7860	1926	535	120	120
243	3066	0	121	241
0	532	0	136	299
0	0	0	580	154
53	295	0	0	0
131	1786	0	163	1668
0	124	0	0	0
122	6873	1076	407	784
0	5209	0	446	1006
0	0	0	138	0
1108	0	0	0	0
0	1086	0	0	0
0	1655	0	472	2752
0	4678	4738	234	205
0	0	0	1481	0
0	0	0	1173	0
4	807	0	658	1881
1642	1329	0	0	380
0	0	0	14	0
0	3540	0	0	0
91	1300	0	455	1951
0	0	0	0	0
0	1187	0	523	1198
0	0	0	43	12
0	358	0	0	0
0	5244	0	97	626
137	2478	633	141	582
923	2486	223	2485	4763
