"Real","rpart","rf","glm","nnet"
45,39.772397094431,40.4665422516072,50.5170212561458,54.948621511875
236,225.54820415879,231.181272378808,163.299364489443,212.90245356944
29,39.772397094431,55.955937036604,102.666604579381,90.7024627586065
31,220.961538461538,126.394350245027,139.054557140074,122.473729651946
226,225.54820415879,231.181272378808,163.299364489443,212.90245356944
113,199.401459854015,186.87427456723,90.2108800486859,138.506216938707
21,39.772397094431,36.3789804831782,26.2583862156842,33.767776916315
227,225.54820415879,266.84184854565,235.762690291456,265.591284512066
476,225.54820415879,310.06948880249,357.055865493764,371.49543121773
129,122.707602339181,166.948658137666,172.066059813082,129.58077027636
226,313.053435114504,307.581228226738,313.241436239578,340.92412704129
26,122.707602339181,101.903997805672,155.233901466114,110.723480245962
203,199.401459854015,180.877518000895,146.051215083303,156.473552025636
201,225.54820415879,234.212706230427,200.445265315189,236.047949496183
342,225.54820415879,233.454924609013,199.687317050136,233.873090126047
74,39.772397094431,37.0770220805289,68.8988761456441,22.7462490250231
205,225.54820415879,237.160883607312,236.075269610828,239.521784926929
238,199.401459854015,213.10796969244,154.78545306828,196.39333696173
74,122.707602339181,120.034416349488,175.054086255911,139.542746443651
209,225.54820415879,230.756853896782,248.204587131059,237.165095640737
35,39.772397094431,44.6985871993035,53.3744790901598,41.4851893655564
198,225.54820415879,221.029921415815,175.116102690302,212.639173023167
199,122.707602339181,103.643300443968,159.161886884553,112.286384389499
262,225.54820415879,234.512560345448,191.173405628972,228.16460385507
70,225.54820415879,160.754523741214,123.292926377531,118.491155298555
54,122.707602339181,125.001486517099,162.556966419807,237.24874353735
365,225.54820415879,231.478158806363,325.044346749345,255.337842876508
208,225.54820415879,243.432979136241,256.71541910007,234.985800574135
30,39.772397094431,53.7970387348433,90.5372870591503,80.1120404608265
240,225.54820415879,230.33005279876,176.186630274727,223.168115037402
180,225.54820415879,239.954518559584,285.350487956805,227.341360324039
47,122.707602339181,68.6761189903055,119.158528224794,91.5885291031231
214,225.54820415879,232.814288868176,280.974054140531,256.166645169695
186,199.401459854015,214.136503005084,166.914770588511,206.98375925951
111,199.401459854015,152.279142493671,109.66326252261,124.702285132297
273,225.54820415879,257.653490391377,223.633372771225,255.000862214286
232,225.54820415879,234.392227731997,199.374737730763,233.820017618726
62,39.772397094431,44.6985871993035,53.3744790901598,41.4851893655564
208,225.54820415879,234.653253451812,224.703900355651,242.04296109021
202,225.54820415879,226.02954438472,188.315947794958,230.288689951129
191,199.401459854015,213.10796969244,154.78545306828,196.39333696173
316,225.54820415879,242.913089560019,215.432040669434,249.34544845063
252,225.54820415879,232.488735116612,175.428682009674,221.032187951621
249,199.401459854015,214.136503005084,166.914770588511,206.98375925951
241,225.54820415879,273.82402155079,272.150642852148,297.362551405406
188,225.54820415879,223.851465506776,159.680878938223,150.262422191895
15,39.772397094431,43.2691718403192,69.2666784615169,69.0371506570624
37,39.772397094431,40.4665422516072,50.5170212561458,54.948621511875
194,225.54820415879,208.498715268088,219.569518274324,201.120112378794
322,225.54820415879,200.566705469229,154.171901103132,143.170106741522
328,313.053435114504,296.72193385006,281.22991749516,224.754931161454
152,122.707602339181,134.961810178117,167.675798305717,133.950218294243
79,122.707602339181,103.396166298484,130.975266425652,93.6462143961552
250,122.707602339181,139.295809353696,195.549839445246,143.854133000469
185,225.54820415879,155.0430030155,192.692381611232,157.225484191804
64,122.707602339181,137.393313848934,179.492536506575,129.942439764791
191,199.401459854015,214.630922146636,134.289699878945,189.568244443997
38,39.772397094431,47.1528611450151,54.1493344984579,48.3407735674866
225,225.54820415879,237.114667015314,212.57458283542,240.075533195813
305,122.707602339181,127.434530030006,174.686283940038,247.83916583513
56,39.772397094431,34.5008229988208,56.7695586254133,12.1558267272431
153,122.707602339181,177.422985111656,186.815601460269,258.42958813291
236,225.54820415879,239.5885799247,273.221170436574,231.214282009047
21,39.772397094431,49.6489108530804,97.9637637526431,78.9118700225531
76,122.707602339181,82.378093119993,132.045794010078,104.273372702904
199,225.54820415879,236.146205579062,284.592539691751,225.049771858014
59,122.707602339181,166.948658137666,172.066059813082,129.58077027636
316,225.54820415879,234.212706230427,200.445265315189,236.047949496183
67,39.772397094431,56.2003908421331,117.416146226567,65.107938216143
27,39.772397094431,35.6984447364899,38.387703735915,44.358199214095
26,39.772397094431,74.2758515421362,99.034291337069,97.3103107029949
20,39.772397094431,33.9531210011851,61.5758111919507,47.1406031292132
16,39.772397094431,36.3789804831782,26.2583862156842,33.767776916315
332,313.053435114504,307.581228226738,313.241436239578,340.92412704129
244,199.401459854015,213.544694449076,126.911411928751,184.843724471545
50,223.741935483871,206.275567717283,187.571827220997,164.835418843066
77,225.54820415879,200.566705469229,154.171901103132,143.170106741522
27,39.772397094431,74.2758515421362,99.034291337069,97.3103107029949
260,223.741935483871,206.33750350892,272.477049862612,238.968374927526
211,225.54820415879,249.461896523203,227.561358189665,259.93587074841
24,39.772397094431,50.8763692724952,78.4079695389195,69.5216181630465
54,122.707602339181,100.348935718641,143.417163265255,112.769373698683
452,313.053435114504,304.982689983588,252.594848638424,287.9722995459
209,199.401459854015,230.620646380748,167.689625996809,213.83934346144
185,225.54820415879,232.488735116612,175.428682009674,221.032187951621
24,39.772397094431,50.8763692724952,78.4079695389195,69.5216181630465
19,39.772397094431,45.9549970067356,66.2786520186887,58.9311958652666
116,220.961538461538,223.755698392907,220.583329894006,171.828853030122
149,223.741935483871,207.66495989906,223.959779781689,196.606685736406
39,39.772397094431,53.7970387348433,90.5372870591503,80.1120404608265
257,199.401459854015,217.941902294108,142.656135548049,185.80291466395
270,225.54820415879,231.181272378808,163.299364489443,212.90245356944
197,225.54820415879,221.029921415815,175.116102690302,212.639173023167
48,122.707602339181,129.164672310264,162.92476873568,128.952324145871
209,223.741935483871,193.601563750345,163.313192180535,143.654574247506
196,39.772397094431,48.7005207073951,74.7756562966074,76.129466107435
260,199.401459854015,198.400553368936,170.309850123764,177.654396621196
149,122.707602339181,128.573461166231,159.936742292852,119.058762706383
267,225.54820415879,191.950974149796,146.481033833566,121.273559213673
201,225.54820415879,230.33005279876,176.186630274727,223.168115037402
